Stkcd,Size,BM,OP,INV
720,A,b,c,a
721,A,a,a,a
722,A,b,b,a
723,B,a,c,b
725,B,c,a,b
726,A,c,c,c
727,B,c,a,a
728,B,c,b,b
729,B,b,a,b
731,A,b,a,a
732,B,c,a,a
733,B,b,b,a
735,B,a,a,b
736,A,c,c,c
737,A,b,a,b
738,B,a,b,b
739,B,a,c,c
750,B,c,b,b
751,A,b,b,a
752,A,a,a,a
753,A,b,b,b
755,A,c,c,a
756,A,b,c,b
757,A,b,b,c
758,B,c,a,b
759,A,c,a,c
761,B,c,a,b
762,A,a,a,b
766,A,b,a,a
767,B,c,a,b
768,B,b,a,b
776,B,c,b,b
777,A,a,b,b
778,B,c,b,a
779,A,c,c,a
780,A,b,a,a
782,A,b,a,a
783,B,c,b,b
785,A,c,c,c
786,B,a,c,c
788,A,a,b,c
789,B,b,c,c
790,A,a,b,b
791,B,c,b,a
793,B,c,b,a
795,B,a,b,c
796,B,b,b,b
797,B,c,b,c
798,A,a,a,b
799,B,a,c,c
800,B,b,a,b
801,B,b,a,b
802,A,a,a,a
803,A,a,c,a
806,A,b,a,a
807,B,c,b,b
809,A,c,a,a
810,B,a,c,c
811,B,b,c,c
812,A,b,a,c
813,B,a,b,b
815,A,a,a,b
816,A,c,a,a
818,B,a,c,b
819,A,a,b,b
820,A,a,c,a
821,A,b,a,a
822,A,b,b,a
823,B,b,b,b
825,B,c,b,a
826,B,c,a,b
828,B,b,c,b
829,B,c,a,b
830,B,c,c,b
831,B,a,a,c
833,A,c,a,b
835,A,a,c,a
836,A,a,a,a
837,A,c,a,a
838,A,c,a,c
839,B,b,a,a
848,B,a,c,b
850,A,c,b,a
851,B,c,a,b
852,A,b,a,c
856,A,b,a,b
858,B,a,c,c
859,A,a,b,b
860,B,a,c,b
861,B,c,b,a
862,A,c,a,a
863,B,c,b,a
868,A,b,b,a
869,B,b,c,b
875,B,c,a,b
876,B,b,c,c
877,B,b,c,a
878,B,c,b,c
880,A,c,b,b
881,B,c,a,a
882,B,c,a,b
883,B,c,b,c
885,B,b,c,b
886,B,a,a,a
887,B,b,b,c
888,A,b,b,b
889,B,a,a,a
890,A,c,c,a
892,A,b,a,a
893,A,b,a,a
895,B,b,c,c
897,A,c,c,a
898,B,c,a,a
899,A,b,b,a
900,B,c,b,c
901,B,b,b,b
902,B,b,b,b
903,B,c,a,b
905,A,c,b,c
906,A,c,c,c
908,A,b,a,a
909,A,b,b,a
910,B,b,c,c
911,A,c,c,a
912,B,b,b,a
913,B,b,b,b
915,B,a,c,b
917,B,c,a,a
918,B,b,b,b
919,A,b,b,b
920,A,b,b,b
921,B,c,c,c
922,A,b,c,b
923,A,c,b,b
925,A,c,a,c
926,B,c,b,b
927,B,a,c,a
928,B,c,c,c
929,A,b,a,a
930,B,c,b,a
931,B,a,b,b
932,B,c,c,b
933,B,c,b,a
935,B,a,c,c
936,B,b,c,b
937,B,c,b,a
938,B,b,b,c
948,A,b,b,c
949,A,b,b,b
950,B,c,c,c
951,B,b,c,b
952,A,a,b,b
953,A,a,a,a
955,B,a,a,b
957,A,c,a,a
958,B,c,b,c
959,B,c,b,b
960,B,c,b,b
961,B,c,c,c
962,A,a,a,a
963,B,a,c,b
965,A,c,b,a
966,A,c,c,b
967,B,c,b,b
968,B,b,c,b
969,B,b,a,a
970,B,a,b,b
971,A,b,a,a
972,A,a,a,a
973,A,b,a,a
975,B,b,b,b
976,B,b,b,c
977,B,a,b,c
978,A,b,a,a
980,A,c,a,a
981,A,c,a,a
982,B,a,a,a
983,B,c,c,a
985,A,a,b,b
987,B,c,b,c
988,B,a,b,b
989,B,b,b,a
990,B,c,a,b
993,A,b,b,a
996,A,a,a,b
997,B,a,c,b
998,B,b,a,b
999,B,a,c,b
1696,B,b,b,b
1872,B,c,b,c
1896,A,c,a,a
1914,B,b,b,c
1965,A,c,b,b
1979,B,c,b,c
2001,B,a,c,c
2002,B,b,b,c
2003,A,b,c,b
2004,B,c,b,b
2005,A,b,b,a
2006,A,b,a,a
2007,B,a,c,c
2008,B,a,b,a
2009,A,c,a,a
2010,B,b,c,b
2011,A,b,b,a
2012,A,a,b,a
2013,B,b,b,b
2014,B,a,c,b
2015,A,c,c,c
2016,A,b,c,c
2017,B,a,a,c
2019,B,a,c,c
2020,B,b,c,c
2021,A,a,a,a
2022,B,a,c,b
2023,B,b,a,c
2024,B,c,c,c
2025,B,a,c,c
2026,A,b,a,a
2027,B,a,c,a
2028,B,b,b,c
2029,A,c,b,b
2030,B,a,a,a
2031,A,b,b,a
2032,B,a,c,b
2033,A,b,b,b
2034,B,c,b,c
2035,B,a,c,c
2036,B,a,b,c
2037,A,c,b,c
2038,B,a,b,b
2039,A,c,b,a
2040,A,b,b,a
2041,B,a,a,a
2042,B,b,b,a
2043,B,a,c,c
2044,B,a,a,c
2045,A,a,c,a
2046,A,b,a,b
2047,B,b,b,b
2048,B,b,c,b
2049,B,a,b,c
2050,B,a,c,b
2051,B,c,b,a
2052,A,a,a,a
2053,A,c,b,c
2054,A,b,b,b
2055,B,c,a,b
2056,B,a,c,c
2057,A,a,b,c
2058,A,a,a,a
2059,A,b,b,c
2060,A,c,b,c
2061,A,c,c,b
2062,A,c,c,b
2063,B,a,b,b
2064,B,b,c,c
2065,B,a,b,b
2066,A,c,b,b
2067,A,b,b,a
2068,A,c,a,b
2069,A,b,a,a
2071,A,b,c,a
2072,A,a,a,c
2073,A,c,a,a
2074,B,b,a,c
2075,B,b,c,a
2076,A,a,c,a
2077,A,b,a,a
2078,B,b,c,b
2079,B,a,b,b
2080,B,b,c,c
2081,B,b,c,c
2082,A,b,c,c
2083,A,b,c,c
2084,B,b,b,b
2085,B,b,c,b
2086,A,c,a,a
2087,A,c,b,a
2088,A,b,c,b
2089,A,b,b,a
2090,A,b,b,a
2091,B,c,c,b
2092,B,c,a,b
2093,B,a,a,a
2094,A,b,a,a
2095,A,a,b,b
2096,A,b,a,a
2097,B,c,c,b
2098,A,b,a,a
2099,B,a,c,a
2100,B,b,b,c
2101,A,c,a,a
2102,A,b,c,b
2103,A,b,a,a
2104,B,a,b,b
2105,A,a,b,a
2106,B,b,b,b
2107,B,a,c,b
2108,B,b,b,a
2109,A,b,b,a
2110,B,b,c,b
2111,B,b,b,b
2112,A,b,b,b
2113,A,b,a,a
2114,A,b,a,b
2115,A,a,b,b
2116,A,b,b,a
2117,B,a,c,b
2118,B,b,a,b
2119,A,a,c,b
2120,B,a,c,c
2121,A,c,a,a
2122,A,c,a,a
2123,B,a,a,a
2124,B,b,b,c
2125,A,b,b,c
2126,B,b,b,b
2127,B,a,c,c
2128,B,c,c,c
2129,B,b,b,c
2130,B,b,b,b
2131,B,b,b,a
2132,A,b,a,a
2133,A,c,c,c
2134,A,a,a,a
2135,B,c,b,b
2136,A,a,b,a
2137,A,a,b,b
2138,B,a,b,c
2139,A,b,c,c
2140,A,b,b,c
2141,A,b,a,b
2142,B,c,c,c
2144,A,b,b,a
2145,B,b,c,b
2146,B,c,c,b
2147,A,c,a,a
2148,A,a,a,a
2149,A,b,b,c
2150,A,a,c,b
2151,B,a,a,a
2152,B,a,b,b
2153,B,a,b,b
2154,A,b,b,b
2155,B,a,a,a
2156,B,a,a,c
2157,B,b,c,c
2158,B,a,c,b
2159,A,b,b,b
2160,A,c,a,a
2161,B,a,c,c
2162,A,b,b,b
2163,B,b,b,a
2164,A,b,c,b
2165,A,b,b,b
2166,A,a,b,c
2167,A,a,a,a
2168,B,a,a,a
2169,B,b,a,b
2170,A,b,a,b
2171,B,b,b,c
2172,A,c,a,a
2173,A,b,a,a
2174,B,a,a,c
2175,A,a,c,a
2176,A,b,a,a
2177,A,a,b,b
2178,A,a,a,b
2179,B,a,c,c
2180,B,b,c,b
2181,B,a,a,b
2182,B,a,c,c
2183,B,c,a,a
2184,A,b,b,a
2185,B,a,a,c
2186,A,a,b,a
2187,B,b,b,a
2188,A,a,a,a
2189,A,b,b,c
2190,B,a,c,a
2191,B,a,c,b
2192,A,a,a,a
2193,A,c,a,b
2194,B,a,c,c
2195,B,a,b,a
2196,A,b,a,a
2197,A,b,a,c
2198,A,a,a,a
2199,A,a,b,b
2200,A,c,c,b
2201,A,a,a,a
2202,B,c,b,c
2203,B,b,b,c
2204,B,c,a,b
2205,A,c,a,b
2206,A,b,c,c
2207,A,a,c,c
2208,B,c,c,c
2209,A,b,a,a
2210,A,b,c,a
2211,A,a,a,a
2212,B,a,b,b
2213,A,a,a,b
2214,B,a,c,b
2215,A,b,b,b
2216,B,a,b,c
2217,B,c,b,c
2218,A,b,a,a
2219,A,b,a,a
2220,A,c,a,a
2221,B,c,c,b
2222,B,a,c,b
2223,B,a,c,c
2224,A,a,b,b
2225,A,c,b,b
2226,B,c,b,b
2227,A,a,a,c
2228,B,b,b,a
2229,A,a,a,b
2230,B,a,b,c
2231,A,a,b,b
2232,A,a,b,a
2233,B,b,c,b
2234,A,a,c,c
2235,B,a,a,a
2236,B,b,c,b
2237,B,b,b,b
2238,B,a,b,a
2239,B,b,a,a
2240,B,b,a,c
2241,B,a,b,c
2242,B,a,c,b
2243,B,b,b,c
2244,B,c,c,c
2245,A,b,b,a
2246,A,b,b,b
2247,A,b,a,a
2248,A,a,c,a
2249,B,c,a,a
2250,B,a,b,b
2251,B,c,a,c
2252,B,a,b,b
2253,A,a,b,b
2254,B,a,b,c
2255,A,c,a,a
2256,A,b,a,a
2258,B,b,b,c
2259,A,b,a,a
2261,B,a,a,a
2262,B,a,c,b
2263,A,a,a,a
2264,A,b,a,a
2265,A,a,a,b
2266,B,b,b,a
2267,B,b,b,b
2268,B,a,a,a
2269,B,b,a,a
2270,A,b,b,a
2271,B,b,c,c
2272,A,b,b,b
2273,B,a,b,c
2274,A,b,b,b
2275,B,a,c,b
2276,B,b,b,b
2277,B,c,a,b
2278,A,a,b,a
2279,A,a,a,a
2280,A,b,a,a
2281,B,a,b,c
2282,A,b,a,b
2283,B,b,b,b
2284,A,b,a,b
2285,B,b,b,a
2286,B,b,a,a
2287,B,a,c,c
2288,A,b,a,c
2289,A,a,a,a
2290,A,b,a,a
2291,B,a,b,c
2292,B,b,a,a
2293,B,b,c,b
2294,B,a,c,a
2295,A,b,b,a
2296,A,a,b,a
2297,A,a,a,a
2298,B,b,b,c
2299,B,a,c,b
2300,A,b,c,b
2301,B,b,b,b
2302,B,b,b,c
2303,A,b,b,c
2304,B,a,c,b
2305,A,c,a,b
2306,A,a,a,a
2307,B,c,a,c
2308,B,a,a,a
2309,A,c,a,a
2310,B,c,a,b
2311,B,a,c,b
2312,B,b,a,c
2313,B,b,a,b
2314,A,c,b,c
2315,A,b,b,c
2316,A,b,a,a
2317,B,a,b,b
2318,B,b,c,c
2319,A,a,a,a
2320,B,a,b,b
2321,A,c,a,a
2322,A,b,b,b
2323,A,b,a,a
2324,B,b,b,a
2325,A,c,a,a
2326,B,b,b,b
2327,A,b,c,b
2328,A,b,b,b
2329,A,c,a,b
2330,A,a,a,b
2331,A,b,b,c
2332,B,a,c,b
2333,A,a,a,a
2334,A,b,a,a
2335,B,c,b,b
2336,A,c,a,b
2337,A,a,a,b
2338,B,a,b,b
2339,A,b,a,a
2340,B,b,b,b
2341,A,b,a,b
2342,A,b,a,b
2343,A,a,b,a
2344,B,c,b,a
2345,A,b,a,a
2346,A,a,b,c
2347,A,b,a,a
2348,A,a,a,a
2349,A,a,a,a
2350,A,b,b,a
2351,B,a,b,b
2352,B,a,c,c
2353,B,a,c,c
2354,A,c,a,a
2355,A,b,a,a
2356,A,c,c,a
2357,A,b,b,a
2358,A,b,a,a
2360,A,b,c,c
2361,A,b,b,b
2362,A,a,b,b
2363,A,b,a,a
2364,B,a,a,b
2365,A,b,b,a
2366,A,c,a,a
2367,B,b,b,b
2368,B,a,b,c
2369,A,b,a,c
2370,A,a,a,a
2371,B,a,b,c
2372,B,a,c,b
2373,B,a,c,c
2374,A,c,a,b
2375,B,c,b,b
2376,B,b,b,c
2377,A,c,b,a
2378,A,b,a,a
2379,A,a,c,c
2380,A,b,b,c
2381,A,b,c,b
2382,B,b,b,b
2383,B,b,a,a
2384,B,b,b,b
2385,B,b,b,b
2386,A,c,a,a
2387,B,c,a,b
2388,A,a,b,b
2389,B,b,b,b
2390,B,b,b,a
2391,A,b,c,c
2392,A,b,c,b
2393,A,b,b,c
2394,A,b,c,b
2395,A,a,a,b
2396,B,a,c,b
2397,A,b,b,b
2398,B,b,c,c
2399,B,a,c,b
2400,B,b,b,a
2401,A,b,b,c
2402,B,a,c,c
2403,A,b,b,b
2404,A,b,b,a
2405,B,a,a,a
2406,A,b,b,c
2407,B,b,a,b
2408,B,b,b,c
2409,B,a,b,b
2410,B,a,b,b
2411,B,b,a,b
2412,A,a,c,b
2413,B,b,b,b
2414,B,a,b,a
2415,B,a,c,c
2416,B,b,b,a
2417,A,a,c,c
2418,A,b,a,a
2419,B,b,c,b
2420,A,b,c,a
2421,B,b,a,a
2422,B,b,b,b
2423,A,c,b,c
2424,B,b,b,c
2425,B,b,b,b
2426,B,c,a,a
2427,A,b,c,a
2428,B,a,a,b
2429,B,b,c,c
2430,B,b,c,b
2431,B,c,a,a
2432,B,b,a,b
2433,A,c,a,b
2434,B,b,b,b
2435,A,b,a,a
2436,B,a,b,b
2437,B,b,a,a
2438,A,b,b,b
2439,B,a,c,c
2440,B,b,c,b
2441,A,b,b,b
2442,A,b,a,a
2443,A,b,c,a
2444,B,b,c,c
2445,A,b,a,a
2446,A,b,a,a
2447,A,a,a,a
2448,A,b,a,b
2449,B,b,c,b
2451,A,a,b,a
2452,A,b,b,c
2453,A,a,a,a
2454,A,b,b,a
2455,A,b,b,b
2456,B,b,b,b
2457,A,b,b,c
2458,B,a,c,c
2459,B,c,c,c
2460,B,a,b,b
2461,B,b,b,a
2462,A,c,c,c
2463,B,a,c,c
2464,A,a,a,a
2465,B,a,b,c
2466,B,b,a,b
2467,B,a,b,b
2468,B,a,c,c
2469,A,b,b,a
2470,A,c,a,a
2471,A,c,a,a
2472,A,c,a,b
2473,A,a,a,a
2474,A,a,a,b
2475,B,a,c,c
2476,A,a,a,a
2478,A,c,c,b
2479,B,b,b,c
2480,A,c,a,b
2481,B,a,b,c
2482,B,c,a,c
2483,A,b,a,c
2484,B,a,b,b
2485,A,b,b,c
2486,A,a,a,a
2487,A,b,b,c
2488,A,b,a,a
2489,B,a,c,b
2490,A,c,a,a
2491,B,b,a,a
2492,A,a,b,b
2493,B,c,b,c
2494,A,b,a,a
2495,A,a,a,a
2496,A,c,a,a
2497,B,a,b,b
2498,B,a,b,a
2499,A,b,a,a
2500,B,c,b,a
2501,A,b,c,a
2502,A,a,a,a
2503,B,c,b,b
2504,A,c,a,a
2505,B,b,a,a
2506,B,a,a,a
2507,B,a,c,c
2508,B,a,c,c
2509,A,c,a,a
2510,A,b,a,b
2511,B,a,c,c
2512,A,b,b,a
2513,A,b,a,a
2514,A,b,b,a
2515,B,a,a,a
2516,A,b,b,a
2517,B,b,a,a
2518,B,a,c,c
2519,A,b,b,a
2520,A,b,b,b
2521,A,b,b,a
2522,B,a,a,b
2523,A,b,a,b
2524,B,a,c,a
2526,A,b,b,b
2527,A,c,a,a
2528,A,b,a,c
2529,A,b,a,a
2530,B,a,a,a
2531,B,b,c,b
2532,A,a,b,b
2533,A,b,b,b
2534,B,b,c,b
2535,A,c,a,a
2536,A,b,a,b
2537,B,b,a,a
2538,A,b,b,c
2539,A,c,b,a
2540,A,b,b,a
2541,B,c,c,c
2542,A,c,b,b
2543,B,b,c,b
2544,B,b,a,b
2545,B,b,b,b
2546,A,b,b,b
2547,B,b,a,a
2548,B,b,b,b
2549,B,a,b,c
2550,A,a,c,a
2551,B,c,a,c
2552,A,a,b,a
2553,A,a,b,a
2554,A,b,b,b
2555,B,a,c,c
2556,B,c,b,a
2557,B,a,c,b
2558,B,a,b,a
2559,A,b,b,c
2560,A,c,b,b
2561,A,b,c,b
2562,A,b,a,c
2563,B,b,c,b
2564,A,c,b,c
2565,B,a,a,a
2566,A,b,b,a
2567,B,b,b,b
2568,B,a,c,b
2569,A,a,a,a
2570,B,b,a,a
2571,A,b,a,b
2572,B,a,c,b
2573,B,b,b,a
2574,A,b,a,b
2575,A,a,a,c
2576,A,b,b,c
2577,A,a,a,a
2578,A,b,a,a
2579,A,a,c,c
2580,A,b,a,a
2581,B,b,a,a
2582,B,b,b,c
2583,B,b,a,b
2584,A,b,a,c
2585,B,c,a,a
2586,A,c,a,a
2587,A,a,c,b
2588,A,c,a,a
2589,B,c,a,a
2590,A,b,b,b
2591,A,b,b,b
2592,A,b,a,c
2593,A,c,b,b
2594,B,c,a,b
2595,B,a,c,c
2596,B,b,a,a
2597,B,a,c,b
2598,A,b,b,a
2599,A,b,b,b
2600,B,b,c,c
2601,B,b,c,c
2602,B,b,c,c
2603,B,a,b,b
2605,B,a,c,c
2606,A,a,b,b
2607,B,a,c,c
2608,B,c,b,c
2609,B,a,b,b
2610,B,b,a,a
2611,B,b,c,a
2612,A,c,b,a
2613,A,b,a,b
2614,A,b,b,b
2615,A,b,b,c
2616,A,b,c,c
2617,B,b,a,c
2618,A,a,a,b
2619,A,b,a,a
2620,A,c,b,b
2621,B,a,b,b
2622,A,a,a,a
2623,B,a,a,a
2624,B,a,c,b
2625,B,b,a,a
2626,B,a,c,b
2627,A,b,b,b
2628,A,c,a,c
2629,A,a,a,b
2630,A,c,a,a
2631,A,a,b,c
2632,B,a,b,c
2633,A,a,a,a
2634,A,a,b,a
2635,B,b,a,a
2636,B,a,b,c
2637,A,b,c,a
2638,A,b,a,a
2639,A,b,a,b
2640,B,b,a,a
2641,B,b,c,b
2642,A,b,a,a
2643,B,a,c,c
2644,A,a,b,a
2645,A,a,b,a
2646,A,a,a,a
2647,B,a,a,a
2648,B,b,c,c
2649,A,b,b,c
2650,B,b,b,b
2651,A,b,b,b
2652,A,b,a,a
2653,B,a,c,c
2654,A,b,a,b
2655,A,a,b,b
2656,A,b,a,a
2657,A,a,a,a
2658,A,b,b,b
2659,A,b,a,a
2660,A,b,b,a
2661,B,b,b,b
2662,B,b,a,a
2663,A,c,a,a
2664,B,b,c,c
2665,B,b,a,b
2666,A,b,b,b
2667,A,b,a,a
2668,A,c,b,a
2669,A,b,b,c
2670,B,b,a,b
2671,A,b,a,a
2672,B,b,b,b
2673,B,b,b,a
2674,A,b,b,b
2675,B,a,b,b
2676,A,b,a,b
2677,A,a,c,b
2678,B,a,b,b
2679,A,a,a,a
2681,A,b,a,a
2682,A,c,b,b
2683,B,a,b,c
2684,A,c,c,a
2685,B,b,b,c
2686,A,b,a,a
2687,A,b,c,b
2688,B,a,b,b
2689,A,a,a,a
2690,B,a,c,b
2691,A,a,a,b
2692,A,b,a,a
2693,A,a,a,a
2694,A,b,a,b
2695,B,a,b,b
2696,A,c,a,a
2697,B,a,c,b
2698,B,a,c,c
2699,B,b,a,a
2700,A,a,b,b
2701,B,b,c,b
2702,A,b,a,b
2703,A,a,a,a
2705,B,a,c,c
2706,B,a,c,b
2707,B,b,b,b
2708,A,a,a,a
2709,B,a,a,b
2712,A,b,a,b
2713,A,b,a,a
2714,B,a,c,c
2715,A,a,a,a
2716,A,c,c,a
2717,A,c,b,c
2718,A,b,b,c
2719,A,a,a,a
2721,A,c,a,a
2722,A,b,b,b
2723,A,a,b,c
2724,A,b,c,b
2725,A,a,a,a
2726,B,b,c,c
2727,B,b,c,b
2728,A,b,c,b
2729,A,a,b,b
2730,A,a,b,a
2731,A,c,b,b
2732,A,a,c,b
2733,B,a,b,b
2734,B,b,c,c
2735,A,b,b,c
2736,B,c,b,b
2737,B,a,c,b
2738,A,b,b,c
2739,B,b,a,c
2740,A,c,a,c
2741,A,b,a,b
2742,A,c,b,a
2743,A,c,b,b
2745,B,c,b,b
2746,B,b,c,c
2747,B,a,b,b
2748,A,b,a,c
2749,A,a,c,c
2750,A,a,a,b
2751,A,b,b,c
2752,A,b,a,c
2753,A,b,b,c
2755,A,b,c,c
2756,A,b,b,b
2757,A,b,c,c
2758,A,b,b,b
2759,A,b,a,a
2760,A,b,b,c
2761,A,c,c,c
2762,A,b,b,b
2763,A,b,c,b
2765,A,c,a,c
2766,A,c,a,c
2767,A,a,a,b
2768,B,b,c,c
2769,A,c,b,a
2770,A,c,a,b
2771,A,b,b,a
2772,A,c,a,c
2773,B,a,c,b
2774,A,c,a,b
2775,A,c,b,c
2776,A,a,b,b
2777,B,a,c,b
2778,A,a,a,b
2779,A,a,a,b
2780,A,a,a,a
2781,A,b,b,a
2782,B,a,c,b
2783,A,b,b,c
2785,A,a,a,a
2786,A,b,a,b
2787,A,b,b,b
2788,A,c,c,c
2789,A,c,a,c
2790,A,b,c,b
2791,B,b,c,c
2792,A,a,a,b
2793,A,c,c,c
2795,A,a,c,a
2796,A,a,b,c
2797,B,b,b,b
2798,B,b,c,c
2799,A,a,c,c
2800,A,a,b,a
2801,A,a,c,b
2802,A,a,c,a
2803,B,a,c,c
2805,A,a,a,c
2806,A,b,a,c
2807,B,c,b,b
2808,A,a,b,c
2809,A,b,c,c
2810,A,a,c,b
2811,A,b,b,c
2812,B,a,c,c
2813,A,b,a,a
2815,B,a,c,b
2816,A,a,a,a
2817,A,a,b,b
2818,A,b,c,b
2819,A,a,c,b
2820,A,a,b,a
2821,B,a,c,c
2822,B,b,b,c
2823,A,b,b,c
2824,A,b,a,c
2825,A,b,b,c
2826,A,a,b,b
2827,A,a,a,c
2828,A,b,b,c
2829,A,a,a,a
2830,A,b,b,b
2831,B,b,c,c
2832,B,a,c,c
2833,A,a,c,c
2835,A,a,b,b
2836,A,a,b,c
2837,B,a,c,b
2838,B,a,c,b
2839,B,c,b,b
2840,B,a,b,c
2841,B,a,c,c
2842,A,b,b,c
2843,A,a,c,a
2845,A,c,b,c
2846,A,b,c,c
2847,B,b,c,c
2848,A,b,a,a
2849,A,b,c,c
2850,B,a,b,b
2851,B,a,c,c
2852,A,b,b,a
2853,A,c,c,c
2855,A,c,a,b
2856,A,c,a,b
2857,A,b,b,a
2858,A,b,b,c
2859,B,a,b,a
2860,A,b,c,c
2861,A,b,b,a
2862,A,b,a,b
2863,A,c,b,b
2864,A,a,c,c
2865,A,c,a,a
2866,A,b,b,b
2867,B,b,c,b
2868,A,b,b,c
2869,B,b,c,c
2870,A,b,a,a
2871,A,b,b,b
2872,A,c,a,a
2873,A,b,b,b
2875,A,c,b,a
2876,A,a,b,c
2877,A,b,b,c
2878,A,b,c,c
2879,A,b,b,a
2880,B,a,c,b
2881,A,a,a,a
2882,A,c,c,b
