Stkcd,Size,BM,OP,INV
1,134606859560.0,21.23972727523933,0.17891640866873065,0.14667094146288587
5,6542399930.0,0.3449888486874012,-0.048942841591980916,0.6053756437916534
6,9994474810.0,1.2722610746181178,0.1317210972264051,0.08085332280445115
8,14994244620.0,0.32433848470293675,0.06730943841412662,4.325230496767055
9,21497464470.0,1.0261352656727305,0.16781950135349283,0.2301068659370581
10,3136981120.0,1.510093381687997,0.011825527890981244,5.418881606730271
11,2347766060.0,2.5258071622945093,0.022681845499926193,0.12784921490320922
12,14136139420.0,1.1369676107215891,0.06864591955889916,0.0243903679729236
14,3820296240.0,0.625993534147211,0.0671327819699378,-0.02960535971332691
16,8078764630.0,2.8619252170594294,-0.5102423531524191,-0.1507203991924364
17,3596375660.0,0.013713203368884236,-0.02841778539192555,-0.10915888625071776
18,4072779660.0,1.0855237054915456,0.33691681453012334,20.784441376170193
19,5173123670.0,0.34226807850902913,-0.05039443001104817,-0.08154556535807878
20,3409532660.0,0.31876662174951503,-0.009320868228327873,-0.006666481779230312
21,16829374440.000002,1.2285445355694145,0.037976057111482255,-0.007813304410403196
22,7423910820.0,1.1729166144660061,0.1392347174966417,-0.0031793370268839746
25,11562705140.0,0.09278498948030542,0.053379850184338135,0.44937618149181485
26,3505760440.0,1.3720410904763691,0.054117750889650276,0.16099605023465224
27,26046709790.0,6.243281397858899,0.09151283469386921,0.5105445168046495
29,9228681000.0,0.5008349356398255,0.18592825406336555,-0.044607270349392616
30,9578754320.0,2.104636576307269,0.09854528914690751,0.1119859300261446
31,17665661610.0,3.190560463036881,0.12504193627071913,0.1945560592964857
32,4171977790.0,0.5453222056602095,0.020545175567019715,-0.23173164191131257
36,9138907720.0,0.8495231956902151,0.0449736821083107,0.41471767338082083
39,17349987450.0,6.4172217435171355,0.08293411139117657,0.21631141596374534
40,6624958770.0,1.4599046692226967,0.08111772716551427,0.5852940404804977
42,7875242040.0,3.2901456610693125,0.11220424598448919,0.5201827572844571
43,5707642500.0,4.6061288581184545,0.12055762573120875,0.14015264437433544
45,5717343330.0,0.770699545959506,0.008870754563575516,0.05193861900244022
46,45180377200.0,2.6039037205941042,0.23642304194982167,0.6695963982685114
48,12876583490.0,0.13684072369985453,0.30681213372904553,-0.02125001297018131
49,7614542680.0,0.4529566483169569,0.3237936741479483,-0.27227051378547534
50,18201367840.0,1.5147915665993716,0.0014335446818543132,0.3782822476358735
55,6803784140.0,1.100337537674067,0.0689564360726508,0.21880677004547605
56,3502000840.0,2.2004865464708026,0.004556908567488466,0.015720959511024053
59,12739736060.0,3.9799022740262275,0.033330602528463794,-0.13519198071284894
60,23375063770.0,0.8513584187500217,0.01204646719123229,0.11726754354570508
61,20399809840.0,0.6673634293679109,0.0007979674898060692,0.16851107751485286
62,17127265010.000002,0.3959678272659555,0.1304034125630339,0.5279649837166447
63,49351248650.0,2.489500215933964,0.007392879194151692,0.13820846509067394
68,8428711760.0,0.09726265177949993,-0.0009056930797078324,0.8013195646842652
69,41444748220.0,5.481351301896573,0.16332291809134572,0.21492202762417356
70,6770253190.0,0.7642257063129994,-0.19825846032096275,0.5200945919555848
78,12473250930.0,1.1172946501952823,0.2905861732762829,0.32502575265121164
88,13400681330.0,0.6574983007162013,0.06253043102535996,0.15424569020581771
89,18805556400.0,0.8387811080641356,0.07313662056083448,-0.05847860720773961
90,6799434720.0,2.490444166320995,0.08119467565800394,0.5011682031826274
96,6058657280.0,0.33180007658280203,0.10591836569564383,0.09049982547800547
99,7860733350.0,0.8073738659895541,0.06707065936466489,0.11389139189081182
100,31504748460.0,3.431184514915043,0.03562901718364618,0.2032576221386234
150,11396634580.0,0.5838711830907831,0.03913000146007598,0.7998970849895539
151,4832442120.0,0.5509382022607213,0.16432149211885547,-0.1726132175384648
156,18580775100.0,1.2071571462245982,0.05498539454088532,1.280423470945572
157,26190076210.0,3.4472324152677336,-0.014901498961404384,-0.00037261675859316245
158,10422342070.0,1.2910187518205916,0.0023813142271771155,0.970383794636384
166,44411433160.0,7.854282312106555,0.33734003178799316,1.3919934796944518
301,5250599080.0,0.8473044546991164,0.07898074647575279,0.10551303153249543
333,95451836830.0,2.105675402374414,0.26622240205718123,0.07107572052974827
338,18916832480.0,7.594238084590729,0.061786204322517815,-0.045995210613323574
400,11754675580.0,1.2995564762265284,0.11431179039925549,0.15707100633959764
401,13781738060.0,3.5261804670267813,-0.1754154345349818,-0.06294598309030693
402,31064435200.0,4.109176674683042,0.10995110074706493,0.2065505774424574
403,5663050110.0,0.27300248385367487,0.13000816463549808,0.0598951947568574
404,5232170500.0,2.106133391982149,0.1255088805474581,0.05541130828579957
408,3855153170.0,0.14936562647462043,-0.7620555923000811,0.016321871439269445
410,11260138720.0,1.9551103376251584,-0.35500106712080887,0.10640029655239543
411,4148355560.0,1.6358120738093742,0.1386179812111914,0.17536593624003072
413,28984818800.0,2.3303927005531535,0.07370206849053737,1.3097727035594127
416,4401732900.0,0.4353332880108072,0.035398966969516506,0.5189603304330916
417,6189955260.0,1.4054742569239884,0.11548092544454466,0.04342360875036972
418,16118507370.0,1.5593577324437642,0.2021307858298163,0.25937548455047
419,4943938850.0,1.0949777667924572,0.07229662808396181,0.01676610268014302
420,2107182400.0,1.2243760091483329,-0.04837921854222572,-0.19901511560478172
421,3711244090.0,2.836284075908238,0.02559477459096803,1.8942653822114621
422,5557462370.0,7.638022031805246,0.0004247551354845877,0.06969158189940416
423,37610447840.0,0.2925196506930745,0.27110949575973403,0.1540352309226973
425,21610117930.0,2.0409289722811415,-0.006904059818969716,-0.12574259786654043
428,4657786250.0,1.983535301506153,0.004328214930466522,0.03170478756525742
429,2994848910.0,5.240237200956842,0.10118364888495637,-0.03242400493493012
430,2592017220.0,0.40420134815093456,0.25784919085134617,0.27463401864684844
488,9954691800.0,9.624992734972867,0.06418998985537358,0.3720330704073073
498,2333981180.0,5.096925783115711,0.17391759701858656,0.03888005237747238
501,9053507560.0,2.321198174911115,0.2588913037072759,0.1343353164085032
502,3580403300.0,0.1074214800280273,-0.1129742900909299,0.4949660279433213
503,40058621570.0,0.0737714468849533,0.0281616411952282,0.03267054798700836
506,7147994400.0,0.4729787173542967,0.028256439563195717,0.02235608624557387
507,4408940970.0,1.3352051181002058,0.03015963493319734,0.02130419466563262
509,3279240090.0,0.1867683479317456,-0.5418467570072456,-0.09376761173829692
510,4129968050.0,0.43318405611052024,-0.08229858196188507,-0.14483354664558623
513,11760786170.0,0.889879632134658,0.14403616539209788,0.10611730041239299
514,6513911850.0,1.2938537010027387,-0.020613353969146254,-0.05531305523046813
516,12731066680.0,0.5182049284385764,0.09422772862543259,0.5123757901492905
