Stkcd,Size,BM,OP,INV
1,258872740750.0,13.06207556887479,0.11594559448915756,0.15224923009238892
2,260732212860.0,6.144401756872212,0.28314504585696654,0.13172367733054494
4,2406787860.0,0.7803841417995993,0.005198110184007898,3.255655311590856
5,3089203030.0,0.9649090252604728,0.11494627789649281,-0.028699215581627333
6,11163990010.0,2.2987868289352744,0.15458759595037844,0.16315557464924166
7,2656953180.0,0.18962169408425747,0.19167967147673226,-0.02022466022584082
8,8102154110.0,1.3213520625042605,0.07259260541150098,0.15078571582116185
9,21291914680.0,1.8326674456790992,0.10721463037374267,0.012060532272451633
10,2167011720.0,2.2153290315190413,0.26236933705595944,0.3111198145698018
11,13714687900.0,2.320045940784853,0.3018175644692326,0.8508793141475262
12,11820638540.0,2.021099054398409,0.06727433602857032,-0.047765357283539284
14,2702849510.0,1.0721993048185212,0.03161250369578976,0.02874778052014207
16,11527266450.0,5.119761569672427,0.030550559425035324,0.2910982430635774
17,836227580.0,0.051763642792032105,-0.6988760285269231,-0.1434862485842645
19,3953755900.0,2.773041153662729,0.09377738934232487,0.047320723935534006
20,2389571510.0,0.33170968579542875,0.023982172473285254,-0.004742019595666266
21,37122245550.0,0.8423243265846462,0.07693462116857765,0.15356350679847966
23,2668282500.0,1.4702065166784548,0.17761404143851114,0.08571940328970051
25,8212994670.0,0.20908704308257314,0.22650596651696492,-0.007545932999321355
26,6595685640.0,1.0236783720429514,0.10279738112374735,0.04479040172742411
27,26974400820.0,4.102067944119292,0.06690103729118797,0.12974782504196333
28,18294747840.0,1.8422512839679674,0.11950304999004562,0.15866785070315464
30,13568681510.0,1.5721084170754764,0.12601866448504945,0.106014084930927
31,9938938770.0,15.930299141801727,0.14102014250237024,1.0091991739275685
32,12272781170.0,0.3933009403351325,0.1196274059537831,0.08771265536671477
34,11722997660.0,2.686773471915488,0.2103496793789061,0.1322066862239841
35,12291500060.0,6.6641312362349225,0.07772254459709305,4.36921193235512
36,6761198150.0,2.088955734633256,0.21442560344578895,0.1146564345959039
37,6571154890.0,0.829634690271857,0.011365310656260787,-0.02657472894029976
38,3865628390.0,1.1595777582500206,0.03560467546651903,-0.038441168975832975
39,12726867690.0,12.317237396645252,0.10608578316594407,0.08322777044527772
40,3276452670.0,8.00653307494907,-0.05789417742194687,-0.09981140925411679
42,6278997550.0,6.872396594706268,0.16285730134911927,-0.019742630152394792
45,4529047130.0,1.356385186867133,0.001284026443075068,-0.019008370681587575
46,21766031670.0,7.520977448121174,0.07426255745748452,-0.16136225075155056
48,9814722610.0,0.7330144593870762,0.6418527066273875,0.24881592050378776
49,12078593980.0,0.9189342111543598,0.29393902660323024,-0.005879592200635069
50,30744107530.0,2.163645067630253,0.03757531447740347,0.09017804481284933
55,3357449020.0,3.766930348121075,0.07993224760919296,0.06671546842260355
56,3488393100.0,3.4807974967449535,0.021085518398810333,-0.060195845615635825
58,5635813760.0,1.5849043263062215,0.07821579193441411,-0.13151088141284148
59,8252953180.0,3.148531137745005,0.08544239720237698,-0.09554561130311291
