,label,rm,SMB,HML,RMW,CMA,rf,rm-rf
0,2017_20157,-0.149457,-0.056653283958019975,-0.010247584712011447,0.0743534458473223,0.03225971725130611,0.1652,-0.314657
1,2017_20158,-0.13595,-0.017059292235346666,0.006834682055589611,-0.038408869998734094,0.053545940329037034,0.1652,-0.30115000000000003
2,2017_20159,-0.058022,0.003231872178962149,-0.0190956336585388,0.0511834073529526,0.017339050013185395,0.1447,-0.20272199999999999
3,2017_201510,0.133979,0.11792176797244396,-0.07962374319794469,-0.048453219160076,0.028821262714333898,0.1447,-0.010721000000000008
4,2017_201511,0.031874,0.09668751057383075,-0.0586044131598605,0.026363066336219695,0.043007409909957245,0.1241,-0.092226
5,2017_201512,0.03995,0.06048566142821421,-0.0411759430896657,0.014711065406396903,0.020671243838226206,0.1241,-0.08415
6,2017_20161,-0.24457,-0.07049973104571859,0.03600390390925508,0.04198414936118822,-0.004645304324398414,0.1241,-0.36867
7,2017_20162,-0.018642,0.006239737234697011,-0.0086129185296529,0.0064749605407659495,0.003801728880481899,0.1241,-0.142742
8,2017_20163,0.13521,0.06211914950285667,-0.04839352615153286,-0.01569551687707571,0.019570651104670947,0.1241,0.011109999999999995
9,2017_20164,-0.019588,0.020075533730450144,-0.006883320317594151,0.0057279554428491496,0.0008306845525935021,0.1241,-0.143688
10,2017_20165,-0.005593,-0.030356782814173644,-0.0122292300184931,0.01652081133547155,0.0178818796559813,0.1241,-0.129693
11,2017_20166,0.019851,0.04153826755367647,-0.0300937796169997,0.0076964624576346015,0.02916660867704965,0.1241,-0.10424900000000001
12,2017_20167,0.019821,-0.031428281721230765,0.009675381753859,0.0347480244666048,0.01580951716769685,0.1241,-0.10427900000000001
13,2017_20168,0.041275,0.014004418680744911,0.015525955059480706,-0.0038406767216764975,-0.0024695136123964526,0.1241,-0.08282500000000001
14,2017_20169,-0.019371,0.02152374267783059,-0.0060706160588410996,-0.0016107830360006497,-0.004519457250732599,0.1241,-0.14347100000000002
15,2017_201610,0.030238,0.012043902209178874,-0.014586638844993002,-0.01211632680669495,-0.01280558629356815,0.1241,-0.093862
16,2017_201611,0.044556,-0.026516115915671896,0.021151475231671445,0.002928332945555799,-0.010113522263248555,0.1241,-0.079544
17,2017_201612,-0.044622,0.0014092416261467086,-0.02416869984449135,-0.023862852352108197,-0.027969851760564844,0.1241,-0.168722
18,2017_20171,0.014058,-0.04966656105380664,0.020585729053155248,0.002345495592166652,-0.01200538483586745,0.1241,-0.110042
19,2017_20172,0.026171,0.00946172167801495,0.00036736520426640384,-0.005402170332255048,0.008899464219418604,0.1241,-0.097929
20,2017_20173,-0.00468,-0.037242350951769705,-0.017237992215105705,0.0258575807116803,0.02611479573803675,0.1241,-0.12878
21,2017_20174,-0.021656,-0.07216091744680364,0.022228820813530403,0.02511748308554725,0.036873669322917246,0.1241,-0.145756
22,2017_20175,-0.01564,-0.07977152337965632,0.021811909322443354,0.0419454836531924,0.019278850023402107,0.1241,-0.13974
23,2017_20176,0.043208,-0.01797452722928514,-0.0315924417957353,0.0030043096502190073,0.0177490382382454,0.1241,-0.08089199999999999
24,2017_20177,0.034548,-0.05979061350620776,0.040267766707438,-0.05098226329344879,-0.037462384358875105,0.1241,-0.08955199999999999
