,label,R
183,2012_20113_INV_Ab,-0.005435125086836774
184,2012_20114_INV_Ab,-0.034401271959802894
185,2012_20115_INV_Ab,-0.06527191908541995
186,2012_20116_INV_Ab,0.042951306580763335
187,2012_20117_INV_Ab,0.02192363712121864
188,2012_20118_INV_Ab,-0.0440857937792608
189,2012_20119_INV_Ab,-0.12168731486234967
190,2012_201110_INV_Ab,0.04332584269486631
191,2012_201111_INV_Ab,-0.04958228578183089
192,2012_201112_INV_Ab,-0.16444052126124775
193,2012_20121_INV_Ab,0.0031226906804844505
194,2012_20122_INV_Ab,0.13359092410596085
195,2012_20123_INV_Ab,-0.06842204616324823
196,2012_20124_INV_Ab,0.08894227168733554
197,2012_20125_INV_Ab,0.017297400032212917
198,2012_20126_INV_Ab,-0.07676463768805825
199,2012_20127_INV_Ab,-0.09374973511436932
200,2012_20107_INV_Ac,0.17568368106203036
201,2012_20108_INV_Ac,0.11407177396092394
202,2012_20109_INV_Ac,0.04183707389058339
203,2012_201010_INV_Ac,0.08612323496717685
204,2012_201011_INV_Ac,0.014065955205962327
205,2012_201012_INV_Ac,-0.009904822003800946
206,2012_20111_INV_Ac,-0.04881300772681978
207,2012_20112_INV_Ac,0.1247156792097258
208,2012_20113_INV_Ac,-0.003982712154147176
209,2012_20114_INV_Ac,-0.04851257184015307
210,2012_20115_INV_Ac,-0.07468967868498055
211,2012_20116_INV_Ac,0.04753652483289167
212,2012_20117_INV_Ac,0.055557556685387754
213,2012_20118_INV_Ac,-0.01836512622356032
214,2012_20119_INV_Ac,-0.10759340411168938
215,2012_201110_INV_Ac,0.03702043198373081
216,2012_201111_INV_Ac,-0.042259102901495205
217,2012_201112_INV_Ac,-0.15299783668783984
218,2012_20121_INV_Ac,0.0031825491297128514
219,2012_20122_INV_Ac,0.1388256004681609
220,2012_20123_INV_Ac,-0.07521728842978369
221,2012_20124_INV_Ac,0.061023311419773886
222,2012_20125_INV_Ac,0.019756582971371776
223,2012_20126_INV_Ac,-0.08306606883251465
224,2012_20127_INV_Ac,-0.10336597515913461
225,2012_20107_BM_Ba,0.13736046103647329
226,2012_20108_BM_Ba,0.13093617925041134
227,2012_20109_BM_Ba,0.08443435682781682
228,2012_201010_BM_Ba,0.16282254212268607
229,2012_201011_BM_Ba,0.05154035872727658
230,2012_201012_BM_Ba,-0.0074511790014578395
231,2012_20111_BM_Ba,-0.06253660447700791
232,2012_20112_BM_Ba,0.09540970852158324
233,2012_20113_BM_Ba,-0.0068939431654818995
234,2012_20114_BM_Ba,-0.018247152827635223
235,2012_20115_BM_Ba,-0.04385019576283738
236,2012_20116_BM_Ba,0.051804007899709646
237,2012_20117_BM_Ba,0.04474239794681366
238,2012_20118_BM_Ba,-0.006843939797517775
239,2012_20119_BM_Ba,-0.11815894380283053
240,2012_201110_BM_Ba,0.03941070762724184
241,2012_201111_BM_Ba,-0.013156593958387322
242,2012_201112_BM_Ba,-0.11934992788328234
243,2012_20121_BM_Ba,0.017697411877110616
244,2012_20122_BM_Ba,0.11137252830073054
245,2012_20123_BM_Ba,-0.05909359816950866
246,2012_20124_BM_Ba,0.07385096729705164
247,2012_20125_BM_Ba,0.03466649577690154
248,2012_20126_BM_Ba,-0.0336438707684446
249,2012_20127_BM_Ba,-0.04220931220833033
250,2012_20107_BM_Bb,0.1472521018245346
251,2012_20108_BM_Bb,0.07080145410144996
252,2012_20109_BM_Bb,0.014472666159761635
253,2012_201010_BM_Bb,0.17028425319686505
254,2012_201011_BM_Bb,-0.03502102406908495
255,2012_201012_BM_Bb,0.013684278464332561
256,2012_20111_BM_Bb,-0.013779937870692566
257,2012_20112_BM_Bb,0.07157790149696183
258,2012_20113_BM_Bb,0.010455566979557527
259,2012_20114_BM_Bb,-0.02025774918019449
260,2012_20115_BM_Bb,-0.061241693353957925
261,2012_20116_BM_Bb,0.030625909029313295
262,2012_20117_BM_Bb,-0.006189587786648186
263,2012_20118_BM_Bb,-0.06390733164315038
264,2012_20119_BM_Bb,-0.06559073073774675
265,2012_201110_BM_Bb,0.030603334064813543
266,2012_201111_BM_Bb,-0.05843737457084029
267,2012_201112_BM_Bb,-0.053020741126585495
268,2012_20121_BM_Bb,0.051348031574096925
269,2012_20122_BM_Bb,0.06970507284377868
270,2012_20123_BM_Bb,-0.06753207605597565
271,2012_20124_BM_Bb,0.06602764796920746
272,2012_20125_BM_Bb,-2.8364113263066974e-05
273,2012_20126_BM_Bb,-0.06503333171172732
274,2012_20127_BM_Bb,-0.048098535334945576
275,2012_20107_BM_Bc,0.11071427752778064
276,2012_20108_BM_Bc,-0.03163381353239771
277,2012_20109_BM_Bc,-0.004261149829237904
278,2012_201010_BM_Bc,0.12412843443605538
279,2012_201011_BM_Bc,-0.06981756863434148
280,2012_201012_BM_Bc,-0.005131042890106335
281,2012_20111_BM_Bc,0.019362495575796404
282,2012_20112_BM_Bc,0.02085785102620422
283,2012_20113_BM_Bc,0.0169175146466444
284,2012_20114_BM_Bc,0.010621571088781718
285,2012_20115_BM_Bc,-0.053981728229773186
286,2012_20116_BM_Bc,0.0145232368486717
287,2012_20117_BM_Bc,-0.03914419457637925
288,2012_20118_BM_Bc,-0.04643619373414619
289,2012_20119_BM_Bc,-0.07131855479440263
290,2012_201110_BM_Bc,0.06587128745140865
291,2012_201111_BM_Bc,-0.05553343635313024
292,2012_201112_BM_Bc,-0.01661804055214749
293,2012_20121_BM_Bc,0.048099734098009425
294,2012_20122_BM_Bc,0.04732534685930849
295,2012_20123_BM_Bc,-0.06346788042791894
296,2012_20124_BM_Bc,0.058231099040012196
297,2012_20125_BM_Bc,-0.012431676622389991
298,2012_20126_BM_Bc,-0.029984067636468974
299,2012_20127_BM_Bc,-0.04307077342646088
300,2012_20107_OP_Ba,0.1429945305447227
301,2012_20108_OP_Ba,0.04874649536890947
302,2012_20109_OP_Ba,0.023131684635803878
303,2012_201010_OP_Ba,0.1254226310716072
304,2012_201011_OP_Ba,-0.05194540661840796
305,2012_201012_OP_Ba,-0.016745167363466554
306,2012_20111_OP_Ba,0.0045020330401124775
307,2012_20112_OP_Ba,0.0928701135985673
308,2012_20113_OP_Ba,-0.010171529873898136
309,2012_20114_OP_Ba,-0.015478924911203644
310,2012_20115_OP_Ba,-0.07471285853660095
311,2012_20116_OP_Ba,0.020623583589912828
312,2012_20117_OP_Ba,-0.012238691979213658
313,2012_20118_OP_Ba,-0.0729114787897452
314,2012_20119_OP_Ba,-0.09614068034992365
315,2012_201110_OP_Ba,0.037464444237158265
316,2012_201111_OP_Ba,-0.0620298486034347
317,2012_201112_OP_Ba,-0.1140134932048276
318,2012_20121_OP_Ba,0.02997571921949943
319,2012_20122_OP_Ba,0.10330818118773455
320,2012_20123_OP_Ba,-0.09454231349973684
321,2012_20124_OP_Ba,0.07543305183737527
322,2012_20125_OP_Ba,0.011661887335804703
323,2012_20126_OP_Ba,-0.06201266436579396
324,2012_20127_OP_Ba,-0.07371252738641985
325,2012_20107_OP_Bb,0.10121305164661291
326,2012_20108_OP_Bb,0.03562122179931856
327,2012_20109_OP_Bb,0.022231609136747814
328,2012_201010_OP_Bb,0.1350138835961928
329,2012_201011_OP_Bb,-0.034813761169759636
330,2012_201012_OP_Bb,-0.020540962027457425
331,2012_20111_OP_Bb,-0.011969863200830572
332,2012_20112_OP_Bb,0.069839520269373
333,2012_20113_OP_Bb,-0.013022432500115545
334,2012_20114_OP_Bb,-0.022005180630364617
335,2012_20115_OP_Bb,-0.07061360604824804
336,2012_20116_OP_Bb,0.021812682469695973
337,2012_20117_OP_Bb,-0.015666661121815775
338,2012_20118_OP_Bb,-0.05890885252293294
339,2012_20119_OP_Bb,-0.09819424387142486
340,2012_201110_OP_Bb,0.05762862705762749
341,2012_201111_OP_Bb,-0.038600247417234446
342,2012_201112_OP_Bb,-0.0878894635743607
343,2012_20121_OP_Bb,0.0389964935641977
344,2012_20122_OP_Bb,0.08497349845913568
345,2012_20123_OP_Bb,-0.07210866895406345
346,2012_20124_OP_Bb,0.09480751365534706
347,2012_20125_OP_Bb,0.015510300434786453
348,2012_20126_OP_Bb,-0.04668728236933975
349,2012_20127_OP_Bb,-0.049658707453663825
350,2012_20107_OP_Bc,0.13002545114327962
351,2012_20108_OP_Bc,0.02052229755819626
352,2012_20109_OP_Bc,0.017090252626509355
353,2012_201010_OP_Bc,0.151653362363575
354,2012_201011_OP_Bc,-0.030651274844974152
355,2012_201012_OP_Bc,0.010334684114434603
356,2012_20111_OP_Bc,-0.007119911395364195
357,2012_20112_OP_Bc,0.04066363120089279
358,2012_20113_OP_Bc,0.02078374540031963
359,2012_20114_OP_Bc,0.0013421492588215885
360,2012_20115_OP_Bc,-0.046632439747781196
361,2012_20116_OP_Bc,0.030098885906137938
362,2012_20117_OP_Bc,-0.008590306501134216
363,2012_20118_OP_Bc,-0.03529153130933647
364,2012_20119_OP_Bc,-0.07093482729932511
365,2012_201110_OP_Bc,0.04755640831245605
366,2012_201111_OP_Bc,-0.04832349704226609
367,2012_201112_OP_Bc,-0.028864476318093996
368,2012_20121_OP_Bc,0.04649733256387788
369,2012_20122_OP_Bc,0.057659398944270426
370,2012_20123_OP_Bc,-0.05784283365268492
371,2012_20124_OP_Bc,0.05352357940150519
372,2012_20125_OP_Bc,-0.004358588444416697
373,2012_20126_OP_Bc,-0.03817448661539523
374,2012_20127_OP_Bc,-0.03941082150578367
375,2012_20107_INV_Ba,0.12640222763531042
376,2012_20108_INV_Ba,0.029498545333581625
377,2012_20109_INV_Ba,0.008006033794571777
378,2012_201010_INV_Ba,0.1610734677883101
379,2012_201011_INV_Ba,-0.04760636703554706
380,2012_201012_INV_Ba,-0.0050444771867344095
381,2012_20111_INV_Ba,0.010110174031407342
382,2012_20112_INV_Ba,0.08089007584338527
383,2012_20113_INV_Ba,-0.021017264998431033
384,2012_20114_INV_Ba,-0.023058262387212976
385,2012_20115_INV_Ba,-0.06852637882264126
386,2012_20116_INV_Ba,0.018775705904838284
387,2012_20117_INV_Ba,-0.011269999955895125
388,2012_20118_INV_Ba,-0.06039374607835246
389,2012_20119_INV_Ba,-0.08341991541881433
390,2012_201110_INV_Ba,0.056412534615253536
391,2012_201111_INV_Ba,-0.059064482840540715
392,2012_201112_INV_Ba,-0.10911649742336335
393,2012_20121_INV_Ba,0.046153694801938434
394,2012_20122_INV_Ba,0.09445119492106033
395,2012_20123_INV_Ba,-0.06600087467040883
396,2012_20124_INV_Ba,0.09566513086463437
397,2012_20125_INV_Ba,0.014733523614657002
398,2012_20126_INV_Ba,-0.07673753228208643
399,2012_20127_INV_Ba,-0.06562522002789481
400,2012_20107_INV_Bb,0.10763002209093167
401,2012_20108_INV_Bb,-0.0026416097195741074
402,2012_20109_INV_Bb,0.008844690660979728
403,2012_201010_INV_Bb,0.13386010990806066
404,2012_201011_INV_Bb,-0.04224735880487244
405,2012_201012_INV_Bb,0.003581707427730469
406,2012_20111_INV_Bb,0.00026821177814853505
407,2012_20112_INV_Bb,0.03150584595899643
408,2012_20113_INV_Bb,0.018896100034323546
