Stkcd,Size,BM,OP,INV
619,A,b,a,b
620,B,c,c,b
622,A,a,a,a
623,B,b,b,b
625,B,c,a,a
626,A,c,b,a
627,B,c,b,c
628,A,b,b,c
629,B,a,c,b
630,B,c,b,a
631,B,b,c,a
632,A,c,c,b
633,A,a,a,b
635,A,b,a,a
636,B,a,c,b
637,A,a,b,b
638,A,a,a,a
639,B,c,c,c
650,B,a,c,b
651,B,b,c,c
652,B,c,c,b
655,A,b,b,b
656,B,c,c,c
657,B,c,b,a
659,A,a,b,a
661,B,a,c,c
662,B,c,b,a
663,A,c,a,a
665,B,c,a,c
666,A,c,c,b
667,B,c,b,c
668,A,b,a,c
669,A,c,a,a
670,A,a,a,a
671,B,c,c,c
672,B,a,c,c
673,A,a,a,a
676,A,c,c,b
677,A,a,a,b
678,A,b,a,a
679,A,c,a,a
680,A,c,a,a
681,B,a,c,b
682,B,b,b,b
683,B,c,c,b
685,B,b,b,b
686,B,c,a,b
687,B,a,a,a
688,B,a,c,b
690,B,b,b,c
691,A,a,a,a
692,A,c,a,b
695,A,a,c,a
697,B,b,a,a
698,A,c,a,a
700,A,c,a,a
701,A,c,a,b
702,A,a,b,b
703,B,b,b,c
705,A,b,b,b
707,A,c,c,a
708,B,b,c,c
709,B,c,b,b
710,A,b,c,c
711,A,c,a,c
712,B,c,a,a
713,A,b,b,b
715,A,b,b,b
716,A,c,a,b
717,B,b,c,c
718,B,c,c,a
719,B,b,b,b
720,B,b,c,a
721,A,a,a,c
722,A,b,a,b
723,B,c,c,c
725,B,c,a,c
726,B,b,c,b
727,B,c,a,a
728,B,c,a,a
729,B,b,a,a
731,A,b,b,a
732,B,c,c,c
733,B,b,b,b
735,B,a,b,b
736,A,c,c,c
737,A,a,c,a
738,B,a,b,b
739,B,a,c,b
750,B,c,a,a
751,B,b,a,b
752,A,a,a,a
753,A,b,b,b
755,A,c,b,c
756,A,c,b,b
757,A,a,b,b
758,B,c,a,b
759,B,b,c,b
760,A,a,a,a
761,B,c,b,a
762,A,a,a,a
766,A,b,b,b
767,B,c,a,b
768,B,b,a,c
776,B,c,b,b
777,B,a,b,b
778,B,c,c,b
779,A,c,c,c
780,A,b,a,a
782,A,b,a,b
783,B,c,a,a
785,A,b,c,a
786,B,a,c,b
788,A,a,b,b
789,B,b,c,c
790,A,a,b,a
791,B,c,b,a
792,B,c,a,a
793,B,c,a,a
795,B,a,b,b
796,B,b,c,a
797,B,c,b,b
798,A,a,b,b
799,B,a,c,b
800,B,b,b,a
801,B,b,a,b
802,B,b,b,c
803,A,a,a,b
806,A,b,a,a
807,B,c,a,b
809,A,c,a,a
810,B,b,b,b
811,B,b,b,b
812,A,b,a,b
813,B,a,c,c
815,B,b,a,b
816,A,c,a,a
818,B,a,c,b
819,A,a,b,b
820,A,b,a,a
821,A,b,a,c
822,B,b,c,b
823,B,b,b,b
825,B,c,c,a
826,B,c,b,c
828,B,b,c,b
829,B,c,a,a
830,B,b,c,a
831,B,a,b,b
833,A,b,b,c
835,A,a,a,a
836,B,a,b,c
837,A,c,a,b
838,A,c,b,c
839,B,b,c,b
848,B,a,c,b
850,A,c,a,a
851,B,b,a,b
852,B,b,a,b
856,A,a,a,b
858,B,a,c,c
859,A,a,a,a
860,B,a,c,b
861,B,c,b,a
862,A,c,a,b
863,B,c,a,a
868,A,c,a,a
869,B,b,c,b
875,B,c,a,b
876,B,b,b,b
877,B,c,c,a
878,B,c,b,c
880,A,c,a,b
881,A,c,b,b
882,B,c,a,a
883,B,b,b,b
885,B,c,c,a
886,A,a,b,b
887,B,b,c,b
888,A,a,b,b
889,B,a,b,c
890,A,c,a,a
892,A,b,b,c
893,A,c,a,a
895,B,a,c,a
897,A,b,a,b
898,B,c,c,a
899,B,c,b,b
900,B,c,b,b
901,B,b,b,b
902,B,a,c,b
903,B,c,b,c
905,A,c,b,b
906,B,c,c,b
908,A,b,b,b
909,A,b,b,a
910,B,b,c,b
911,A,c,a,a
912,B,a,b,c
913,B,b,a,b
915,B,a,b,b
917,B,c,a,a
918,B,b,a,a
919,A,b,b,a
920,A,a,c,b
921,B,c,c,b
922,B,b,c,c
923,A,c,b,a
925,A,c,a,b
926,B,c,c,a
927,B,a,c,a
928,A,c,c,c
929,A,b,a,a
930,B,c,b,c
931,B,a,b,a
932,B,c,c,a
933,B,c,b,a
935,B,a,c,a
936,B,b,b,b
937,B,c,b,a
938,B,c,b,c
948,A,b,b,b
949,A,c,a,c
950,A,c,b,c
951,B,c,c,a
952,A,a,c,b
953,A,a,c,a
955,A,a,a,a
957,B,c,a,a
958,B,c,a,c
959,B,c,b,a
960,B,c,b,b
961,B,c,c,c
962,A,a,a,a
963,B,a,c,c
965,A,c,b,a
966,B,c,b,a
967,B,c,b,b
968,B,b,c,b
969,B,c,a,a
970,B,a,b,b
971,A,b,a,a
972,A,a,a,a
973,A,b,b,b
975,B,a,b,c
976,B,b,b,b
977,B,b,b,c
978,A,b,b,b
980,B,c,a,a
981,B,c,a,a
982,A,c,c,a
983,B,c,c,b
985,A,a,a,a
987,B,c,a,c
988,B,a,b,b
989,B,a,b,a
990,B,c,b,b
993,A,c,a,a
996,B,a,a,b
997,B,a,c,c
998,B,b,c,c
999,B,a,c,b
1696,B,b,b,c
1872,B,c,b,c
1896,A,c,a,b
1965,B,c,b,c
1979,B,c,c,c
2001,B,a,c,c
2002,B,b,c,a
2003,A,a,c,b
2004,B,c,b,a
2005,A,c,a,a
2006,A,a,a,b
2007,B,a,c,c
2008,B,a,c,c
2009,A,c,b,b
2010,B,b,b,c
2011,B,c,a,a
2012,A,b,a,b
2013,B,b,b,c
2014,A,a,c,b
2015,A,a,a,c
2016,B,b,c,b
2017,B,a,b,b
2018,A,a,c,a
2019,B,b,c,b
2020,B,b,b,b
2021,A,a,a,a
2022,B,a,c,c
2023,B,a,a,a
2024,B,c,c,c
2025,B,a,c,b
2026,A,b,b,b
2027,B,a,c,c
2028,B,b,b,b
2029,B,b,b,a
2030,B,a,b,a
2031,A,b,b,b
2032,B,a,c,c
2033,A,a,b,a
2034,A,b,b,c
2035,B,a,c,c
2036,B,b,b,c
2037,A,c,b,c
2038,B,a,c,b
2039,B,c,c,a
2040,A,b,b,a
2041,B,a,a,a
2042,B,b,b,c
2043,B,a,c,b
2044,B,a,c,c
2045,A,c,a,c
2046,A,b,a,c
2047,B,b,b,b
2048,B,c,c,a
2049,B,a,b,b
2050,B,a,c,b
2051,B,b,c,c
2052,A,a,a,a
2053,A,b,b,b
2054,A,b,b,a
2055,B,b,b,b
2056,B,a,c,b
2057,B,a,b,b
2058,A,a,a,a
2059,B,b,c,a
2060,A,c,b,c
2061,A,c,c,c
2062,A,c,c,b
2063,B,a,b,b
2064,B,a,c,b
2065,B,a,b,b
2066,A,b,b,a
2067,A,b,b,b
2068,A,b,c,a
2069,A,b,b,a
2071,A,b,a,a
2072,A,a,c,a
2073,B,c,a,b
2074,B,b,b,c
2075,B,a,c,c
2076,A,b,a,a
2077,A,c,a,a
2078,B,b,c,b
2079,B,a,b,b
2080,B,c,b,b
2081,B,b,c,c
2082,A,b,b,c
2083,B,b,c,c
2084,A,b,a,c
2085,B,a,c,c
2086,A,c,a,b
2087,A,c,b,b
2088,A,a,c,c
2089,A,b,a,b
2090,A,a,b,a
2091,B,c,c,c
2092,B,c,c,b
2093,B,a,a,a
2094,A,b,b,c
2095,B,a,b,c
2096,A,b,a,a
2097,B,c,b,c
2098,A,a,a,a
2099,B,a,c,a
2100,B,b,b,c
2101,A,c,b,b
2102,B,c,a,a
2103,A,b,a,a
2104,A,a,b,b
2105,A,b,a,c
2106,B,a,b,b
2107,A,a,b,b
2108,B,a,b,c
2109,A,b,b,b
2110,B,c,c,c
2111,B,b,b,b
2112,A,a,a,a
2113,A,b,a,a
2114,A,b,a,a
2115,B,b,b,b
2116,A,b,c,b
2117,B,a,c,b
2118,B,b,b,b
2119,B,a,c,a
2120,B,b,c,c
2121,A,c,a,a
2122,A,c,a,a
2123,B,b,a,a
2124,B,a,a,c
2125,A,b,b,c
2126,B,b,b,c
2127,B,a,c,c
2128,B,b,c,c
2129,B,b,a,c
2130,B,b,a,b
2131,B,c,a,b
2132,A,b,a,a
2133,A,c,c,c
2134,A,a,a,a
2135,B,b,b,b
2136,A,a,b,a
2137,A,a,a,a
2138,B,a,b,b
2139,B,b,b,c
2140,A,b,b,a
2141,A,a,a,c
2142,B,c,c,b
2143,A,b,a,a
2144,A,b,b,a
2145,B,b,c,a
2146,B,c,c,c
2147,A,c,a,a
2148,A,a,a,a
2149,A,b,b,b
2150,A,a,c,b
2151,B,b,a,a
2152,B,b,b,b
2153,B,a,b,c
2154,A,b,b,a
2155,B,a,b,a
2156,B,b,a,c
2157,B,b,a,c
2158,B,a,c,b
2159,A,b,c,b
2160,A,c,a,a
2161,B,a,a,a
2162,A,a,a,b
2163,A,b,a,a
2164,A,b,a,a
2165,A,b,a,c
2166,A,a,b,a
2167,B,a,a,a
2168,B,a,c,c
2169,B,b,a,c
2170,A,b,a,a
2171,B,b,b,c
2172,A,c,a,c
2173,A,c,a,a
2174,B,a,c,b
2175,A,a,a,a
2176,B,b,a,b
2177,B,a,a,a
2178,A,a,a,a
2179,B,a,c,c
2180,B,b,b,b
2181,B,a,a,b
2182,B,b,c,c
2183,B,c,a,a
2184,A,b,a,a
2185,B,b,b,c
2186,A,a,b,a
2187,A,b,b,b
2188,A,a,c,a
2189,B,b,c,c
2190,B,b,a,b
2191,B,a,c,a
2192,A,a,a,a
2193,A,c,a,b
2194,B,a,b,b
2195,B,a,c,c
2196,A,b,a,a
2197,A,b,a,a
2198,A,a,b,b
2199,A,a,a,a
2200,A,c,a,b
2201,B,b,a,a
2202,B,b,c,b
2203,B,b,c,c
2204,B,c,a,b
2205,A,b,a,c
2206,A,b,c,b
2207,A,a,a,a
2208,A,c,c,b
2209,A,b,a,a
2210,A,c,a,a
2211,A,a,a,a
2212,B,b,b,b
2213,A,a,a,a
2214,A,a,b,b
2215,B,b,c,c
2216,B,b,b,b
2217,B,b,c,c
2218,A,b,a,b
2219,B,b,a,a
2220,A,c,a,a
2221,B,b,c,c
2222,B,a,c,b
2223,B,a,c,b
2224,A,b,b,c
2225,A,b,b,b
2226,B,c,b,c
2227,A,a,a,b
2228,B,b,b,b
2229,A,a,a,a
2230,B,a,b,c
2231,A,a,a,a
2232,A,a,b,b
2233,B,a,c,b
2234,B,a,c,c
2235,A,b,a,b
2236,B,b,c,c
2237,B,b,b,c
2238,B,b,b,a
2239,B,b,b,a
2240,A,a,b,c
2241,B,b,b,b
2242,B,a,c,c
2243,B,a,b,b
2244,B,c,c,c
2245,A,b,b,b
2246,A,b,b,b
2247,A,b,a,a
2248,A,a,a,a
2249,B,b,a,a
2250,B,b,a,a
2251,B,c,a,c
2252,B,a,a,a
2253,A,a,a,b
2254,B,a,b,c
2255,A,c,a,b
2256,A,a,a,a
2258,B,a,c,c
2259,A,b,a,b
2261,B,a,a,a
2262,B,a,c,c
2263,A,b,a,c
2264,A,b,a,b
2265,A,a,a,a
2266,B,b,a,b
2267,B,b,b,b
2268,B,a,a,b
2269,B,b,a,b
2270,A,b,b,c
2271,B,b,c,c
2272,A,b,b,b
2273,B,a,c,b
2274,B,b,b,b
2275,B,a,c,b
2276,B,b,a,b
2277,B,c,b,c
2278,A,a,a,b
2279,A,a,a,a
2280,B,c,a,a
2281,B,a,b,c
2282,A,b,b,b
2283,A,b,b,b
2284,A,b,a,a
2285,B,b,c,a
2286,A,b,a,c
2287,B,a,c,a
2288,A,a,a,b
2289,A,a,a,a
2290,A,b,b,b
2291,A,b,a,a
2292,B,b,a,a
2293,B,a,c,b
2294,B,a,c,c
2295,A,b,b,c
2296,A,b,a,a
2297,A,a,a,a
2298,A,b,b,b
2299,B,a,c,b
2300,A,b,b,c
2301,B,b,b,c
2302,B,b,b,b
2303,B,a,b,b
2304,B,a,c,c
2305,A,c,a,b
2306,A,a,a,a
2307,B,c,a,c
2308,B,b,b,b
2309,B,c,a,a
2310,B,c,c,c
2311,B,a,c,c
2312,B,b,a,a
2313,B,b,a,c
2314,A,c,b,c
2315,A,b,a,a
2316,A,b,c,b
2317,B,a,c,b
2318,B,a,b,b
2319,A,a,a,a
2320,B,a,b,a
2321,A,c,b,b
2322,B,b,b,a
2324,A,b,a,b
2325,A,c,a,b
2326,B,b,c,b
2327,A,b,c,c
2328,A,c,b,a
2329,A,c,a,a
2330,A,a,a,b
2331,A,b,b,c
2332,B,b,c,b
2333,A,a,a,b
2334,A,b,b,b
2335,A,c,a,c
2336,A,b,a,a
2337,A,a,a,a
2338,A,a,b,b
2339,A,b,b,b
2340,B,b,b,b
2341,A,b,b,c
2342,A,b,a,a
2343,A,b,a,a
2344,B,b,b,b
2345,A,b,a,b
2346,B,a,a,b
2347,A,b,a,b
2348,A,a,a,b
2349,B,a,b,b
2350,A,b,b,c
2351,A,b,a,a
2352,B,b,c,c
2353,B,b,b,c
2354,A,c,a,a
2355,A,b,a,c
2356,A,b,a,a
2357,A,b,b,a
2358,B,a,b,b
2359,A,c,a,c
2360,A,a,c,a
2361,A,b,b,b
2362,A,a,a,b
2363,A,b,a,b
2364,B,a,a,a
2365,A,a,c,c
2366,B,b,c,a
2367,A,b,a,a
2368,B,b,b,b
2369,A,b,a,a
2370,B,a,b,c
2371,B,a,b,c
2372,B,a,c,b
2373,B,b,b,c
2374,A,c,a,a
2375,B,c,b,b
2376,B,a,c,c
2377,A,c,b,b
2378,B,a,a,b
2379,A,a,a,b
2380,A,b,b,b
2381,A,b,b,b
2382,B,b,b,c
2383,B,b,b,c
2384,B,c,b,c
2385,B,b,b,a
2386,B,c,a,b
2387,B,c,a,c
2388,A,b,a,b
2389,B,b,b,b
2390,B,b,a,a
2391,A,b,b,b
2392,A,b,c,a
2393,B,a,b,b
2394,A,b,c,b
2395,B,a,b,a
2396,B,a,c,b
2397,A,b,b,b
2398,A,b,b,c
2399,B,a,b,b
2400,B,b,b,a
2401,A,a,b,b
2402,B,a,c,c
2403,A,b,b,b
2404,A,b,b,c
2405,B,a,b,a
2406,A,b,c,b
2407,B,b,a,c
2408,B,b,c,c
2409,A,b,a,c
2410,B,a,c,c
2411,B,a,b,b
2412,B,a,b,b
2413,B,a,a,b
2414,B,a,a,b
2415,B,a,c,c
2416,B,b,a,a
2417,A,a,a,b
2418,A,b,a,a
2419,B,b,c,b
2420,A,c,a,a
2421,B,b,b,c
2422,B,b,b,b
2423,B,a,a,a
2424,B,b,c,c
2425,B,a,b,b
2426,B,c,a,a
2427,B,b,a,a
2428,B,a,a,a
2429,B,c,b,b
2430,B,b,c,b
2431,B,c,a,b
2432,A,a,a,a
2433,A,c,b,b
2434,B,b,b,b
2435,A,c,b,c
2436,B,a,b,b
2437,B,b,a,b
2438,A,b,b,b
2439,B,a,c,c
2440,B,b,c,b
2441,A,b,b,b
2442,A,a,c,a
2443,A,b,b,c
2444,B,b,c,c
2445,A,c,a,a
2446,B,b,b,c
2447,B,a,a,a
2448,A,b,b,b
2449,B,a,c,a
2450,B,b,a,a
2451,A,a,a,a
2452,A,b,a,a
2453,A,b,a,c
2454,A,b,a,a
2455,A,b,b,b
2456,B,b,a,c
2457,A,b,b,b
2458,B,a,c,b
2459,B,a,a,b
2460,B,a,c,c
2461,B,b,b,b
2462,A,c,c,c
2463,B,a,c,b
2464,A,b,b,b
2465,B,a,b,a
2466,B,b,c,c
2467,B,a,b,b
2468,B,b,c,c
2469,A,a,b,b
2470,B,b,b,c
2471,A,c,b,a
2472,A,c,b,b
2473,A,a,b,a
2474,A,a,a,a
2475,B,a,c,c
2476,A,a,a,a
2477,A,c,a,a
2478,A,b,c,b
2479,B,b,b,c
2480,A,b,a,c
2481,B,b,a,a
2482,B,c,a,c
2483,A,b,a,b
2484,B,a,b,b
2485,A,a,a,c
2486,A,a,a,a
2487,A,b,a,b
2488,B,b,b,b
2489,B,b,a,a
2490,A,c,a,b
2491,B,b,b,c
2492,A,a,b,a
2493,B,b,b,c
2494,A,b,a,a
2495,A,a,a,b
2496,A,c,a,a
2497,B,a,b,b
2498,B,a,b,b
2499,A,b,a,a
2500,B,c,a,b
2501,A,c,a,a
2502,A,b,a,a
2503,B,c,b,a
2504,A,c,a,a
2505,B,b,a,a
2506,B,a,a,a
2507,B,a,c,c
2508,B,a,c,c
2509,A,b,a,b
2510,A,b,b,c
2511,B,a,c,a
2512,A,c,a,a
2513,A,c,a,a
2514,A,a,b,c
2515,B,a,a,a
2516,A,b,b,a
2517,B,b,b,a
2518,B,a,b,a
2519,A,b,a,a
2520,A,c,b,c
2521,A,b,a,a
2522,B,a,a,b
2523,B,a,b,b
2524,A,b,a,c
2526,A,b,b,b
2527,A,c,a,b
2528,A,b,a,c
2529,A,b,a,b
2530,A,c,b,b
2531,B,b,b,c
2532,A,b,b,a
2533,A,b,b,c
2534,B,b,b,b
2535,A,c,a,a
2536,A,b,b,c
2537,B,a,a,a
2538,A,b,b,b
2539,A,c,b,b
2540,A,b,b,b
2541,A,c,b,c
2542,B,b,b,c
2543,B,b,c,b
2544,B,b,a,b
2545,B,c,b,b
2546,A,b,b,b
2547,B,b,a,b
2548,B,b,a,c
2549,A,a,b,c
2550,B,a,b,b
2551,A,b,b,a
2552,A,a,b,a
2553,A,a,c,b
2554,A,b,a,a
2555,B,a,c,a
2556,A,c,b,b
2557,B,a,c,b
2558,B,b,c,a
2559,A,b,b,b
2560,A,c,a,c
2561,A,a,c,b
2562,A,b,a,b
2563,B,a,c,c
2564,A,c,b,c
2565,B,a,b,a
2566,A,b,b,a
2567,B,b,b,b
2568,B,a,b,b
2569,A,a,a,a
2570,B,b,a,a
2571,A,b,a,a
2572,B,a,c,b
2573,B,b,c,a
2574,A,b,a,b
2575,A,a,a,a
2576,A,a,a,b
2577,A,a,a,a
2578,A,a,a,a
2579,A,a,b,c
2580,A,b,a,a
2581,A,b,a,b
2582,A,c,b,b
2583,B,b,b,b
2584,A,b,a,c
2585,B,b,b,b
2586,A,c,b,c
2587,A,b,c,c
2588,A,c,b,a
2589,B,c,c,c
2590,A,b,a,a
2591,A,b,a,a
2592,A,a,a,a
2593,A,c,b,b
2594,B,c,b,b
2595,B,a,c,c
2596,B,b,b,c
2597,B,a,c,a
2598,A,a,b,c
2599,A,b,b,b
2600,B,c,a,c
2601,B,c,c,a
2602,B,a,b,c
2603,B,a,b,b
2605,A,b,b,c
2606,A,a,a,a
2607,B,b,c,c
2608,B,c,c,c
2609,A,b,b,a
2610,B,b,a,a
2611,B,c,a,a
2612,A,c,b,b
2613,A,b,a,a
2614,B,b,c,c
2615,A,b,c,b
2616,A,b,b,c
2617,B,b,a,a
2618,B,a,a,a
2619,B,b,b,b
2620,A,c,b,c
2621,B,a,a,c
2622,A,a,b,b
2623,A,b,a,a
2624,B,b,c,a
2625,B,b,a,a
2626,B,a,c,c
2627,A,b,b,b
2628,A,b,a,b
2629,A,a,a,a
2630,A,c,a,b
2631,B,a,b,c
2632,A,a,c,b
2633,A,a,a,b
2634,A,a,a,a
2635,B,c,b,a
2636,A,c,c,b
2637,A,c,b,b
2638,A,c,a,a
2639,B,b,a,b
2640,B,b,b,c
2641,B,b,b,c
2642,A,b,a,a
2643,B,a,b,b
2644,A,a,b,b
2645,A,b,b,c
2646,B,a,b,b
2647,B,a,b,c
2648,B,b,c,c
2649,A,b,b,c
2650,A,a,b,a
2651,A,b,b,b
2652,A,b,b,b
2653,B,a,c,b
2654,A,b,a,b
2655,A,a,b,a
2656,A,b,a,a
2657,B,b,a,a
2658,A,b,b,c
2659,A,b,a,c
2660,A,b,a,a
2661,B,a,b,c
2662,B,b,b,a
2663,A,c,a,a
2664,B,a,c,a
2665,B,b,a,a
2666,A,b,b,b
2667,A,a,a,b
2668,A,c,a,a
2669,A,b,b,c
2670,B,c,a,c
2671,A,c,a,a
2672,B,b,b,b
2673,B,b,a,b
2674,A,b,b,b
2675,B,b,b,c
2676,A,a,a,a
2677,B,a,c,b
2678,B,a,b,b
2679,A,a,b,b
2681,B,b,a,a
2682,A,c,b,c
2683,B,b,b,b
2684,A,c,c,a
2685,A,b,b,a
2686,A,b,a,c
2687,A,a,c,b
2688,A,b,b,b
2689,B,a,a,a
2690,B,a,c,a
2691,A,a,a,b
2692,A,b,a,a
2693,A,a,a,a
2694,A,b,a,a
2695,B,a,b,c
2696,A,c,a,b
2697,B,a,c,b
2698,B,a,b,c
2699,A,b,a,a
2700,A,a,b,b
2701,B,b,b,a
2702,A,a,b,b
2703,A,a,a,a
2705,B,a,c,b
2706,A,a,c,b
2707,A,b,a,b
2708,A,a,a,a
2709,B,a,c,c
2711,A,a,c,a
2712,A,c,a,a
2713,A,c,c,a
2714,B,a,a,c
2715,A,a,a,b
2716,B,c,b,c
2717,B,c,c,c
2718,A,c,b,b
2719,A,a,a,a
2721,A,c,a,a
2722,A,b,b,b
2723,A,a,a,a
2724,A,b,b,b
2725,A,a,b,b
2726,B,a,b,c
2727,B,b,c,b
2728,A,b,c,b
2729,A,a,b,b
2730,A,a,b,b
2731,A,b,a,c
2732,A,a,b,a
2733,B,a,a,c
2734,A,b,c,c
2735,A,b,c,c
2736,B,c,b,b
2737,B,a,c,b
2738,A,b,b,c
2739,B,a,c,a
2740,A,b,a,a
2741,A,a,b,c
2742,A,c,b,c
2743,A,c,b,c
2745,B,c,b,c
2746,B,a,c,c
2747,B,a,b,b
2748,A,a,b,b
2749,A,a,c,c
2750,A,a,a,a
2751,A,b,b,c
2752,B,c,a,b
2753,A,b,c,b
2755,A,b,c,c
2756,A,b,c,b
2757,A,a,b,c
2758,A,b,b,c
2759,A,c,a,b
2760,A,a,b,a
2761,A,a,b,b
2762,A,b,b,a
2763,A,b,c,b
2765,A,b,a,b
2766,A,c,a,b
2767,A,a,a,b
2768,B,b,c,c
2769,A,c,b,a
2770,A,b,a,c
2771,A,b,b,b
2772,A,c,b,a
2773,B,a,c,b
2774,A,b,b,b
2775,A,b,b,c
2776,A,a,b,b
2777,B,a,c,c
2778,A,a,a,b
2779,A,a,a,a
2780,A,a,a,b
2781,A,b,c,b
2782,B,a,b,a
2783,A,b,b,c
2785,A,b,a,b
2786,A,b,a,b
2787,A,b,b,c
2788,A,c,c,c
2789,A,c,b,b
2790,A,c,b,b
2791,A,c,b,c
2792,A,b,a,a
2793,A,b,c,c
2795,A,a,c,a
2796,B,b,a,c
2797,B,c,a,b
2798,A,c,c,c
2799,A,b,b,c
2800,A,b,a,c
2801,A,b,c,b
2802,A,a,c,b
2803,A,b,c,c
2805,A,b,a,b
2806,A,b,b,c
2807,B,c,b,b
2808,A,a,b,b
2809,A,b,b,b
2810,A,b,b,c
2811,A,c,b,b
2812,B,b,c,c
2813,A,c,a,a
2815,A,b,c,a
2816,A,a,a,a
2817,A,b,b,b
2818,A,c,c,b
2819,A,b,c,c
2820,A,a,b,b
2821,B,a,c,c
2822,A,c,b,c
2823,A,c,b,c
2824,A,b,a,c
2825,A,b,b,b
2826,A,a,b,b
2827,A,b,b,b
2828,A,b,b,c
2829,A,b,b,a
2830,A,c,b,b
2831,B,b,c,c
2832,A,a,c,c
2833,A,a,c,c
2835,A,b,a,b
2836,A,a,c,a
2837,A,b,b,c
2838,A,b,c,c
2839,B,c,b,b
2840,A,b,c,c
2841,B,b,c,c
2842,A,b,c,c
2843,A,a,b,c
2845,A,c,b,c
2846,A,c,b,c
2847,A,b,b,c
2848,A,b,a,a
2849,A,b,c,c
2850,A,b,a,c
2851,B,b,c,c
2852,A,b,c,b
2853,A,b,c,c
2855,A,c,a,c
2856,A,c,b,b
2857,A,b,b,b
2858,A,a,b,c
2859,A,a,c,c
2860,A,b,c,b
2861,A,b,b,c
2862,A,b,b,b
2863,A,c,b,b
2864,A,a,b,b
2865,A,c,b,b
2866,A,b,b,c
2867,B,b,c,c
2868,A,b,b,b
2869,A,b,a,a
2870,A,b,a,b
2871,A,b,c,c
2872,A,c,a,a
