year,month,factor,pair,R
2017,20163,OP,DC,0.161230549
2017,20164,OP,DC,-0.023755547
2017,20165,OP,DC,-0.003095283
2017,20166,OP,DC,0.047514411
2017,20167,OP,DC,-0.000487212
2017,20168,OP,DC,0.044852504
2017,20169,OP,DC,-0.030664093
2017,201610,OP,DC,0.027261761
2017,201611,OP,DC,0.037237067
2017,201612,OP,DC,-0.032395052
2017,20171,OP,DC,-0.012755602
2017,20172,OP,DC,0.040916367
2017,20173,OP,DC,-0.002633104
2017,20174,OP,DC,-0.054158724
2017,20175,OP,DC,-0.066178972
2017,20176,OP,DC,0.055790478
2017,20177,OP,DC,0.033343764
2017,20157,OP,DD,-0.110470787
2017,20158,OP,DD,-0.180561292
2017,20159,OP,DD,-0.058294216
2017,201510,OP,DD,0.189410439
2017,201511,OP,DD,0.118497655
2017,201512,OP,DD,0.07399974
2017,20161,OP,DD,-0.304506543
2017,20162,OP,DD,-0.009799208
2017,20163,OP,DD,0.170481601
2017,20164,OP,DD,-0.002819142
2017,20165,OP,DD,-0.00294782
2017,20166,OP,DD,0.037596033
2017,20167,OP,DD,0.036658429
2017,20168,OP,DD,0.041345703
2017,20169,OP,DD,-0.007763606
2017,201610,OP,DD,0.020322193
2017,201611,OP,DD,0.021681529
2017,201612,OP,DD,-0.031937359
2017,20171,OP,DD,-0.023124915
2017,20172,OP,DD,0.045106733
2017,20173,OP,DD,-0.018039731
2017,20174,OP,DD,-0.020182439
2017,20175,OP,DD,-0.054945351
2017,20176,OP,DD,0.05102688
2017,20177,OP,DD,0.017056563
2017,20157,OP,DE,-0.124290054
2017,20158,OP,DE,-0.096388458
2017,20159,OP,DE,-0.044714728
2017,201510,OP,DE,0.22080857
2017,201511,OP,DE,0.112692298
2017,201512,OP,DE,0.074422859
2017,20161,OP,DE,-0.274616084
2017,20162,OP,DE,0.004493314
2017,20163,OP,DE,0.171008382
2017,20164,OP,DE,-0.006553924
2017,20165,OP,DE,-0.001649361
2017,20166,OP,DE,0.059196716
2017,20167,OP,DE,0.011741874
2017,20168,OP,DE,0.057621461
2017,20169,OP,DE,-0.007518822
2017,201610,OP,DE,0.025266598
2017,201611,OP,DE,0.011923875
2017,201612,OP,DE,-0.048545704
2017,20171,OP,DE,-0.000796492
2017,20172,OP,DE,0.043020757
2017,20173,OP,DE,-0.004455067
2017,20174,OP,DE,-0.010112197
2017,20175,OP,DE,-0.058197627
2017,20176,OP,DE,0.067740621
2017,20177,OP,DE,0.01630449
2017,20157,INV,DA,-0.14896836
2017,20158,INV,DA,-0.12602795
2017,20159,INV,DA,-0.07633673
2017,201510,INV,DA,0.194996157
2017,201511,INV,DA,0.120543984
2017,201512,INV,DA,0.040243188
2017,20161,INV,DA,-0.276566203
2017,20162,INV,DA,-0.003720071
2017,20163,INV,DA,0.161255562
2017,20164,INV,DA,-0.0227159
2017,20165,INV,DA,-0.030361776
2017,20166,INV,DA,0.027412652
2017,20167,INV,DA,0.014404396
2017,20168,INV,DA,0.04220107
2017,20169,INV,DA,0.002452575
2017,201610,INV,DA,0.054154728
2017,201611,INV,DA,0.056260458
2017,201612,INV,DA,0.01791565
2017,20171,INV,DA,-0.012698594
2017,20172,INV,DA,0.056785408
2017,20173,INV,DA,-0.004140351
2017,20174,INV,DA,-0.052026522
2017,20175,INV,DA,-0.068027561
2017,20176,INV,DA,0.059250981
2017,20177,INV,DA,0.039225779
2017,20157,INV,DB,-0.149289226
2017,20158,INV,DB,-0.148466668
2017,20159,INV,DB,-0.057482679
2017,201510,INV,DB,0.205465633
2017,201511,INV,DB,0.053557994
2017,201512,INV,DB,0.039210975
2017,20161,INV,DB,-0.298364408
2017,20162,INV,DB,-0.02677803
2017,20163,INV,DB,0.156663735
2017,20164,INV,DB,-0.024778003
2017,20165,INV,DB,-0.006808913
2017,20166,INV,DB,0.051337483
2017,20167,INV,DB,0.019322196
2017,20168,INV,DB,0.063695685
2017,20169,INV,DB,-0.022166542
2017,201610,INV,DB,0.045803973
2017,201611,INV,DB,0.023920738
2017,201612,INV,DB,-0.046432827
2017,20171,INV,DB,-0.001235668
2017,20172,INV,DB,0.044438033
2017,20173,INV,DB,-0.027154565
2017,20174,INV,DB,-0.034318884
2017,20175,INV,DB,-0.069896566
2017,20176,INV,DB,0.064945588
2017,20177,INV,DB,0.069470164
2017,20157,INV,DC,-0.128726335
2017,20158,INV,DC,-0.150813531
2017,20159,INV,DC,-0.064791324
2017,201510,INV,DC,0.238047463
2017,201511,INV,DC,0.085213202
2017,201512,INV,DC,0.056362065
2017,20161,INV,DC,-0.274645875
2017,20162,INV,DC,-0.000902167
2017,20163,INV,DC,0.180298044
2017,20164,INV,DC,-0.035471918
2017,20165,INV,DC,0.000765063
2017,20166,INV,DC,0.043354229
2017,20167,INV,DC,0.008399446
2017,20168,INV,DC,0.049274916
2017,20169,INV,DC,-0.029161402
2017,201610,INV,DC,0.016191108
2017,201611,INV,DC,0.027062432
2017,201612,INV,DC,-0.039614782
2017,20171,INV,DC,-0.000218948
2017,20172,INV,DC,0.032727826
2017,20173,INV,DC,-0.00980496
2017,20174,INV,DC,-0.027296668
2017,20175,INV,DC,-0.062674101
2017,20176,INV,DC,0.055500355
2017,20177,INV,DC,0.040803989
2017,20157,INV,DD,-0.165461612
2017,20158,INV,DD,-0.140032426
2017,20159,INV,DD,-0.03375432
2017,201510,INV,DD,0.243155332
2017,201511,INV,DD,0.083356102
2017,201512,INV,DD,0.063982429
2017,20161,INV,DD,-0.323151439
2017,20162,INV,DD,-0.024488324
2017,20163,INV,DD,0.173415642
2017,20164,INV,DD,-0.012730755
2017,20165,INV,DD,-0.003241181
2017,20166,INV,DD,0.052947037
2017,20167,INV,DD,0.001327021
2017,20168,INV,DD,0.03663321
2017,20169,INV,DD,-0.002513672
2017,201610,INV,DD,0.021541747
2017,201611,INV,DD,0.027521714
2017,201612,INV,DD,-0.044890879
2017,20171,INV,DD,-0.018431122
2017,20172,INV,DD,0.042382168
2017,20173,INV,DD,-0.023784384
2017,20174,INV,DD,-0.017481817
2017,20175,INV,DD,-0.067609682
2017,20176,INV,DD,0.056550736
2017,20177,INV,DD,0.019554867
2017,20157,INV,DE,-0.118628556
2017,20158,INV,DE,0.371145963
2017,20159,INV,DE,-0.050932157
2017,201510,INV,DE,0.233849271
2017,201511,INV,DE,0.159537859
2017,201512,INV,DE,0.061034397
2017,20161,INV,DE,-0.285578805
2017,20162,INV,DE,-0.010527528
2017,20163,INV,DE,0.181953065
2017,20164,INV,DE,0.02062151
2017,20165,INV,DE,-0.008256118
2017,20166,INV,DE,0.061830372
2017,20167,INV,DE,0.013809712
2017,20168,INV,DE,0.034925852
2017,20169,INV,DE,-0.021780519
2017,201610,INV,DE,0.018959276
2017,201611,INV,DE,0.008821358
2017,201612,INV,DE,-0.057362016
2017,20171,INV,DE,-0.01590777
2017,20172,INV,DE,0.053168169
2017,20173,INV,DE,0.008758469
2017,20174,INV,DE,-0.041718815
2017,20175,INV,DE,-0.051488923
2017,20176,INV,DE,0.055908854
2017,20177,INV,DE,0.026903513
2017,20157,BM,EA,-0.090726147
2017,20158,BM,EA,-0.107784619
2017,20159,BM,EA,-0.017949429
2017,201510,BM,EA,0.171152213
2017,201511,BM,EA,0.012582462
2017,201512,BM,EA,0.061022668
2017,20161,BM,EA,-0.194701641
2017,20162,BM,EA,0.005780524
2017,20163,BM,EA,0.157867821
2017,20164,BM,EA,0.001290953
2017,20165,BM,EA,0.047722095
2017,20166,BM,EA,0.059895992
2017,20167,BM,EA,0.062681683
2017,20168,BM,EA,0.002392543
2017,20169,BM,EA,-0.018322682
2017,201610,BM,EA,0.036973658
2017,201611,BM,EA,0.016717416
2017,201612,BM,EA,-0.019141992
2017,20171,BM,EA,0.018771195
2017,20172,BM,EA,0.035732729
2017,20173,BM,EA,0.074601051
2017,20174,BM,EA,0.023676201
2017,20175,BM,EA,0.034492434
2017,20176,BM,EA,0.099547359
2017,20177,BM,EA,0.02729856
2017,20157,BM,EB,-0.117406996
2017,20158,BM,EB,-0.140132936
2017,20159,BM,EB,-0.04665914
2017,201510,BM,EB,0.189287714
2017,201511,BM,EB,0.021006858
2017,201512,BM,EB,0.095749768
2017,20161,BM,EB,-0.255929755
2017,20162,BM,EB,-0.010020847
2017,20163,BM,EB,0.19444138
2017,20164,BM,EB,-0.025127735
2017,20165,BM,EB,0.002767897
2017,20166,BM,EB,0.053637308
2017,20167,BM,EB,0.040076088
2017,20168,BM,EB,0.030980701
2017,20169,BM,EB,-0.017518484
2017,201610,BM,EB,0.032672325
2017,201611,BM,EB,0.021785692
2017,201612,BM,EB,-0.038921356
2017,20171,BM,EB,0.002528185
2017,20172,BM,EB,0.053816991
2017,20173,BM,EB,0.02665913
2017,20174,BM,EB,-0.001076261
2017,20175,BM,EB,-0.012694498
2017,20176,BM,EB,0.089212049
2017,20177,BM,EB,0.055753076
2017,20157,BM,EC,-0.090349546
2017,20158,BM,EC,-0.079822093
2017,20159,BM,EC,-0.073838453
2017,201510,BM,EC,0.146456848
2017,201511,BM,EC,0.014215365
2017,201512,BM,EC,0.041606765
2017,20161,BM,EC,-0.249635781
2017,20162,BM,EC,-0.010479238
2017,20163,BM,EC,0.155599657
2017,20164,BM,EC,-0.020458871
2017,20165,BM,EC,0.004233218
2017,20166,BM,EC,0.021176773
2017,20167,BM,EC,0.068035679
2017,20168,BM,EC,0.026521858
2017,20169,BM,EC,-0.022033754
2017,201610,BM,EC,0.021578025
2017,201611,BM,EC,0.041326268
2017,201612,BM,EC,-0.0391488
2017,20171,BM,EC,0.025383163
2017,20172,BM,EC,0.039670461
2017,20173,BM,EC,0.028096131
2017,20174,BM,EC,0.004108941
2017,20175,BM,EC,0.012037581
2017,20176,BM,EC,0.086728109
2017,20177,BM,EC,0.034735816
2017,20157,BM,ED,-0.105837616
2017,20158,BM,ED,-0.139136109
2017,20159,BM,ED,-0.065891058
2017,201510,BM,ED,0.106422888
2017,201511,BM,ED,0.000253506
2017,201512,BM,ED,0.013724933
2017,20161,BM,ED,-0.197653948
2017,20162,BM,ED,-0.015475038
2017,20163,BM,ED,0.114872019
2017,20164,BM,ED,-0.036097075
2017,20165,BM,ED,0.005787903
2017,20166,BM,ED,0.004228652
2017,20167,BM,ED,0.028817684
2017,20168,BM,ED,0.042070387
2017,20169,BM,ED,-0.015127222
2017,201610,BM,ED,0.022314946
2017,201611,BM,ED,0.077167934
2017,201612,BM,ED,-0.027776426
2017,20171,BM,ED,0.05374528
2017,20172,BM,ED,0.010026078
2017,20173,BM,ED,-0.006630194
2017,20174,BM,ED,-0.002361167
2017,20175,BM,ED,-0.018516949
2017,20176,BM,ED,0.04840046
2017,20177,BM,ED,0.055394502
2017,20157,BM,EE,-0.124026522
2017,20158,BM,EE,-0.118892665
2017,20159,BM,EE,-0.031431193
2017,201510,BM,EE,0.084787083
2017,201511,BM,EE,0.020793067
2017,201512,BM,EE,0.039275686
2017,20161,BM,EE,-0.177976219
2017,20162,BM,EE,-0.015738011
2017,20163,BM,EE,0.106984187
2017,20164,BM,EE,-0.013975664
2017,20165,BM,EE,0.003979525
2017,20166,BM,EE,-0.004253092
2017,20167,BM,EE,0.030187883
2017,20168,BM,EE,0.055411758
2017,20169,BM,EE,-0.023119829
2017,201610,BM,EE,0.028060271
2017,201611,BM,EE,0.075059395
2017,201612,BM,EE,-0.053189783
2017,20171,BM,EE,0.042257394
2017,20172,BM,EE,0.017606089
2017,20173,BM,EE,-0.00466687
2017,20174,BM,EE,0.008179764
2017,20175,BM,EE,0.037647425
2017,20176,BM,EE,0.030034281
2017,20177,BM,EE,0.066260441
2017,20157,OP,EA,-0.173695414
2017,20158,OP,EA,-0.066175972
2017,20159,OP,EA,-0.104180082
2017,201510,OP,EA,0.138673409
2017,201511,OP,EA,-0.026297416
2017,201512,OP,EA,-0.010475218
2017,20161,OP,EA,-0.250593558
2017,20162,OP,EA,0.002433816
2017,20163,OP,EA,0.121380022
2017,20164,OP,EA,-0.036045786
2017,20165,OP,EA,-0.010092746
2017,20166,OP,EA,-0.005813323
2017,20167,OP,EA,0.017927438
2017,20168,OP,EA,0.033988937
2017,20169,OP,EA,-0.034687292
2017,201610,OP,EA,0.038797789
2017,201611,OP,EA,0.086692537
2017,201612,OP,EA,-0.036393638
2017,20171,OP,EA,0.030365269
2017,20172,OP,EA,0.03465223
2017,20173,OP,EA,-0.023874541
2017,20174,OP,EA,0.005528229
2017,20175,OP,EA,-0.03843381
2017,20176,OP,EA,0.055167243
2017,20177,OP,EA,0.171849561
2017,20157,OP,EB,-0.075988021
2017,20158,OP,EB,-0.169431554
2017,20159,OP,EB,-0.088298075
2017,201510,OP,EB,0.103592962
2017,201511,OP,EB,-0.017278772
2017,201512,OP,EB,0.001139576
2017,20161,OP,EB,-0.163686337
2017,20162,OP,EB,-0.006723114
2017,20163,OP,EB,0.076395486
2017,20164,OP,EB,-0.016385531
2017,20165,OP,EB,-0.005386747
2017,20166,OP,EB,0.01410671
2017,20167,OP,EB,0.023100024
2017,20168,OP,EB,0.040113567
2017,20169,OP,EB,-0.03650448
2017,201610,OP,EB,0.02868545
2017,201611,OP,EB,0.044381921
2017,201612,OP,EB,-0.001950307
2017,20171,OP,EB,0.067022113
2017,20172,OP,EB,0.006125936
2017,20173,OP,EB,-0.028876179
2017,20174,OP,EB,0.001332993
2017,20175,OP,EB,-0.032045977
2017,20176,OP,EB,0.033239527
2017,20177,OP,EB,0.100883183
2017,20157,OP,EC,-0.143755938
2017,20158,OP,EC,-0.112174849
2017,20159,OP,EC,-0.057188684
2017,201510,OP,EC,0.141742568
2017,201511,OP,EC,0.023795803
2017,201512,OP,EC,0.03054744
2017,20161,OP,EC,-0.268023407
2017,20162,OP,EC,-0.031088144
2017,20163,OP,EC,0.174356836
2017,20164,OP,EC,-0.060355528
2017,20165,OP,EC,0.004543429
2017,20166,OP,EC,0.006250561
2017,20167,OP,EC,0.030455657
2017,20168,OP,EC,0.03885196
2017,20169,OP,EC,-0.027308867
2017,201610,OP,EC,0.031699616
2017,201611,OP,EC,0.084384551
2017,201612,OP,EC,-0.064189358
2017,20171,OP,EC,0.030892418
2017,20172,OP,EC,0.031145058
2017,20173,OP,EC,-0.003639275
2017,20174,OP,EC,0.015674033
2017,20175,OP,EC,-0.018604101
2017,20176,OP,EC,0.045732942
2017,20177,OP,EC,0.046528501
2017,20157,OP,ED,-0.152312359
2017,20158,OP,ED,-0.138742336
2017,20159,OP,ED,-0.046722429
2017,201510,OP,ED,0.135384689
2017,201511,OP,ED,0.015901635
2017,201512,OP,ED,0.034788252
2017,20161,OP,ED,-0.231296968
2017,20162,OP,ED,-0.024252283
2017,20163,OP,ED,0.157092227
2017,20164,OP,ED,-0.025460546
2017,20165,OP,ED,0.006485705
2017,20166,OP,ED,0.002622062
2017,20167,OP,ED,0.021365546
2017,20168,OP,ED,0.051591999
2017,20169,OP,ED,-0.024792282
2017,201610,OP,ED,0.050085199
2017,201611,OP,ED,0.076768999
2017,201612,OP,ED,-0.050123674
2017,20171,OP,ED,0.032582807
2017,20172,OP,ED,0.020921237
2017,20173,OP,ED,-0.004602975
2017,20174,OP,ED,0.000918775
2017,20175,OP,ED,0.014959816
2017,20176,OP,ED,0.028552926
2017,20177,OP,ED,0.038794702
2017,20157,OP,EE,-0.090537306
2017,20158,OP,EE,-0.104273688
2017,20159,OP,EE,-0.014477292
2017,201510,OP,EE,0.081203476
2017,201511,OP,EE,0.027205345
2017,201512,OP,EE,0.061903215
2017,20161,OP,EE,-0.16035143
2017,20162,OP,EE,-0.007181827
2017,20163,OP,EE,0.103566922
2017,20164,OP,EE,-0.002036716
2017,20165,OP,EE,0.014459392
2017,20166,OP,EE,0.013110105
2017,20167,OP,EE,0.050494678
2017,20168,OP,EE,0.044527654
2017,20169,OP,EE,-0.013192434
2017,201610,OP,EE,0.015437257
2017,201611,OP,EE,0.055439137
2017,201612,OP,EE,-0.046401585
2017,20171,OP,EE,0.035819133
2017,20172,OP,EE,0.023696575
2017,20173,OP,EE,0.026373813
2017,20174,OP,EE,0.009170346
2017,20175,OP,EE,0.050737106
2017,20176,OP,EE,0.061260366
2017,20177,OP,EE,0.047573525
2017,20157,INV,EA,-0.19047992
2017,20158,INV,EA,-0.148772383
2017,20159,INV,EA,-0.072929555
2017,201510,INV,EA,0.175377703
2017,201511,INV,EA,0.065608991
2017,201512,INV,EA,0.0249563
2017,20161,INV,EA,-0.255520642
2017,20162,INV,EA,-0.03161879
2017,20163,INV,EA,0.191836586
2017,20164,INV,EA,-0.035924679
2017,20165,INV,EA,0.007490716
2017,20166,INV,EA,0.007567131
2017,20167,INV,EA,0.016643617
2017,20168,INV,EA,0.046355408
2017,20169,INV,EA,-0.032530503
2017,201610,INV,EA,0.045954622
2017,201611,INV,EA,0.064610301
2017,201612,INV,EA,-0.083164285
2017,20171,INV,EA,0.022740473
2017,20172,INV,EA,0.021275746
2017,20173,INV,EA,-0.023276903
2017,20174,INV,EA,-0.019487357
2017,20175,INV,EA,-0.002582574
2017,20176,INV,EA,0.044053863
2017,20177,INV,EA,0.096027673
2017,20157,INV,EB,-0.114714024
2017,20158,INV,EB,-0.155478394
2017,20159,INV,EB,-0.061083534
2017,201510,INV,EB,0.099924246
2017,201511,INV,EB,-0.02379335
2017,201512,INV,EB,0.01737104
2017,20161,INV,EB,-0.184260735
2017,20162,INV,EB,-0.0088458
2017,20163,INV,EB,0.104504073
2017,20164,INV,EB,-0.027484004
2017,20165,INV,EB,-0.006629821
2017,20166,INV,EB,0.003168056
2017,20167,INV,EB,0.027704392
2017,20168,INV,EB,0.042840702
2017,20169,INV,EB,-0.031285206
2017,201610,INV,EB,0.035572752
2017,201611,INV,EB,0.049976793
2017,201612,INV,EB,-0.006413165
2017,20171,INV,EB,0.064769924
2017,20172,INV,EB,0.000177625
2017,20173,INV,EB,-0.016546596
2017,20174,INV,EB,0.005285685
2017,20175,INV,EB,-0.002949803
2017,20176,INV,EB,0.016037669
2017,20177,INV,EB,0.067825912
2017,20157,INV,EC,-0.08836745
2017,20158,INV,EC,-0.11732151
2017,20159,INV,EC,-0.025088078
2017,201510,INV,EC,0.085517473
2017,201511,INV,EC,0.002541689
2017,201512,INV,EC,0.025685275
2017,20161,INV,EC,-0.179687564
2017,20162,INV,EC,-0.017713224
2017,20163,INV,EC,0.108061399
2017,20164,INV,EC,-0.017928548
2017,20165,INV,EC,0.013500769
2017,20166,INV,EC,0.005165777
2017,20167,INV,EC,0.026958022
2017,20168,INV,EC,0.044961234
2017,20169,INV,EC,-0.019383963
2017,201610,INV,EC,0.022159742
2017,201611,INV,EC,0.076265518
2017,201612,INV,EC,-0.045649874
2017,20171,INV,EC,0.038060755
2017,20172,INV,EC,0.026002248
2017,20173,INV,EC,0.015065654
2017,20174,INV,EC,0.00559764
2017,20175,INV,EC,0.036883642
2017,20176,INV,EC,0.034369749
2017,20177,INV,EC,0.068433668
2017,20157,INV,ED,-0.119669772
2017,20158,INV,ED,-0.090429086
2017,20159,INV,ED,-0.027403014
2017,201510,INV,ED,0.098197545
2017,201511,INV,ED,0.032285217
2017,201512,INV,ED,0.061685978
2017,20161,INV,ED,-0.178420296
2017,20162,INV,ED,-0.004365892
2017,20163,INV,ED,0.114530323
2017,20164,INV,ED,-0.005197353
2017,20165,INV,ED,0.010102567
2017,20166,INV,ED,0.013837399
2017,20167,INV,ED,0.057151425
2017,20168,INV,ED,0.029575434
2017,20169,INV,ED,-0.016652451
2017,201610,INV,ED,0.028907692
2017,201611,INV,ED,0.070336985
2017,201612,INV,ED,-0.045247762
2017,20171,INV,ED,0.030981277
2017,20172,INV,ED,0.024973685
2017,20173,INV,ED,0.013577811
2017,20174,INV,ED,-0.002627751
2017,20175,INV,ED,0.037279357
2017,20176,INV,ED,0.059880819
2017,20177,INV,ED,0.041187273
2017,20157,INV,EE,-0.108278812
2017,20158,INV,EE,-0.095395422
2017,20159,INV,EE,-0.060030063
2017,201510,INV,EE,0.152364021
2017,201511,INV,EE,0.040120521
2017,201512,INV,EE,0.090171775
2017,20161,INV,EE,-0.236540763
2017,20162,INV,EE,-0.014910324
2017,20163,INV,EE,0.150846969
2017,20164,INV,EE,-0.014549306
2017,20165,INV,EE,0.012148909
2017,20166,INV,EE,0.020265463
2017,20167,INV,EE,0.044464414
2017,20168,INV,EE,0.081936503
2017,20169,INV,EE,-0.01000494
2017,201610,INV,EE,0.010078053
2017,201611,INV,EE,0.033630422
2017,201612,INV,EE,-0.059173886
2017,20171,INV,EE,0.024468106
2017,20172,INV,EE,0.043496131
2017,20173,INV,EE,0.037151459
2017,20174,INV,EE,0.0570042
2017,20175,INV,EE,0.009922881
2017,20176,INV,EE,0.106284494
2017,20177,INV,EE,0.024405558
2018,20167,BM,AA,-0.010969842
2018,20168,BM,AA,0.094092631
2018,20169,BM,AA,0.059834602
2018,201610,BM,AA,0.065691674
2018,201611,BM,AA,0.034835101
2018,201612,BM,AA,-0.00227837
2018,20171,BM,AA,-0.052345617
2018,20172,BM,AA,0.030881313
2018,20173,BM,AA,-0.058653248
2018,20174,BM,AA,-0.098388201
2018,20175,BM,AA,-0.107843159
2018,20176,BM,AA,0.041972342
2018,20177,BM,AA,-0.029669255
2018,20178,BM,AA,0.044341299
2018,20179,BM,AA,0.022172874
2018,201710,BM,AA,-0.016594538
2018,201711,BM,AA,-0.068853194
2018,201712,BM,AA,-0.043120026
2018,20181,BM,AA,-0.076295523
2018,20182,BM,AA,-0.079625519
2018,20183,BM,AA,0.058630183
2018,20184,BM,AA,-0.08039285
2018,20185,BM,AA,-0.030577042
2018,20186,BM,AA,-0.133260243
2018,20187,BM,AA,-0.006345714
2018,20167,BM,AB,0.010218354
2018,20168,BM,AB,0.099462617
2018,20169,BM,AB,0.015996286
2018,201610,BM,AB,0.047841031
2018,201611,BM,AB,0.062893807
2018,201612,BM,AB,-0.011652291
2018,20171,BM,AB,-0.025250912
2018,20172,BM,AB,0.075841699
2018,20173,BM,AB,-0.050125935
2018,20174,BM,AB,-0.094100449
2018,20175,BM,AB,-0.077505608
2018,20176,BM,AB,0.040057204
2018,20177,BM,AB,-0.020486758
2018,20178,BM,AB,0.020336215
2018,20179,BM,AB,-0.002462617
2018,201710,BM,AB,-0.024015908
2018,201711,BM,AB,-0.092732254
2018,201712,BM,AB,-0.031390221
2018,20181,BM,AB,-0.064339024
2018,20182,BM,AB,-0.08734496
2018,20183,BM,AB,0.074250799
2018,20184,BM,AB,-0.063218057
2018,20185,BM,AB,-0.003588098
2018,20186,BM,AB,-0.138923093
2018,20187,BM,AB,0.012880124
2018,20167,BM,AC,0.018705386
2018,20168,BM,AC,0.061654887
2018,20169,BM,AC,0.019758988
2018,201610,BM,AC,0.069423049
2018,201611,BM,AC,0.102485567
2018,201612,BM,AC,-0.02891633
2018,20171,BM,AC,-0.034575348
2018,20172,BM,AC,0.056426606
2018,20173,BM,AC,-0.023509736
2018,20174,BM,AC,-0.105900524
2018,20175,BM,AC,-0.091830025
2018,20176,BM,AC,0.020080865
2018,20177,BM,AC,-0.043886997
2018,20178,BM,AC,0.037671931
2018,20179,BM,AC,0.014587455
2018,201710,BM,AC,-0.045272764
2018,201711,BM,AC,-0.098660658
2018,201712,BM,AC,-0.037986794
2018,20181,BM,AC,-0.036856717
2018,20182,BM,AC,-0.056054355
2018,20183,BM,AC,0.053293822
2018,20184,BM,AC,-0.054993955
2018,20185,BM,AC,0.001786058
2018,20186,BM,AC,-0.121308591
2018,20187,BM,AC,-0.005382779
2018,20167,BM,AD,-0.023968142
2018,20168,BM,AD,0.053441309
2018,20169,BM,AD,0.003570152
2018,201610,BM,AD,0.067759127
2018,201611,BM,AD,0.04800352
2018,201612,BM,AD,-0.017226476
2018,20171,BM,AD,-0.055473272
2018,20172,BM,AD,0.085732857
2018,20173,BM,AD,-0.017065982
2018,20174,BM,AD,-0.106904224
2018,20175,BM,AD,-0.079233958
2018,20176,BM,AD,0.02621164
2018,20177,BM,AD,-0.040745552
2018,20178,BM,AD,0.022884324
2018,20179,BM,AD,0.003717794
2018,201710,BM,AD,-0.031722384
2018,201711,BM,AD,-0.11030347
2018,201712,BM,AD,-0.035052971
2018,20181,BM,AD,-0.043911601
2018,20182,BM,AD,-0.05455118
2018,20183,BM,AD,0.074873087
2018,20184,BM,AD,-0.058328268
2018,20185,BM,AD,0.01558238
2018,20186,BM,AD,-0.109806608
2018,20187,BM,AD,-0.015062665
2018,20167,BM,AE,-0.014275142
2018,20168,BM,AE,0.074915371
2018,20169,BM,AE,0.029185039
2018,201610,BM,AE,0.033399773
2018,201611,BM,AE,0.02835982
2018,201612,BM,AE,-0.044416145
2018,20171,BM,AE,-0.049048014
2018,20172,BM,AE,0.060726531
2018,20173,BM,AE,-0.021427046
2018,20174,BM,AE,-0.08955263
2018,20175,BM,AE,-0.082082964
2018,20176,BM,AE,0.016468867
2018,20177,BM,AE,-0.023149939
2018,20178,BM,AE,0.035787963
2018,20179,BM,AE,-0.024992211
2018,201710,BM,AE,-0.03483045
2018,201711,BM,AE,-0.11980191
2018,201712,BM,AE,-0.045215668
2018,20181,BM,AE,-0.070181982
2018,20182,BM,AE,-0.053944168
2018,20183,BM,AE,0.02781965
2018,20184,BM,AE,-0.053695272
2018,20185,BM,AE,-0.011601443
2018,20186,BM,AE,-0.13307249
2018,20187,BM,AE,0.020629964
2018,20167,OP,AA,-0.003067475
2018,20168,OP,AA,0.052519227
2018,20169,OP,AA,0.054923859
2018,201610,OP,AA,0.042018538
2018,201611,OP,AA,0.023060777
2018,201612,OP,AA,-0.013356598
2018,20171,OP,AA,-0.046882922
2018,20172,OP,AA,0.025982537
2018,20173,OP,AA,-0.042856854
2018,20174,OP,AA,-0.101115312
2018,20175,OP,AA,-0.08753229
2018,20176,OP,AA,0.027263453
2018,20177,OP,AA,-0.023407983
2018,20178,OP,AA,0.027250269
2018,20179,OP,AA,0.009001917
2018,201710,OP,AA,-0.051292973
2018,201711,OP,AA,-0.091288526
2018,201712,OP,AA,-0.043309044
2018,20181,OP,AA,-0.081697608
2018,20182,OP,AA,-0.067974075
2018,20183,OP,AA,0.052359318
2018,20184,OP,AA,-0.078574923
2018,20185,OP,AA,-0.041513861
2018,20186,OP,AA,-0.124152823
2018,20187,OP,AA,0.011160193
2018,20167,OP,AB,-0.04138768
2018,20168,OP,AB,0.068240794
2018,20169,OP,AB,0.02261717
2018,201610,OP,AB,0.058623403
2018,201611,OP,AB,0.067708457
2018,201612,OP,AB,-0.032147503
2018,20171,OP,AB,-0.048888228
2018,20172,OP,AB,0.044781653
2018,20173,OP,AB,-0.034692575
2018,20174,OP,AB,-0.101392265
2018,20175,OP,AB,-0.088173883
2018,20176,OP,AB,0.026534217
2018,20177,OP,AB,-0.034525059
2018,20178,OP,AB,0.032390466
2018,20179,OP,AB,0.005493786
2018,201710,OP,AB,-0.019848445
2018,201711,OP,AB,-0.082355721
2018,201712,OP,AB,-0.0384807
2018,20181,OP,AB,-0.046619386
2018,20182,OP,AB,-0.077019343
2018,20183,OP,AB,0.065313233
2018,20184,OP,AB,-0.063111187
2018,20185,OP,AB,0.013943281
2018,20186,OP,AB,-0.141680884
2018,20187,OP,AB,0.002755746
2018,20167,OP,AC,-0.032360946
2018,20168,OP,AC,0.184282403
2018,20169,OP,AC,-0.006345001
2018,201610,OP,AC,0.071471613
2018,201611,OP,AC,0.067391783
2018,201612,OP,AC,0.012942382
2018,20171,OP,AC,-0.042118415
2018,20172,OP,AC,0.076655219
2018,20173,OP,AC,-0.028703146
2018,20174,OP,AC,-0.103463143
2018,20175,OP,AC,-0.089538833
2018,20176,OP,AC,0.033816848
2018,20177,OP,AC,-0.052797489
2018,20178,OP,AC,0.046735041
2018,20179,OP,AC,-0.006181162
