year,month,factor,pair,R
2013,201110,OP,BD,0.03191193
2013,201111,OP,BD,-0.01815358
2013,201112,OP,BD,-0.164748513
2013,20121,OP,BD,-0.009140503
2013,20122,OP,BD,0.126301577
2013,20123,OP,BD,-0.062808758
2013,20124,OP,BD,0.080231104
2013,20125,OP,BD,0.033385461
2013,20126,OP,BD,-0.057379893
2013,20127,OP,BD,-0.06927399
2013,20128,OP,BD,0.028446985
2013,20129,OP,BD,-0.000152893
2013,201210,OP,BD,0.089863819
2013,201211,OP,BD,-0.130342277
2013,201212,OP,BD,0.172749051
2013,20131,OP,BD,0.06915694
2013,20132,OP,BD,0.04241362
2013,20133,OP,BD,0.000369686
2013,20134,OP,BD,-0.040279014
2013,20135,OP,BD,0.136090072
2013,20136,OP,BD,-0.173325602
2013,20137,OP,BD,0.070447825
2013,20117,OP,BE,0.020358524
2013,20118,OP,BE,-0.001274445
2013,20119,OP,BE,-0.124603154
2013,201110,OP,BE,0.062113934
2013,201111,OP,BE,-0.047959897
2013,201112,OP,BE,-0.161739026
2013,20121,OP,BE,-0.010901339
2013,20122,OP,BE,0.158427997
2013,20123,OP,BE,-0.067926048
2013,20124,OP,BE,0.097068675
2013,20125,OP,BE,0.019915972
2013,20126,OP,BE,-0.040486188
2013,20127,OP,BE,-0.079812062
2013,20128,OP,BE,0.001114233
2013,20129,OP,BE,0.032394424
2013,201210,OP,BE,-0.003191844
2013,201211,OP,BE,-0.109279534
2013,201212,OP,BE,0.174416852
2013,20131,OP,BE,0.068247166
2013,20132,OP,BE,0.012493143
2013,20133,OP,BE,-0.050111948
2013,20134,OP,BE,-0.03145373
2013,20135,OP,BE,0.120056494
2013,20136,OP,BE,-0.165682301
2013,20137,OP,BE,0.067371989
2013,20117,INV,BA,0.015813498
2013,20118,INV,BA,-0.032896007
2013,20119,INV,BA,-0.107922283
2013,201110,INV,BA,0.007582043
2013,201111,INV,BA,-0.070833971
2013,201112,INV,BA,-0.194230428
2013,20121,INV,BA,0.029079826
2013,20122,INV,BA,0.13842205
2013,20123,INV,BA,-0.068152119
2013,20124,INV,BA,0.067635806
2013,20125,INV,BA,0.007991193
2013,20126,INV,BA,-0.097357518
2013,20127,INV,BA,-0.12693664
2013,20128,INV,BA,0.015791208
2013,20129,INV,BA,0.019579293
2013,201210,INV,BA,0.021272961
2013,201211,INV,BA,-0.117455804
2013,201212,INV,BA,0.137987631
2013,20131,INV,BA,0.088932337
2013,20132,INV,BA,0.020345579
2013,20133,INV,BA,-0.027618257
2013,20134,INV,BA,-0.047206135
2013,20135,INV,BA,0.117249362
2013,20136,INV,BA,-0.170246615
2013,20137,INV,BA,0.061588382
2013,20117,INV,BB,0.033504066
2013,20118,INV,BB,-0.02831545
2013,20119,INV,BB,-0.121993864
2013,201110,INV,BB,0.034409898
2013,201111,INV,BB,-0.041649638
2013,201112,INV,BB,-0.173537206
2013,20121,INV,BB,0.008700966
2013,20122,INV,BB,0.130060349
2013,20123,INV,BB,-0.082768979
2013,20124,INV,BB,0.083852232
2013,20125,INV,BB,0.013187853
2013,20126,INV,BB,-0.073769778
2013,20127,INV,BB,-0.083193856
2013,20128,INV,BB,0.024524852
2013,20129,INV,BB,0.008377419
2013,201210,INV,BB,0.005531197
2013,201211,INV,BB,-0.115913743
2013,201212,INV,BB,0.155265263
2013,20131,INV,BB,0.081732948
2013,20132,INV,BB,0.032603692
2013,20133,INV,BB,-0.029914649
2013,20134,INV,BB,-0.064276661
2013,20135,INV,BB,0.139446377
2013,20136,INV,BB,-0.188998164
2013,20137,INV,BB,0.077045981
2013,20117,INV,BC,0.02424974
2013,20118,INV,BC,-0.032116231
2013,20119,INV,BC,-0.10965246
2013,201110,INV,BC,0.038564805
2013,201111,INV,BC,-0.043040833
2013,201112,INV,BC,-0.16766928
2013,20121,INV,BC,0.004030553
2013,20122,INV,BC,0.129342259
2013,20123,INV,BC,-0.086373619
2013,20124,INV,BC,0.088104938
2013,20125,INV,BC,0.012640477
2013,20126,INV,BC,-0.069877844
2013,20127,INV,BC,-0.088460226
2013,20128,INV,BC,0.027575483
2013,20129,INV,BC,0.014958653
2013,201210,INV,BC,-0.003311872
2013,201211,INV,BC,-0.122151108
2013,201212,INV,BC,0.151023623
2013,20131,INV,BC,0.049743856
2013,20132,INV,BC,0.021432286
2013,20133,INV,BC,-0.046712005
2013,20134,INV,BC,-0.032996077
2013,20135,INV,BC,0.158129503
2013,20136,INV,BC,-0.158648695
2013,20137,INV,BC,0.052230207
2013,20117,INV,BD,0.004398119
2013,20118,INV,BD,-0.022498989
2013,20119,INV,BD,-0.123259432
2013,201110,INV,BD,0.049684604
2013,201111,INV,BD,-0.048848951
2013,201112,INV,BD,-0.183097075
2013,20121,INV,BD,-0.001783984
2013,20122,INV,BD,0.190516214
2013,20123,INV,BD,-0.068017044
2013,20124,INV,BD,0.096172954
2013,20125,INV,BD,0.013034564
2013,20126,INV,BD,-0.0677178
2013,20127,INV,BD,-0.082985565
2013,20128,INV,BD,0.009294823
2013,20129,INV,BD,0.004198996
2013,201210,INV,BD,-0.011072545
2013,201211,INV,BD,-0.109481395
2013,201212,INV,BD,0.165331083
2013,20131,INV,BD,0.06611516
2013,20132,INV,BD,0.031659942
2013,20133,INV,BD,-0.027666981
2013,20134,INV,BD,-0.051088154
2013,20135,INV,BD,0.131520707
2013,20136,INV,BD,-0.168132095
2013,20137,INV,BD,0.053771949
2013,20117,INV,BE,0.019153393
2013,20118,INV,BE,-0.019473605
2013,20119,INV,BE,-0.114810281
2013,201110,INV,BE,0.040732351
2013,201111,INV,BE,-0.041120857
2013,201112,INV,BE,-0.178193921
2013,20121,INV,BE,0.000672405
2013,20122,INV,BE,0.155890106
2013,20123,INV,BE,-0.055985787
2013,20124,INV,BE,0.070876589
2013,20125,INV,BE,0.009801743
2013,20126,INV,BE,-0.061171794
2013,20127,INV,BE,-0.089485904
2013,20128,INV,BE,0.043787347
2013,20129,INV,BE,0.032485145
2013,201210,INV,BE,0.081450991
2013,201211,INV,BE,-0.1178712
2013,201212,INV,BE,0.168918167
2013,20131,INV,BE,0.079118993
2013,20132,INV,BE,0.024823875
2013,20133,INV,BE,-0.023275948
2013,20134,INV,BE,-0.034126245
2013,20135,INV,BE,0.14810767
2013,20136,INV,BE,-0.185906676
2013,20137,INV,BE,0.084838093
2013,20117,BM,CA,0.038607259
2013,20118,BM,CA,-0.008022702
2013,20119,BM,CA,-0.133336591
2013,201110,BM,CA,0.026546563
2013,201111,BM,CA,-0.029886493
2013,201112,BM,CA,-0.15592564
2013,20121,BM,CA,0.027511644
2013,20122,BM,CA,0.125852539
2013,20123,BM,CA,-0.053878293
2013,20124,BM,CA,0.11808781
2013,20125,BM,CA,0.040916549
2013,20126,BM,CA,-0.072968931
2013,20127,BM,CA,-0.086358817
2013,20128,BM,CA,0.048576653
2013,20129,BM,CA,0.010097383
2013,201210,BM,CA,-0.008649639
2013,201211,BM,CA,-0.130669484
2013,201212,BM,CA,0.198437361
2013,20131,BM,CA,0.098616647
2013,20132,BM,CA,0.027383256
2013,20133,BM,CA,-0.022172811
2013,20134,BM,CA,-0.033861243
2013,20135,BM,CA,0.134762709
2013,20136,BM,CA,-0.177263281
2013,20137,BM,CA,0.081343752
2013,20117,BM,CB,0.02320718
2013,20118,BM,CB,-0.03250499
2013,20119,BM,CB,-0.13158576
2013,201110,BM,CB,0.036649746
2013,201111,BM,CB,-0.034050841
2013,201112,BM,CB,-0.151383955
2013,20121,BM,CB,-0.003508159
2013,20122,BM,CB,0.140798817
2013,20123,BM,CB,-0.058207129
2013,20124,BM,CB,0.075830138
2013,20125,BM,CB,-0.001877578
2013,20126,BM,CB,-0.070074
2013,20127,BM,CB,-0.084933039
2013,20128,BM,CB,0.011651359
2013,20129,BM,CB,0.00924926
2013,201210,BM,CB,0.01247934
2013,201211,BM,CB,-0.113074404
2013,201212,BM,CB,0.154159911
2013,20131,BM,CB,0.076302387
2013,20132,BM,CB,0.023286266
2013,20133,BM,CB,-0.025736837
2013,20134,BM,CB,-0.031006552
2013,20135,BM,CB,0.147052479
2013,20136,BM,CB,-0.166550643
2013,20137,BM,CB,0.062549154
2013,20117,BM,CC,0.024773229
2013,20118,BM,CC,-0.023467818
2013,20119,BM,CC,-0.124639446
2013,201110,BM,CC,0.018052261
2013,201111,BM,CC,-0.035327404
2013,201112,BM,CC,-0.165210634
2013,20121,BM,CC,0.014846082
2013,20122,BM,CC,0.142078339
2013,20123,BM,CC,-0.068845798
2013,20124,BM,CC,0.095151636
2013,20125,BM,CC,0.018185722
2013,20126,BM,CC,-0.099717248
2013,20127,BM,CC,-0.085490784
2013,20128,BM,CC,0.032949168
2013,20129,BM,CC,0.034380932
2013,201210,BM,CC,-0.004798008
2013,201211,BM,CC,-0.118273002
2013,201212,BM,CC,0.165420269
2013,20131,BM,CC,0.06405645
2013,20132,BM,CC,0.024749675
2013,20133,BM,CC,-0.025109718
2013,20134,BM,CC,-0.034123135
2013,20135,BM,CC,0.13459129
2013,20136,BM,CC,-0.17249841
2013,20137,BM,CC,0.066226119
2013,20117,BM,CD,0.009580812
2013,20118,BM,CD,-0.066566373
2013,20119,BM,CD,-0.127321042
2013,201110,BM,CD,0.033522339
2013,201111,BM,CD,-0.045472836
2013,201112,BM,CD,-0.16499027
2013,20121,BM,CD,0.010515995
2013,20122,BM,CD,0.128036412
2013,20123,BM,CD,-0.096162302
2013,20124,BM,CD,0.09568849
2013,20125,BM,CD,0.014917111
2013,20126,BM,CD,-0.084813844
2013,20127,BM,CD,-0.093993375
2013,20128,BM,CD,0.024409222
2013,20129,BM,CD,0.018777085
2013,201210,BM,CD,0.012629155
2013,201211,BM,CD,-0.108174754
2013,201212,BM,CD,0.160538243
2013,20131,BM,CD,0.043649037
2013,20132,BM,CD,0.033774544
2013,20133,BM,CD,-0.036310843
2013,20134,BM,CD,-0.037632736
2013,20135,BM,CD,0.130086482
2013,20136,BM,CD,-0.152084326
2013,20137,BM,CD,0.056997467
2013,20117,BM,CE,-0.001553102
2013,20118,BM,CE,-0.048071365
2013,20119,BM,CE,-0.108889826
2013,201110,BM,CE,0.031708508
2013,201111,BM,CE,-0.080629371
2013,201112,BM,CE,-0.154175863
2013,20121,BM,CE,0.018954204
2013,20122,BM,CE,0.125192297
2013,20123,BM,CE,-0.088888015
2013,20124,BM,CE,0.088017415
2013,20125,BM,CE,0.006869988
2013,20126,BM,CE,-0.091655583
2013,20127,BM,CE,-0.101694256
2013,20128,BM,CE,0.000452343
2013,20129,BM,CE,-0.002679777
2013,201210,BM,CE,0.012912922
2013,201211,BM,CE,-0.099285956
2013,201212,BM,CE,0.173108843
2013,20131,BM,CE,0.072351367
2013,20132,BM,CE,0.037703031
2013,20133,BM,CE,-0.051734719
2013,20134,BM,CE,-0.034231413
2013,20135,BM,CE,0.115554003
2013,20136,BM,CE,-0.161822811
2013,20137,BM,CE,0.021204831
2013,20117,OP,CA,0.020315227
2013,20118,OP,CA,-0.055903205
2013,20119,OP,CA,-0.126961859
2013,201110,OP,CA,0.022320171
2013,201111,OP,CA,-0.079414541
2013,201112,OP,CA,-0.162781801
2013,20121,OP,CA,0.017243653
2013,20122,OP,CA,0.134237571
2013,20123,OP,CA,-0.100313748
2013,20124,OP,CA,0.075638643
2013,20125,OP,CA,0.01084635
2013,20126,OP,CA,-0.10742468
2013,20127,OP,CA,-0.118121349
2013,20128,OP,CA,0.019244406
2013,20129,OP,CA,0.025563722
2013,201210,OP,CA,0.008183797
2013,201211,OP,CA,-0.112291027
2013,201212,OP,CA,0.177628877
2013,20131,OP,CA,0.046924776
2013,20132,OP,CA,0.026959949
2013,20133,OP,CA,-0.030412585
2013,20134,OP,CA,-0.051574633
2013,20135,OP,CA,0.122060502
2013,20136,OP,CA,-0.16833976
2013,20137,OP,CA,0.055387383
2013,20117,OP,CB,0.004652463
2013,20118,OP,CB,-0.03235339
2013,20119,OP,CB,-0.12721008
2013,201110,OP,CB,0.03161066
2013,201111,OP,CB,-0.025405405
2013,201112,OP,CB,-0.171334787
2013,20121,OP,CB,0.018074068
2013,20122,OP,CB,0.13449445
2013,20123,OP,CB,-0.078957891
2013,20124,OP,CB,0.093684493
2013,20125,OP,CB,0.024643042
2013,20126,OP,CB,-0.103359583
2013,20127,OP,CB,-0.101717443
2013,20128,OP,CB,0.016533529
2013,20129,OP,CB,0.02608544
2013,201210,OP,CB,-0.012653106
2013,201211,OP,CB,-0.120978817
2013,201212,OP,CB,0.148968869
2013,20131,OP,CB,0.082499776
2013,20132,OP,CB,0.033847042
2013,20133,OP,CB,-0.01214484
2013,20134,OP,CB,-0.030635834
2013,20135,OP,CB,0.134524081
2013,20136,OP,CB,-0.176929149
2013,20137,OP,CB,0.066992951
2013,20117,OP,CC,-0.002008772
2013,20118,OP,CC,-0.041673437
2013,20119,OP,CC,-0.129477807
2013,201110,OP,CC,0.031637712
2013,201111,OP,CC,-0.04305377
2013,201112,OP,CC,-0.162420272
2013,20121,OP,CC,0.01267944
2013,20122,OP,CC,0.137881274
2013,20123,OP,CC,-0.062132384
2013,20124,OP,CC,0.137160711
2013,20125,OP,CC,-0.000742276
2013,20126,OP,CC,-0.075581583
2013,20127,OP,CC,-0.083105283
2013,20128,OP,CC,0.011294091
2013,20129,OP,CC,0.003377169
2013,201210,OP,CC,0.00939108
2013,201211,OP,CC,-0.112040747
2013,201212,OP,CC,0.159796512
2013,20131,OP,CC,0.080638178
2013,20132,OP,CC,0.026557864
2013,20133,OP,CC,-0.047888024
2013,20134,OP,CC,-0.016947126
2013,20135,OP,CC,0.129871479
2013,20136,OP,CC,-0.151019257
2013,20137,OP,CC,0.081332648
2013,20117,OP,CD,0.029658342
2013,20118,OP,CD,-0.022145775
2013,20119,OP,CD,-0.117864493
2013,201110,OP,CD,0.012068134
2013,201111,OP,CD,-0.025282655
2013,201112,OP,CD,-0.146332346
2013,20121,OP,CD,0.011062049
2013,20122,OP,CD,0.129640835
2013,20123,OP,CD,-0.069043233
2013,20124,OP,CD,0.077967185
2013,20125,OP,CD,0.013611733
2013,20126,OP,CD,-0.071800096
2013,20127,OP,CD,-0.079503019
2013,20128,OP,CD,0.045108189
2013,20129,OP,CD,0.000970346
2013,201210,OP,CD,0.016122399
2013,201211,OP,CD,-0.118886759
2013,201212,OP,CD,0.178195029
2013,20131,OP,CD,0.079689884
2013,20132,OP,CD,0.029733024
2013,20133,OP,CD,-0.016323664
2013,20134,OP,CD,-0.025753337
2013,20135,OP,CD,0.143691992
2013,20136,OP,CD,-0.162315965
2013,20137,OP,CD,0.04284175
2013,20117,OP,CE,0.059693742
2013,20118,OP,CE,-0.017696253
2013,20119,OP,CE,-0.122984193
2013,201110,OP,CE,0.061278342
2013,201111,OP,CE,-0.040890212
2013,201112,OP,CE,-0.141099538
2013,20121,OP,CE,-0.001743989
2013,20122,OP,CE,0.126384536
2013,20123,OP,CE,-0.038713485
2013,20124,OP,CE,0.077741518
2013,20125,OP,CE,0.033501531
2013,20126,OP,CE,-0.046288479
2013,20127,OP,CE,-0.053830868
2013,20128,OP,CE,0.032313407
2013,20129,OP,CE,0.022619935
2013,201210,OP,CE,0.004591004
2013,201211,OP,CE,-0.10158998
2013,201212,OP,CE,0.184008354
2013,20131,OP,CE,0.055356999
2013,20132,OP,CE,0.026989782
2013,20133,OP,CE,-0.059407598
2013,20134,OP,CE,-0.053017463
2013,20135,OP,CE,0.138359295
2013,20136,OP,CE,-0.174164022
2013,20137,OP,CE,0.040235994
2013,20117,INV,CA,0.008784638
2013,20118,INV,CA,-0.044399262
2013,20119,INV,CA,-0.125063868
2013,201110,INV,CA,0.031896567
2013,201111,INV,CA,-0.05647531
2013,201112,INV,CA,-0.163286419
2013,20121,INV,CA,0.023508909
2013,20122,INV,CA,0.129998669
2013,20123,INV,CA,-0.095159215
2013,20124,INV,CA,0.077736488
2013,20125,INV,CA,0.010990764
2013,20126,INV,CA,-0.099295196
2013,20127,INV,CA,-0.093999096
2013,20128,INV,CA,0.018749001
2013,20129,INV,CA,0.016461697
2013,201210,INV,CA,0.016358108
2013,201211,INV,CA,-0.102863082
2013,201212,INV,CA,0.148007429
2013,20131,INV,CA,0.072325689
2013,20132,INV,CA,0.016064176
2013,20133,INV,CA,-0.032425993
2013,20134,INV,CA,-0.03286574
2013,20135,INV,CA,0.116453617
2013,20136,INV,CA,-0.15678802
2013,20137,INV,CA,0.042626594
2013,20117,INV,CB,0.016624396
2013,20118,INV,CB,-0.036519769
2013,20119,INV,CB,-0.129632686
2013,201110,INV,CB,0.016748344
2013,201111,INV,CB,-0.04658926
2013,201112,INV,CB,-0.170985541
2013,20121,INV,CB,0.015628697
2013,20122,INV,CB,0.129064949
2013,20123,INV,CB,-0.072771827
2013,20124,INV,CB,0.129273508
2013,20125,INV,CB,0.005270759
2013,20126,INV,CB,-0.094851955
2013,20127,INV,CB,-0.10026551
2013,20128,INV,CB,0.021133642
2013,20129,INV,CB,0.014240647
2013,201210,INV,CB,-0.001204236
2013,201211,INV,CB,-0.11359586
2013,201212,INV,CB,0.158837769
2013,20131,INV,CB,0.065069085
2013,20132,INV,CB,0.024070928
2013,20133,INV,CB,-0.030571568
2013,20134,INV,CB,-0.052269598
2013,20135,INV,CB,0.146636167
2013,20136,INV,CB,-0.160905542
2013,20137,INV,CB,0.059772875
2013,20117,INV,CC,0.028907717
2013,20118,INV,CC,-0.033586803
2013,20119,INV,CC,-0.124193815
2013,201110,INV,CC,0.027792294
2013,201111,INV,CC,-0.046882815
2013,201112,INV,CC,-0.154161973
2013,20121,INV,CC,-0.005226445
2013,20122,INV,CC,0.133983557
2013,20123,INV,CC,-0.074814617
2013,20124,INV,CC,0.100029092
2013,20125,INV,CC,0.014438234
2013,20126,INV,CC,-0.080209425
2013,20127,INV,CC,-0.094076845
2013,20128,INV,CC,0.014843103
2013,20129,INV,CC,0.024819406
2013,201210,INV,CC,-0.001778262
2013,201211,INV,CC,-0.107183413
2013,201212,INV,CC,0.161100051
2013,20131,INV,CC,0.064616708
2013,20132,INV,CC,0.033751891
2013,20133,INV,CC,-0.024904407
2013,20134,INV,CC,-0.033203408
2013,20135,INV,CC,0.138558982
2013,20136,INV,CC,-0.172193245
2013,20137,INV,CC,0.073861034
2013,20117,INV,CD,0.02523747
2013,20118,INV,CD,-0.033204884
2013,20119,INV,CD,-0.124216202
2013,201110,INV,CD,0.026789005
2013,201111,INV,CD,-0.031666799
2013,201112,INV,CD,-0.143180049
2013,20121,INV,CD,0.010372356
2013,20122,INV,CD,0.132078337
2013,20123,INV,CD,-0.065389451
2013,20124,INV,CD,0.073899473
2013,20125,INV,CD,0.016297279
2013,20126,INV,CD,-0.074836934
2013,20127,INV,CD,-0.089801273
2013,20128,INV,CD,0.028462273
2013,20129,INV,CD,0.013800368
2013,201210,INV,CD,-0.00512385
2013,201211,INV,CD,-0.126488295
2013,201212,INV,CD,0.195692402
2013,20131,INV,CD,0.056964578
2013,20132,INV,CD,0.029915978
2013,20133,INV,CD,-0.031593593
2013,20134,INV,CD,-0.028442951
2013,20135,INV,CD,0.13464509
2013,20136,INV,CD,-0.168837148
2013,20137,INV,CD,0.061675552
2013,20117,INV,CE,0.016626809
2013,20118,INV,CE,-0.03178095
2013,20119,INV,CE,-0.12248594
2013,201110,INV,CE,0.047081951
2013,201111,INV,CE,-0.031753295
2013,201112,INV,CE,-0.160096513
2013,20121,INV,CE,0.017445142
2013,20122,INV,CE,0.143073981
2013,20123,INV,CE,-0.04982172
2013,20124,INV,CE,0.088536679
2013,20125,INV,CE,0.032128429
2013,20126,INV,CE,-0.067104771
2013,20127,INV,CE,-0.069361354
2013,20128,INV,CE,0.038904452
2013,20129,INV,CE,0.008169758
2013,201210,INV,CE,0.015656884
2013,201211,INV,CE,-0.122326616
2013,201212,INV,CE,0.185332679
2013,20131,INV,CE,0.090969914
2013,20132,INV,CE,0.043877222
2013,20133,INV,CE,-0.038325473
2013,20134,INV,CE,-0.023963634
2013,20135,INV,CE,0.132962336
2013,20136,INV,CE,-0.172181381
2013,20137,INV,CE,0.057849545
2013,20117,BM,DA,0.034283219
2013,20118,BM,DA,-0.016750865
2013,20119,BM,DA,-0.133316736
2013,201110,BM,DA,0.051897063
2013,201111,BM,DA,-0.002503745
2013,201112,BM,DA,-0.172297551
2013,20121,BM,DA,0.026540208
2013,20122,BM,DA,0.139777585
2013,20123,BM,DA,-0.05770098
2013,20124,BM,DA,0.09912328
2013,20125,BM,DA,0.053030537
2013,20126,BM,DA,-0.032290767
2013,20127,BM,DA,-0.068281439
2013,20128,BM,DA,0.003225668
2013,20129,BM,DA,0.034466534
2013,201210,BM,DA,-0.008397655
2013,201211,BM,DA,-0.137763194
2013,201212,BM,DA,0.170527489
2013,20131,BM,DA,0.082227736
2013,20132,BM,DA,0.03823579
2013,20133,BM,DA,-0.053817331
2013,20134,BM,DA,-0.032601215
2013,20135,BM,DA,0.16509701
2013,20136,BM,DA,-0.148325283
2013,20137,BM,DA,0.108832087
2013,20117,BM,DB,0.022632688
2013,20118,BM,DB,-0.027079146
2013,20119,BM,DB,-0.11862941
2013,201110,BM,DB,0.05507157
2013,201111,BM,DB,-0.025106671
2013,201112,BM,DB,-0.140309029
2013,20121,BM,DB,0.008559588
2013,20122,BM,DB,0.113388837
2013,20123,BM,DB,-0.057596601
2013,20124,BM,DB,0.081719258
2013,20125,BM,DB,0.01859548
2013,20126,BM,DB,-0.070885945
2013,20127,BM,DB,-0.077449674
2013,20128,BM,DB,0.015766626
2013,20129,BM,DB,0.014285149
2013,201210,BM,DB,-0.004367239
2013,201211,BM,DB,-0.123769952
2013,201212,BM,DB,0.167218523
2013,20131,BM,DB,0.074723716
2013,20132,BM,DB,0.043702561
2013,20133,BM,DB,-0.032903033
2013,20134,BM,DB,-0.006012641
2013,20135,BM,DB,0.179454114
2013,20136,BM,DB,-0.171972256
2013,20137,BM,DB,0.09681368
2013,20117,BM,DC,0.029771407
2013,20118,BM,DC,-0.026471087
2013,20119,BM,DC,-0.125380896
2013,201110,BM,DC,0.032694706
2013,201111,BM,DC,-0.053355071
2013,201112,BM,DC,-0.138970689
2013,20121,BM,DC,0.016934389
2013,20122,BM,DC,0.119231673
2013,20123,BM,DC,-0.07623966
2013,20124,BM,DC,0.070922687
2013,20125,BM,DC,0.034396582
2013,20126,BM,DC,-0.075722884
2013,20127,BM,DC,-0.075352429
2013,20128,BM,DC,-0.018282175
2013,20129,BM,DC,0.035857537
2013,201210,BM,DC,-0.014924872
2013,201211,BM,DC,-0.121388167
2013,201212,BM,DC,0.18624797
2013,20131,BM,DC,0.064480803
2013,20132,BM,DC,0.024595013
2013,20133,BM,DC,-0.025370536
2013,20134,BM,DC,-0.013413414
2013,20135,BM,DC,0.148605102
2013,20136,BM,DC,-0.157893308
2013,20137,BM,DC,0.0980802
2013,20117,BM,DD,0.007947152
2013,20118,BM,DD,-0.036290245
2013,20119,BM,DD,-0.126190692
2013,201110,BM,DD,0.04851159
2013,201111,BM,DD,-0.075091912
2013,201112,BM,DD,-0.139905266
2013,20121,BM,DD,0.027128206
2013,20122,BM,DD,0.105854812
2013,20123,BM,DD,-0.090696804
2013,20124,BM,DD,0.116484787
2013,20125,BM,DD,0.014803681
2013,20126,BM,DD,-0.086766986
2013,20127,BM,DD,-0.100524213
2013,20128,BM,DD,-0.020911928
2013,20129,BM,DD,0.018238782
2013,201210,BM,DD,-0.005741675
2013,201211,BM,DD,-0.080472227
2013,201212,BM,DD,0.190166357
2013,20131,BM,DD,0.052809814
2013,20132,BM,DD,0.018770557
2013,20133,BM,DD,-0.062386394
2013,20134,BM,DD,-0.019951916
2013,20135,BM,DD,0.120347664
2013,20136,BM,DD,-0.156999621
2013,20137,BM,DD,0.02131454
2013,20117,BM,DE,-0.034475626
2013,20118,BM,DE,-0.05671268
2013,20119,BM,DE,-0.116746634
2013,201110,BM,DE,0.039158118
2013,201111,BM,DE,-0.061763942
2013,201112,BM,DE,-0.107662903
2013,20121,BM,DE,0.037363023
2013,20122,BM,DE,0.118336602
2013,20123,BM,DE,-0.07476558
2013,20124,BM,DE,0.09600641
2013,20125,BM,DE,-0.006648728
2013,20126,BM,DE,-0.082676255
2013,20127,BM,DE,-0.08307774
2013,20128,BM,DE,-0.034601713
2013,20129,BM,DE,0.010969451
2013,201210,BM,DE,0.016717534
2013,201211,BM,DE,-0.059304056
2013,201212,BM,DE,0.181119317
2013,20131,BM,DE,0.008229175
2013,20132,BM,DE,0.012983943
2013,20133,BM,DE,-0.078229662
2013,20134,BM,DE,-0.03526603
2013,20135,BM,DE,0.084410328
2013,20136,BM,DE,-0.165763695
2013,20137,BM,DE,0.016219055
2013,20117,OP,DA,0.014014484
2013,20118,OP,DA,-0.06827585
2013,20119,OP,DA,-0.131955162
2013,201110,OP,DA,0.030142181
2013,201111,OP,DA,-0.062903804
2013,201112,OP,DA,-0.177185696
2013,20121,OP,DA,0.060637413
2013,20122,OP,DA,0.119607961
2013,20123,OP,DA,-0.100009143
2013,20124,OP,DA,0.108920541
2013,20125,OP,DA,0.022331772
2013,20126,OP,DA,-0.117956517
2013,20127,OP,DA,-0.1068594
2013,20128,OP,DA,0.010169709
2013,20129,OP,DA,0.023918795
2013,201210,OP,DA,0.001981836
2013,201211,OP,DA,-0.092186597
2013,201212,OP,DA,0.164174578
2013,20131,OP,DA,0.06432323
2013,20132,OP,DA,0.012194287
2013,20133,OP,DA,-0.060535995
2013,20134,OP,DA,-0.025749112
2013,20135,OP,DA,0.150677088
2013,20136,OP,DA,-0.169508186
2013,20137,OP,DA,0.072825646
2013,20117,OP,DB,-0.01282494
2013,20118,OP,DB,-0.047004089
2013,20119,OP,DB,-0.144352544
2013,201110,OP,DB,0.052716202
2013,201111,OP,DB,-0.057796442
2013,201112,OP,DB,-0.156193181
2013,20121,OP,DB,0.026352922
2013,20122,OP,DB,0.132326578
2013,20123,OP,DB,-0.103938629
2013,20124,OP,DB,0.079968217
2013,20125,OP,DB,0.038666646
2013,20126,OP,DB,-0.112209701
2013,20127,OP,DB,-0.094190578
2013,20128,OP,DB,-0.02078188
2013,20129,OP,DB,0.047096587
2013,201210,OP,DB,-0.017129283
2013,201211,OP,DB,-0.121613516
2013,201212,OP,DB,0.169068067
2013,20131,OP,DB,0.077854969
2013,20132,OP,DB,0.035191242
2013,20133,OP,DB,-0.04982094
2013,20134,OP,DB,-0.022556448
2013,20135,OP,DB,0.154233021
2013,20136,OP,DB,-0.169271982
2013,20137,OP,DB,0.059854814
2013,20117,OP,DC,0.003759318
2013,20118,OP,DC,-0.020693052
2013,20119,OP,DC,-0.109204443
2013,201110,OP,DC,0.05239642
2013,201111,OP,DC,-0.044911141
2013,201112,OP,DC,-0.147716482
2013,20121,OP,DC,0.017663405
2013,20122,OP,DC,0.099893054
2013,20123,OP,DC,-0.072648538
2013,20124,OP,DC,0.107838359
2013,20125,OP,DC,0.013498384
2013,20126,OP,DC,-0.058558275
2013,20127,OP,DC,-0.074701054
2013,20128,OP,DC,-0.019599105
2013,20129,OP,DC,0.011586286
2013,201210,OP,DC,-0.011068112
2013,201211,OP,DC,-0.097493933
2013,201212,OP,DC,0.173802897
2013,20131,OP,DC,0.054788943
2013,20132,OP,DC,0.029923302
2013,20133,OP,DC,-0.040999281
2013,20134,OP,DC,-0.011184768
2013,20135,OP,DC,0.12598896
2013,20136,OP,DC,-0.159388353
2013,20137,OP,DC,0.101463422
2013,20117,OP,DD,0.013014329
2013,20118,OP,DD,-0.045690281
2013,20119,OP,DD,-0.106998464
2013,201110,OP,DD,0.032898494
2013,201111,OP,DD,-0.036653817
2013,201112,OP,DD,-0.11485009
2013,20121,OP,DD,0.009241458
2013,20122,OP,DD,0.11416837
2013,20123,OP,DD,-0.063859191
