date,factor,pair,ret
20184,INV,EB,-0.007772792
20185,INV,EB,0.010891563
20186,INV,EB,-0.06426134
20187,INV,EB,0.046445887
20167,INV,EC,0.030078542
20168,INV,EC,0.03962324
20169,INV,EC,-0.021410303
201610,INV,EC,0.026564122
201611,INV,EC,0.084343998
201612,INV,EC,-0.045362914
20171,INV,EC,0.040081076
20172,INV,EC,0.022005062
20173,INV,EC,0.009924543
20174,INV,EC,-2.96E-05
20175,INV,EC,0.028296751
20176,INV,EC,0.016685124
20177,INV,EC,0.07276895
20178,INV,EC,0.032387106
20179,INV,EC,-0.002593604
201710,INV,EC,0.019010775
201711,INV,EC,-0.000642726
201712,INV,EC,0.011143127
20181,INV,EC,0.103983394
20182,INV,EC,-0.072383433
20183,INV,EC,-0.042923287
20184,INV,EC,-0.01555008
20185,INV,EC,0.002234494
20186,INV,EC,-0.065987104
20187,INV,EC,0.05285778
20167,INV,ED,0.071533007
20168,INV,ED,0.01869717
20169,INV,ED,-0.007379691
201610,INV,ED,0.033188019
201611,INV,ED,0.049452356
201612,INV,ED,-0.039578904
20171,INV,ED,0.036299378
20172,INV,ED,0.034676137
20173,INV,ED,0.032773823
20174,INV,ED,0.027563696
20175,INV,ED,0.046625685
20176,INV,ED,0.090771532
20177,INV,ED,0.017117172
20178,INV,ED,0.031700816
20179,INV,ED,0.039249005
201710,INV,ED,0.110160019
201711,INV,ED,-0.010323951
201712,INV,ED,0.046843394
20181,INV,ED,0.064143129
20182,INV,ED,-0.03405007
20183,INV,ED,-0.016247054
20184,INV,ED,-0.034996225
20185,INV,ED,0.082182114
20186,INV,ED,-0.048147151
20187,INV,ED,-0.002950623
20167,INV,EE,0.027980045
20168,INV,EE,0.092427592
20169,INV,EE,-0.00660476
201610,INV,EE,0.013734658
201611,INV,EE,0.040399664
201612,INV,EE,-0.063418863
20171,INV,EE,0.013526267
20172,INV,EE,0.042662454
20173,INV,EE,0.031430562
20174,INV,EE,0.034469819
20175,INV,EE,0.000873423
20176,INV,EE,0.107573578
20177,INV,EE,0.06566499
20178,INV,EE,0.029378966
20179,INV,EE,0.034363875
201710,INV,EE,0.053563474
201711,INV,EE,0.023339995
201712,INV,EE,0.029625754
20181,INV,EE,0.08917752
20182,INV,EE,-0.031942465
20183,INV,EE,-0.00834753
20184,INV,EE,-0.051060354
20185,INV,EE,0.003316596
20186,INV,EE,-0.060073822
20187,INV,EE,-0.01472786
