date,factor,pair,ret
20182,OP,CA,-0.046416175
20183,OP,CA,0.041730191
20184,OP,CA,-0.060076607
20185,OP,CA,-0.019847661
20186,OP,CA,-0.118284625
20187,OP,CA,0.044024626
20167,OP,CB,-0.000309732
20168,OP,CB,0.05691406
20169,OP,CB,-0.022230687
201610,OP,CB,0.022239911
201611,OP,CB,0.011209924
201612,OP,CB,-0.03423951
20171,OP,CB,-0.012786952
20172,OP,CB,0.040186874
20173,OP,CB,-0.013542008
20174,OP,CB,-0.079841349
20175,OP,CB,-0.097271036
20176,OP,CB,0.036245143
20177,OP,CB,0.014858671
20178,OP,CB,0.03691178
20179,OP,CB,0.03269184
201710,OP,CB,-0.029090043
201711,OP,CB,-0.063598147
201712,OP,CB,-0.026527111
20181,OP,CB,-0.034392037
20182,OP,CB,-0.058872675
20183,OP,CB,0.028511529
20184,OP,CB,-0.037107117
20185,OP,CB,-0.022716868
20186,OP,CB,-0.148058118
20187,OP,CB,0.021272745
20167,OP,CC,0.000780172
20168,OP,CC,0.056942932
20169,OP,CC,-0.004244959
201610,OP,CC,0.036144366
201611,OP,CC,0.013351601
201612,OP,CC,-0.03765141
20171,OP,CC,-0.029675634
20172,OP,CC,0.053668713
20173,OP,CC,-0.016227329
20174,OP,CC,-0.052318698
20175,OP,CC,-0.085081765
20176,OP,CC,0.026878595
20177,OP,CC,0.011865588
20178,OP,CC,0.029177072
20179,OP,CC,0.01157527
201710,OP,CC,-0.003224923
201711,OP,CC,-0.069428606
201712,OP,CC,-0.032731607
20181,OP,CC,-0.017340154
20182,OP,CC,-0.048757386
20183,OP,CC,0.035708372
20184,OP,CC,-0.039836977
20185,OP,CC,-0.022197803
20186,OP,CC,-0.14167546
20187,OP,CC,0.016794418
20167,OP,CD,0.029320877
20168,OP,CD,0.044912048
20169,OP,CD,-0.006122777
201610,OP,CD,0.037748004
201611,OP,CD,0.022935982
201612,OP,CD,-0.048443432
20171,OP,CD,-0.015655996
20172,OP,CD,0.041131555
20173,OP,CD,-0.015688177
20174,OP,CD,-0.010486609
20175,OP,CD,-0.063856494
20176,OP,CD,0.046957958
20177,OP,CD,0.02236693
20178,OP,CD,0.031067096
20179,OP,CD,0.002882796
201710,OP,CD,-0.025868768
201711,OP,CD,-0.068167538
201712,OP,CD,-0.020273512
20181,OP,CD,-0.001897977
20182,OP,CD,-0.047180104
20183,OP,CD,0.020228386
20184,OP,CD,-0.040885606
20185,OP,CD,-0.004010933
20186,OP,CD,-0.119068567
20187,OP,CD,0.011133253
20167,OP,CE,-0.00117882
20168,OP,CE,0.050895656
20169,OP,CE,0.001489242
201610,OP,CE,0.061535087
201611,OP,CE,0.038104909
201612,OP,CE,-0.009428387
20171,OP,CE,-0.010093369
20172,OP,CE,0.058790736
20173,OP,CE,0.010394761
20174,OP,CE,-0.025040027
20175,OP,CE,-0.084383225
20176,OP,CE,0.051353583
20177,OP,CE,0.027518366
20178,OP,CE,0.039291132
20179,OP,CE,0.034544348
201710,OP,CE,0.003279211
201711,OP,CE,-0.067814367
201712,OP,CE,-0.017085077
20181,OP,CE,-0.011619578
20182,OP,CE,-0.027576542
20183,OP,CE,0.007275757
20184,OP,CE,-0.053887358
20185,OP,CE,-0.00747179
20186,OP,CE,-0.10169735
20187,OP,CE,-0.027714814
20167,INV,CA,0.012697456
20168,INV,CA,0.037941457
20169,INV,CA,-0.009149602
201610,INV,CA,0.051600549
201611,INV,CA,0.023876658
201612,INV,CA,-0.005237183
20171,INV,CA,-0.013890173
20172,INV,CA,0.042560011
20173,INV,CA,-0.028739735
20174,INV,CA,-0.074900465
20175,INV,CA,-0.110065498
20176,INV,CA,0.038298181
20177,INV,CA,0.043084526
20178,INV,CA,0.016184089
20179,INV,CA,0.024917665
201710,INV,CA,-0.03333117
201711,INV,CA,-0.083082233
201712,INV,CA,-0.024252248
20181,INV,CA,-0.025873125
20182,INV,CA,-0.055479135
20183,INV,CA,0.025808641
20184,INV,CA,-0.05150012
20185,INV,CA,-0.023065007
20186,INV,CA,-0.127959753
20187,INV,CA,0.051038141
20167,INV,CB,0.003909856
20168,INV,CB,0.053393072
20169,INV,CB,-0.022119235
201610,INV,CB,0.029524605
201611,INV,CB,0.027220314
201612,INV,CB,-0.03839029
20171,INV,CB,-0.022545204
20172,INV,CB,0.04811726
20173,INV,CB,-0.019213638
20174,INV,CB,-0.0601519
20175,INV,CB,-0.085383155
20176,INV,CB,0.031508095
20177,INV,CB,0.021973463
20178,INV,CB,0.032141793
20179,INV,CB,0.005456344
201710,INV,CB,-0.018988532
201711,INV,CB,-0.070178249
201712,INV,CB,-0.014890819
20181,INV,CB,-0.024930731
20182,INV,CB,-0.061541769
20183,INV,CB,0.038217968
20184,INV,CB,-0.050921268
20185,INV,CB,-0.002657634
20186,INV,CB,-0.122745287
20187,INV,CB,0.009255988
20167,INV,CC,-0.010297112
20168,INV,CC,0.036956175
20169,INV,CC,-0.010263945
201610,INV,CC,0.0317828
201611,INV,CC,0.006798034
201612,INV,CC,-0.05186651
20171,INV,CC,-0.013244804
20172,INV,CC,0.037919073
20173,INV,CC,-0.023074992
20174,INV,CC,-0.052861684
20175,INV,CC,-0.069578753
20176,INV,CC,0.042645808
20177,INV,CC,0.0263564
20178,INV,CC,0.034738492
20179,INV,CC,0.032147072
201710,INV,CC,-0.029687944
201711,INV,CC,-0.067810497
201712,INV,CC,-0.021268532
20181,INV,CC,-0.02958127
20182,INV,CC,-0.043030881
20183,INV,CC,0.019143725
20184,INV,CC,-0.022636693
20185,INV,CC,-0.020852663
20186,INV,CC,-0.123849177
20187,INV,CC,0.013999718
20167,INV,CD,0.013246159
20168,INV,CD,0.054602947
20169,INV,CD,-0.004800788
201610,INV,CD,0.032569896
201611,INV,CD,0.010251852
201612,INV,CD,-0.057398056
20171,INV,CD,-0.018264484
20172,INV,CD,0.059573116
20173,INV,CD,-0.001268215
20174,INV,CD,-0.028685433
20175,INV,CD,-0.06370453
20176,INV,CD,0.027228584
20177,INV,CD,-0.002569187
20178,INV,CD,0.047387521
20179,INV,CD,0.022852063
201710,INV,CD,-0.020916245
201711,INV,CD,-0.066192858
201712,INV,CD,-0.03962895
20181,INV,CD,-0.036716089
20182,INV,CD,-0.042028882
20183,INV,CD,0.021721921
20184,INV,CD,-0.043823627
20185,INV,CD,-0.003005478
20186,INV,CD,-0.118889792
20187,INV,CD,-0.001318397
20167,INV,CE,-0.01655907
20168,INV,CE,0.058223786
20169,INV,CE,-0.014466834
201610,INV,CE,0.025287653
201611,INV,CE,0.027766882
201612,INV,CE,-0.037667945
20171,INV,CE,-0.023241449
20172,INV,CE,0.048155869
20173,INV,CE,0.009763676
20174,INV,CE,-0.031847386
20175,INV,CE,-0.071228702
20176,INV,CE,0.039716979
20177,INV,CE,-0.007616969
20178,INV,CE,0.030323231
20179,INV,CE,0.014262208
201710,INV,CE,-0.009176906
201711,INV,CE,-0.059970462
201712,INV,CE,-0.031933999
20181,INV,CE,-0.004546522
20182,INV,CE,-0.032909701
20183,INV,CE,0.03448616
20184,INV,CE,-0.057495541
20185,INV,CE,-0.031895007
20186,INV,CE,-0.146013174
20187,INV,CE,0.005810997
20167,BM,DA,-0.021351129
20168,BM,DA,0.052933011
20169,BM,DA,-0.011661371
201610,BM,DA,0.062835574
201611,BM,DA,0.02373597
201612,BM,DA,-0.026226033
20171,BM,DA,-0.017612834
20172,BM,DA,0.041273709
20173,BM,DA,-0.010464581
20174,BM,DA,-0.032193336
20175,BM,DA,-0.072542066
20176,BM,DA,0.077619333
20177,BM,DA,0.07383119
20178,BM,DA,0.012429294
20179,BM,DA,0.029913247
201710,BM,DA,-0.001176497
201711,BM,DA,-0.061811433
201712,BM,DA,0.008308012
20181,BM,DA,-0.017764228
20182,BM,DA,-0.016201888
20183,BM,DA,0.035798015
20184,BM,DA,-0.029675049
20185,BM,DA,0.035984141
20186,BM,DA,-0.090403557
20187,BM,DA,0.001552411
20167,BM,DB,0.021357888
20168,BM,DB,0.02465409
20169,BM,DB,-0.008284695
201610,BM,DB,0.033183407
201611,BM,DB,0.010001817
201612,BM,DB,-0.039014603
20171,BM,DB,-0.02386765
20172,BM,DB,0.040009121
20173,BM,DB,-0.000447499
20174,BM,DB,-0.03722384
20175,BM,DB,-0.07265016
20176,BM,DB,0.063424667
20177,BM,DB,0.030545743
20178,BM,DB,0.034461256
20179,BM,DB,0.02312681
201710,BM,DB,-0.024700814
201711,BM,DB,-0.027899786
201712,BM,DB,0.011534229
20181,BM,DB,-0.015959549
20182,BM,DB,-0.024530658
20183,BM,DB,0.039721014
20184,BM,DB,-0.029213097
20185,BM,DB,0.002881309
20186,BM,DB,-0.100457696
20187,BM,DB,0.005743299
20167,BM,DC,0.000175117
20168,BM,DC,0.047015051
20169,BM,DC,-0.013165342
201610,BM,DC,0.037714377
201611,BM,DC,0.032036529
201612,BM,DC,-0.041735628
20171,BM,DC,-0.012577312
20172,BM,DC,0.051509092
20173,BM,DC,-0.013030161
20174,BM,DC,-0.005403268
20175,BM,DC,-0.075498669
20176,BM,DC,0.054723068
20177,BM,DC,0.025932688
20178,BM,DC,0.019871232
20179,BM,DC,0.026042607
201710,BM,DC,-0.012453814
201711,BM,DC,-0.042291579
201712,BM,DC,-0.019074722
20181,BM,DC,-0.031713602
20182,BM,DC,-0.025501939
20183,BM,DC,0.036028825
20184,BM,DC,-0.037387033
20185,BM,DC,-0.013798928
20186,BM,DC,-0.105029592
20187,BM,DC,0.008442157
20167,BM,DD,0.020128989
20168,BM,DD,0.054564445
20169,BM,DD,-0.040143441
201610,BM,DD,0.028367795
201611,BM,DD,0.015178455
201612,BM,DD,-0.051701125
20171,BM,DD,-0.015850307
20172,BM,DD,0.049137619
20173,BM,DD,-0.005077374
20174,BM,DD,-0.062633579
20175,BM,DD,-0.080449497
20176,BM,DD,0.051406209
20177,BM,DD,0.04360107
20178,BM,DD,0.020337633
20179,BM,DD,0.006748776
201710,BM,DD,-0.021316237
201711,BM,DD,-0.040535402
201712,BM,DD,-0.016497046
20181,BM,DD,-0.002574331
20182,BM,DD,-0.054490122
20183,BM,DD,0.003483271
20184,BM,DD,-0.040075292
20185,BM,DD,0.005459262
20186,BM,DD,-0.089301717
20187,BM,DD,0.001346559
20167,BM,DE,0.01823514
20168,BM,DE,0.051917979
20169,BM,DE,-0.010528812
201610,BM,DE,0.027655517
201611,BM,DE,0.035479172
201612,BM,DE,-0.037430832
20171,BM,DE,-0.000111824
20172,BM,DE,0.049774161
20173,BM,DE,-0.006789564
20174,BM,DE,-0.026725368
20175,BM,DE,-0.064308081
20176,BM,DE,0.040998214
20177,BM,DE,0.069986551
20178,BM,DE,0.031043431
20179,BM,DE,-0.002906692
201710,BM,DE,-0.035569328
201711,BM,DE,-0.049798735
201712,BM,DE,-0.021460255
20181,BM,DE,0.013647253
20182,BM,DE,-0.057987553
20183,BM,DE,-0.008331344
20184,BM,DE,-0.041907383
20185,BM,DE,-0.005287803
20186,BM,DE,-0.088064268
20187,BM,DE,0.029896631
20167,OP,DA,-0.017531476
20168,OP,DA,0.03404405
20169,OP,DA,-0.018891754
201610,OP,DA,0.019462288
201611,OP,DA,0.026328667
201612,OP,DA,-0.054061804
20171,OP,DA,-0.014064919
20172,OP,DA,0.035600164
20173,OP,DA,-0.023817119
20174,OP,DA,-0.078697038
20175,OP,DA,-0.091141536
20176,OP,DA,0.032599266
20177,OP,DA,0.040123438
20178,OP,DA,0.021178204
20179,OP,DA,0.021717282
201710,OP,DA,-0.052551957
201711,OP,DA,-0.056344899
201712,OP,DA,-0.003619537
20181,OP,DA,-0.052385747
20182,OP,DA,-0.041505955
20183,OP,DA,0.04571265
20184,OP,DA,-0.021797462
20185,OP,DA,-0.028504679
20186,OP,DA,-0.096675085
20187,OP,DA,0.043702125
20167,OP,DB,0.019437236
20168,OP,DB,0.047341425
20169,OP,DB,-0.025052027
201610,OP,DB,0.037896944
201611,OP,DB,0.029671099
201612,OP,DB,-0.049785989
20171,OP,DB,-0.024038014
20172,OP,DB,0.046668442
20173,OP,DB,-0.001617875
20174,OP,DB,-0.016741083
20175,OP,DB,-0.086527415
20176,OP,DB,0.042668364
20177,OP,DB,0.030086037
20178,OP,DB,0.022337433
20179,OP,DB,0.031126296
201710,OP,DB,-0.033901518
201711,OP,DB,-0.050164487
201712,OP,DB,-0.014123988
20181,OP,DB,-0.021984169
20182,OP,DB,-0.046000581
20183,OP,DB,0.018564113
20184,OP,DB,-0.032698529
20185,OP,DB,0.002720063
20186,OP,DB,-0.107323843
20187,OP,DB,0.002353952
20167,OP,DC,0.035554387
20168,OP,DC,0.036169905
20169,OP,DC,-0.033285292
201610,OP,DC,0.042014949
201611,OP,DC,0.03087098
201612,OP,DC,-0.029606987
20171,OP,DC,-0.020439718
20172,OP,DC,0.039685686
20173,OP,DC,-0.01826879
20174,OP,DC,-0.068400158
20175,OP,DC,-0.061996292
20176,OP,DC,0.056886505
20177,OP,DC,0.063629231
20178,OP,DC,0.030503152
20179,OP,DC,0.015283471
201710,OP,DC,-0.020047443
201711,OP,DC,-0.046408842
201712,OP,DC,-0.00600178
20181,OP,DC,-0.030366818
20182,OP,DC,-0.044487218
20183,OP,DC,0.044250192
20184,OP,DC,-0.038035829
20185,OP,DC,0.004416882
20186,OP,DC,-0.101461643
20187,OP,DC,0.005697542
20167,OP,DD,-0.00525097
20168,OP,DD,0.05253132
20169,OP,DD,-0.011934841
201610,OP,DD,0.04401372
201611,OP,DD,0.008472219
201612,OP,DD,-0.04224625
20171,OP,DD,-0.011822695
20172,OP,DD,0.052026395
20173,OP,DD,-0.005221493
20174,OP,DD,-0.011650221
20175,OP,DD,-0.063934889
20176,OP,DD,0.057848177
20177,OP,DD,0.033079753
20178,OP,DD,0.035340865
20179,OP,DD,0.010081495
201710,OP,DD,-0.013751703
201711,OP,DD,-0.042219388
201712,OP,DD,-0.00166512
20181,OP,DD,-0.015779324
20182,OP,DD,-0.022820071
20183,OP,DD,0.02207464
20184,OP,DD,-0.034138647
20185,OP,DD,0.006831202
20186,OP,DD,-0.095376462
20187,OP,DD,0.00995314
20167,OP,DE,0.01592326
20168,OP,DE,0.054805421
20169,OP,DE,-0.002452521
201610,OP,DE,0.038961117
201611,OP,DE,0.02692854
201612,OP,DE,-0.024585333
20171,OP,DE,-0.001660292
20172,OP,DE,0.052682158
20173,OP,DE,0.006953399
20174,OP,DE,-0.015176254
20175,OP,DE,-0.070198098
20176,OP,DE,0.081762353
20177,OP,DE,0.076967713
20178,OP,DE,0.0084446
20179,OP,DE,0.00738735
201710,OP,DE,0.003179586
201711,OP,DE,-0.032492031
201712,OP,DE,-0.013358533
20181,OP,DE,0.044394422
20182,OP,DE,-0.036138181
20183,OP,DE,-0.010528385
20184,OP,DE,-0.046353981
20185,OP,DE,0.025067626
20186,OP,DE,-0.078226357
20187,OP,DE,-0.002346741
20167,INV,DA,0.017690856
20168,INV,DA,0.043876454
20169,INV,DA,-0.019671881
201610,INV,DA,0.031164016
201611,INV,DA,0.03419695
201612,INV,DA,-0.050527267
20171,INV,DA,-0.009304373
20172,INV,DA,0.048459024
20173,INV,DA,-0.019688307
20174,INV,DA,-0.037224249
20175,INV,DA,-0.100340524
20176,INV,DA,0.043431897
20177,INV,DA,0.062912976
20178,INV,DA,0.007273733
20179,INV,DA,0.008741722
201710,INV,DA,-0.037795015
201711,INV,DA,-0.049631038
201712,INV,DA,-0.016077051
20181,INV,DA,0.00588818
20182,INV,DA,-0.057800462
20183,INV,DA,0.013348175
20184,INV,DA,-0.028686543
20185,INV,DA,-0.006239137
20186,INV,DA,-0.099294388
20187,INV,DA,0.027971292
20167,INV,DB,0.011938158
20168,INV,DB,0.047173418
20169,INV,DB,-0.026421121
201610,INV,DB,0.022166104
201611,INV,DB,0.039834092
201612,INV,DB,-0.01402238
20171,INV,DB,-0.007074083
20172,INV,DB,0.054357018
20173,INV,DB,-0.001170893
20174,INV,DB,-0.045418941
20175,INV,DB,-0.07139303
20176,INV,DB,0.053822329
20177,INV,DB,0.081319712
20178,INV,DB,0.040920958
20179,INV,DB,-0.002403638
201710,INV,DB,-0.033142943
201711,INV,DB,-0.035068235
201712,INV,DB,-0.002541604
20181,INV,DB,0.006701167
20182,INV,DB,-0.052630488
20183,INV,DB,0.007518696
20184,INV,DB,-0.035242856
20185,INV,DB,0.008881391
20186,INV,DB,-0.091955296
20187,INV,DB,0.007263542
20167,INV,DC,0.00732282
20168,INV,DC,0.035687975
20169,INV,DC,-0.013358468
201610,INV,DC,0.048517375
201611,INV,DC,0.013572151
201612,INV,DC,-0.045131706
20171,INV,DC,-0.015821475
20172,INV,DC,0.043946382
20173,INV,DC,-0.008906329
20174,INV,DC,-0.038884793
20175,INV,DC,-0.067038058
20176,INV,DC,0.059801702
20177,INV,DC,0.015323076
20178,INV,DC,0.019250988
20179,INV,DC,0.006910068
201710,INV,DC,-0.011699534
201711,INV,DC,-0.04658998
201712,INV,DC,-0.010248119
20181,INV,DC,-0.017230468
20182,INV,DC,-0.031574631
20183,INV,DC,0.025975952
20184,INV,DC,-0.035081487
20185,INV,DC,0.01596801
20186,INV,DC,-0.088963724
20187,INV,DC,0.018004383
20167,INV,DD,0.004868184
20168,INV,DD,0.04946642
20169,INV,DD,-0.014448139
201610,INV,DD,0.033580812
201611,INV,DD,0.02024963
201612,INV,DD,-0.046127815
20171,INV,DD,-0.015809612
20172,INV,DD,0.045815758
20173,INV,DD,-0.006819153
20174,INV,DD,-0.006728753
20175,INV,DD,-0.065354013
20176,INV,DD,0.065586093
20177,INV,DD,0.058293235
20178,INV,DD,0.025509795
20179,INV,DD,0.018374248
201710,INV,DD,-0.008672099
201711,INV,DD,-0.05871545
201712,INV,DD,-0.002316324
20181,INV,DD,-0.00297166
20182,INV,DD,-0.030202024
20183,INV,DD,0.031379257
20184,INV,DD,-0.040873844
20185,INV,DD,0.00394201
20186,INV,DD,-0.077996539
20187,INV,DD,0.014666838
20167,INV,DE,0.003411838
20168,INV,DE,0.054718416
20169,INV,DE,-0.012661704
201610,INV,DE,0.047872064
201611,INV,DE,0.011037802
201612,INV,DE,-0.039635062
20171,INV,DE,-0.01970898
20172,INV,DE,0.041168293
20173,INV,DE,0.001330461
20174,INV,DE,-0.035761207
20175,INV,DE,-0.063718053
20176,INV,DE,0.060060742
20177,INV,DE,0.033622145
20178,INV,DE,0.027727627
20179,INV,DE,0.043033194
201710,INV,DE,-0.012230182
201711,INV,DE,-0.031832199
201712,INV,DE,-0.007085115
20181,INV,DE,-0.037259533
20182,INV,DE,-0.015236343
20183,INV,DE,0.02475119
20184,INV,DE,-0.037458779
20185,INV,DE,0.001389309
20186,INV,DE,-0.112882531
20187,INV,DE,-0.014462139
20167,BM,EA,0.063922006
20168,BM,EA,0.009919073
20169,BM,EA,-0.018556872
201610,BM,EA,0.035374631
201611,BM,EA,0.013315928
201612,BM,EA,-0.032967056
20171,BM,EA,0.017395142
20172,BM,EA,0.046801908
20173,BM,EA,0.065811045
20174,BM,EA,0.029480595
20175,BM,EA,0.02947224
20176,BM,EA,0.107156987
20177,BM,EA,0.032234372
20178,BM,EA,0.040698976
20179,BM,EA,0.06901757
201710,BM,EA,0.109285473
201711,BM,EA,-0.01668371
201712,BM,EA,0.07925259
20181,BM,EA,0.045172806
20182,BM,EA,-0.010606662
20183,BM,EA,0.006360529
20184,BM,EA,-0.023257021
20185,BM,EA,0.115129215
20186,BM,EA,-0.0534237
20187,BM,EA,-0.022013488
20167,BM,EB,0.052117058
20168,BM,EB,0.034915098
20169,BM,EB,0.017273345
201610,BM,EB,0.021705957
201611,BM,EB,0.058914762
201612,BM,EB,-0.044170705
20171,BM,EB,0.015217754
20172,BM,EB,0.038212294
20173,BM,EB,0.03990239
20174,BM,EB,-0.003002496
20175,BM,EB,0.024682592
20176,BM,EB,0.102072344
20177,BM,EB,0.018049739
20178,BM,EB,0.024356168
20179,BM,EB,0.022914751
201710,BM,EB,0.063937896
201711,BM,EB,-0.00345387
201712,BM,EB,0.037679836
20181,BM,EB,0.044871349
20182,BM,EB,-0.021943209
20183,BM,EB,0.00138131
20184,BM,EB,-0.035631756
20185,BM,EB,0.06701435
20186,BM,EB,-0.056213064
20187,BM,EB,-0.011601215
20167,BM,EC,0.05760788
20168,BM,EC,0.019594049
20169,BM,EC,-0.022240294
201610,BM,EC,0.024362478
201611,BM,EC,0.0444291
201612,BM,EC,-0.047613585
20171,BM,EC,0.039110027
20172,BM,EC,0.039866042
20173,BM,EC,0.007078115
20174,BM,EC,-0.010732225
20175,BM,EC,-0.034365366
20176,BM,EC,0.070138528
20177,BM,EC,0.067747317
20178,BM,EC,0.013905127
20179,BM,EC,0.019830585
201710,BM,EC,0.034306394
201711,BM,EC,-0.016033024
201712,BM,EC,0.002776719
20181,BM,EC,0.043034825
20182,BM,EC,-0.023822366
20183,BM,EC,-0.005647597
20184,BM,EC,-0.025644182
20185,BM,EC,0.0218369
20186,BM,EC,-0.063918169
20187,BM,EC,0.025589043
20167,BM,ED,0.042248646
20168,BM,ED,0.032277301
20169,BM,ED,-0.026656957
201610,BM,ED,0.044524337
201611,BM,ED,0.069479548
201612,BM,ED,-0.021124997
20171,BM,ED,0.057689052
20172,BM,ED,0.001011698
20173,BM,ED,-0.010986971
20174,BM,ED,-0.007946075
20175,BM,ED,0.003448084
20176,BM,ED,0.041396493
20177,BM,ED,0.044771993
20178,BM,ED,0.012712689
20179,BM,ED,0.0046576
201710,BM,ED,0.047527829
201711,BM,ED,0.007958415
201712,BM,ED,0.006545283
20181,BM,ED,0.060071042
20182,BM,ED,-0.058279072
20183,BM,ED,-0.046276228
20184,BM,ED,-0.014189886
20185,BM,ED,0.016988906
20186,BM,ED,-0.05872824
20187,BM,ED,0.020174161
20167,BM,EE,0.026861655
20168,BM,EE,0.058465825
20169,BM,EE,-0.023328289
201610,BM,EE,0.024363776
201611,BM,EE,0.07594161
201612,BM,EE,-0.05033929
20171,BM,EE,0.03856345
20172,BM,EE,0.017530043
20173,BM,EE,-0.004238657
20174,BM,EE,0.006075284
20175,BM,EE,0.04056197
20176,BM,EE,0.023475582
20177,BM,EE,0.066054276
20178,BM,EE,0.030302754
20179,BM,EE,-0.010413543
201710,BM,EE,0.015849399
201711,BM,EE,0.010154553
201712,BM,EE,-0.004074291
20181,BM,EE,0.117056727
20182,BM,EE,-0.081584838
20183,BM,EE,-0.049942797
20184,BM,EE,-0.023085077
20185,BM,EE,-0.021576552
20186,BM,EE,-0.062218255
20187,BM,EE,0.052913271
20167,OP,EA,0.041587573
20168,OP,EA,0.018700256
20169,OP,EA,-0.034120464
201610,OP,EA,0.066650023
201611,OP,EA,0.1123563
201612,OP,EA,-0.020021182
20171,OP,EA,-0.004094877
20172,OP,EA,0.034966229
20173,OP,EA,-0.024222642
20174,OP,EA,-0.057324241
20175,OP,EA,-0.072734821
20176,OP,EA,0.017804248
20177,OP,EA,0.053399606
20178,OP,EA,0.045900226
20179,OP,EA,0.009545538
201710,OP,EA,-0.015624663
201711,OP,EA,-0.049315191
201712,OP,EA,0.013346027
20181,OP,EA,0.029562448
20182,OP,EA,-0.051240193
20183,OP,EA,-0.015317441
20184,OP,EA,-0.019007511
20185,OP,EA,-0.001265293
20186,OP,EA,-0.10362867
20187,OP,EA,0.02910176
20167,OP,EB,0.020558301
20168,OP,EB,0.043705143
20169,OP,EB,-0.039877192
201610,OP,EB,0.027493865
201611,OP,EB,0.041920627
201612,OP,EB,-0.013873717
20171,OP,EB,0.054523485
20172,OP,EB,0.002369787
20173,OP,EB,-0.024877725
20174,OP,EB,0.017656408
20175,OP,EB,-0.038249914
20176,OP,EB,0.021584316
20177,OP,EB,0.060576615
20178,OP,EB,0.016738976
20179,OP,EB,-0.013067664
201710,OP,EB,-3.51E-05
201711,OP,EB,-0.027182093
201712,OP,EB,-0.00820672
20181,OP,EB,0.048245269
20182,OP,EB,-0.078156564
20183,OP,EB,-0.01251302
20184,OP,EB,-0.014967262
20185,OP,EB,0.01322746
20186,OP,EB,-0.052905927
20187,OP,EB,0.019397336
20167,OP,EC,0.019020868
20168,OP,EC,0.039906835
20169,OP,EC,-0.028607082
201610,OP,EC,0.042172113
201611,OP,EC,0.075997147
201612,OP,EC,-0.045797559
20171,OP,EC,0.031787479
20172,OP,EC,0.015151294
20173,OP,EC,-0.010610606
20174,OP,EC,-0.003254041
20175,OP,EC,-0.006785373
20176,OP,EC,0.029734044
20177,OP,EC,0.052538059
20178,OP,EC,0.016436692
20179,OP,EC,0.014535009
201710,OP,EC,0.028245643
201711,OP,EC,-0.014744298
201712,OP,EC,-0.004885304
20181,OP,EC,0.027958081
20182,OP,EC,-0.042850954
20183,OP,EC,0.003985797
20184,OP,EC,-0.022030618
20185,OP,EC,-0.003476452
20186,OP,EC,-0.079282866
20187,OP,EC,0.030751525
20167,OP,ED,0.038211141
20168,OP,ED,0.040290749
20169,OP,ED,-0.025598339
201610,OP,ED,0.032911202
201611,OP,ED,0.075359489
201612,OP,ED,-0.051412822
20171,OP,ED,0.038281464
20172,OP,ED,0.031136924
20173,OP,ED,-0.008511645
20174,OP,ED,-0.012208408
20175,OP,ED,0.018594257
20176,OP,ED,0.036235624
20177,OP,ED,0.061450049
20178,OP,ED,0.037558831
20179,OP,ED,-0.016617525
201710,OP,ED,0.020387182
201711,OP,ED,0.016911499
201712,OP,ED,0.001101195
20181,OP,ED,0.069546666
20182,OP,ED,-0.052239136
20183,OP,ED,-0.039522579
20184,OP,ED,-0.018116618
20185,OP,ED,-0.000837923
20186,OP,ED,-0.076211725
20187,OP,ED,0.037130778
20167,OP,EE,0.051569808
20168,OP,EE,0.046427452
20169,OP,EE,-0.00728888
201610,OP,EE,0.020189553
201611,OP,EE,0.054102883
201612,OP,EE,-0.046349494
20171,OP,EE,0.037037738
20172,OP,EE,0.024300599
20173,OP,EE,0.035269477
20174,OP,EE,0.015575051
20175,OP,EE,0.05747124
20176,OP,EE,0.068895646
20177,OP,EE,0.049023246
20178,OP,EE,0.027213244
20179,OP,EE,0.025961189
201710,OP,EE,0.067318202
201711,OP,EE,0.008665943
201712,OP,EE,0.033528672
20181,OP,EE,0.1125647
20182,OP,EE,-0.0561028
20183,OP,EE,-0.040525948
20184,OP,EE,-0.027092868
20185,OP,EE,0.04197386
20186,OP,EE,-0.047400628
20187,OP,EE,0.021064505
20167,INV,EA,0.043475812
20168,INV,EA,0.040008975
20169,INV,EA,-0.026634946
201610,INV,EA,0.061936513
201611,INV,EA,0.070399547
201612,INV,EA,-0.045642681
20171,INV,EA,0.021987637
20172,INV,EA,0.019919402
20173,INV,EA,-0.006822901
20174,INV,EA,-0.025071292
20175,INV,EA,-0.000116123
20176,INV,EA,0.033230542
20177,INV,EA,0.04944093
20178,INV,EA,0.034931333
20179,INV,EA,0.003868862
201710,INV,EA,-0.022355544
201711,INV,EA,0.004075377
201712,INV,EA,-0.025858764
20181,INV,EA,0.070497793
20182,INV,EA,-0.077735736
20183,INV,EA,-0.039156
20184,INV,EA,-0.010312947
20185,INV,EA,-0.025618144
20186,INV,EA,-0.056424297
20187,INV,EA,0.014172075
20167,INV,EB,0.02920268
20168,INV,EB,0.044047327
20169,INV,EB,-0.031463399
201610,INV,EB,0.023583566
201611,INV,EB,0.050803327
201612,INV,EB,-0.028982172
20171,INV,EB,0.050882544
20172,INV,EB,0.003083193
20173,INV,EB,-0.018349438
20174,INV,EB,-0.013299484
20175,INV,EB,0.021729358
20176,INV,EB,0.032411901
20177,INV,EB,0.055119721
20178,INV,EB,0.011546973
20179,INV,EB,-0.013071282
201710,INV,EB,0.018762122
201711,INV,EB,0.005965378
201712,INV,EB,-0.004267222
20181,INV,EB,0.07583512
20182,INV,EB,-0.061154032
20183,INV,EB,-0.040986795
