,const,beta_market,beta_SMB,beta_HML,beta_RMW,beta_CMA,t_const,t_beta_market,t_beta_SMB,t_beta_HML,t_beta_RMW,t_beta_CMA,,,,const,,,,,,t_const,,
24,0.0212622,0.11351728,0.04663277,0.721464617,-0.575638707,0.730493149,0.548693347,0.375393016,0.094979521,1.294158509,-0.558998196,0.9096088,,0.465205758,-0.281081136,-0.226856837,-0.723323858,0.047123168,,0.380152416,-0.244602895,-0.191038452,-0.724983159,0.050609336
,,,,,,,,,,,,,,-0.164284048,-0.089318469,-0.474038786,-0.790343028,-0.17902953,,-0.116006424,-0.082886683,-0.45096547,-0.849311157,-0.22370167
,,,,,,,,,,,,,,-0.144889482,-0.793458369,0.093149399,-0.094962421,-0.240868692,,-0.115635328,-0.720654345,0.098377256,-0.110276866,-0.252908553
,,,,,,,,,,,,,,0.424758168,-0.327976761,0.41208139,-0.705492006,0.557495732,,0.284607571,-0.27735837,0.412241621,-0.819812222,0.5500964
,,,,,,,,,,,,,,-0.816661159,-0.035280447,-0.150173525,-0.175882179,-0.575638707,,-0.481492364,-0.032114477,-0.142487787,-0.185950163,-0.558998196
,,,,,,,,,,,,,,,,beta_CMA,,,,,,t_beta_CMA,,
,,,,,,,,,,,,,,0.785152459,1.045524474,0.976673633,1.13138385,0.690985468,,0.822706174,1.166654295,1.054621135,1.454062894,0.951575294
,,,,,,,,,,,,,,1.135196295,1.01358158,0.959899947,1.234882811,0.790496926,,1.027864094,1.20609158,1.170936837,1.701590441,1.266551426
,,,,,,,,,,,,,,0.669157744,1.321456263,0.868405946,0.688622353,0.68863993,,0.684794513,1.538982729,1.176022214,1.025396534,0.927157363
,,,,,,,,,,,,,,0.603604502,0.932316486,0.373496223,1.163904046,-0.409006774,,0.518603292,1.010973233,0.479107686,1.73427338,-0.517494627
,,,,,,,,,,,,,,1.130139313,0.102353435,0.527332221,0.844005743,0.730493149,,0.85439279,0.119466816,0.641573864,1.144190182,0.9096088
