,rm-rf,SMB,HML,RMW,CMA
count,25.0,25.0,25.0,25.0,25.0
mean,-0.24254324,0.006519080523396147,-0.019304103139891508,0.0020939037627132288,0.006754444202888227
std,0.05806867341151624,0.026401551497218963,0.04088047573223414,0.02684268989747722,0.018928205423842468
min,-0.382552,-0.0478117660833977,-0.0969697605030038,-0.0407177687140117,-0.0389997601965356
25%,-0.271489,-0.009082984767728,-0.0389876940861438,-0.0202122576978536,-0.0024439320908338
50%,-0.248001,0.010174477278061,-0.0211184053454005,0.0026269357448469,0.0093593350926371
75%,-0.207942,0.0266130483450635,0.0018086792395386,0.0193217721838796,0.0205851982115475
max,-0.096453,0.0506605746513611,0.0593289266536699,0.0568776278418398,0.0327185789626222
