,Stkcd,Size,BM,OP,INV
229,713,A,C,A,C
230,715,A,B,D,A
231,717,D,D,A,A
232,718,D,D,E,A
233,719,C,D,D,C
234,720,B,C,A,B
235,721,A,A,A,A
236,722,C,B,C,B
237,723,C,E,E,A
238,725,E,E,A,E
239,726,C,D,D,B
240,728,E,E,C,A
241,729,E,D,B,B
242,731,C,C,A,A
243,732,E,E,D,E
244,733,C,D,B,D
245,735,C,D,A,E
246,736,B,E,B,E
247,737,A,C,C,A
248,738,E,A,B,A
249,739,C,C,D,B
250,750,E,E,D,D
251,751,C,B,C,C
252,752,B,A,B,A
253,753,B,D,D,E
254,756,B,D,C,B
255,757,A,A,C,C
256,758,E,D,C,B
257,759,C,D,A,B
258,760,C,B,B,E
259,761,E,E,C,D
260,762,D,A,B,D
261,766,C,B,C,D
262,767,D,E,B,E
263,768,E,B,B,B
264,776,E,E,D,A
265,777,C,A,C,B
266,778,E,E,A,A
267,779,A,A,A,A
268,780,C,C,A,A
269,782,B,B,A,C
270,783,E,E,D,C
271,785,A,C,C,C
272,786,E,C,E,B
273,788,C,A,B,A
274,789,B,D,D,A
275,790,B,A,C,D
276,791,D,E,A,E
277,792,E,E,A,B
278,793,E,C,D,B
279,795,C,B,A,D
280,796,A,D,E,E
281,797,D,D,E,C
282,798,A,A,A,B
283,799,C,B,C,B
284,800,D,D,A,B
285,801,D,B,C,C
286,802,C,C,E,E
287,803,A,A,A,C
288,806,C,A,A,C
289,807,E,E,B,C
290,809,A,D,A,B
291,810,B,D,E,D
292,811,C,C,D,D
293,812,B,A,C,A
294,813,B,C,E,E
295,815,B,B,A,E
296,816,D,C,A,A
297,818,C,A,B,B
298,819,B,A,B,B
299,820,C,A,E,E
300,822,D,B,D,B
301,823,C,C,C,B
302,825,E,E,B,B
303,826,E,C,E,E
304,828,D,C,E,C
305,830,D,E,B,C
306,831,E,A,B,A
307,833,A,C,A,B
308,835,A,B,A,A
309,837,B,E,A,D
310,839,E,B,B,E
311,848,D,A,E,D
312,850,C,D,B,A
313,851,C,D,B,D
314,852,C,C,A,A
315,856,C,B,A,A
316,858,E,B,E,D
317,859,B,B,A,C
318,860,D,D,C,C
319,861,C,D,D,D
320,863,C,E,E,B
321,868,B,E,A,E
322,869,E,C,E,C
323,875,C,E,A,D
324,876,E,D,D,C
325,877,D,E,A,A
326,878,E,D,B,A
327,880,A,D,A,A
328,881,C,D,C,E
329,882,C,D,B,A
330,883,E,D,C,A
331,885,D,B,B,C
332,886,C,C,B,B
333,888,C,B,D,C
334,890,A,E,E,E
335,892,A,C,D,E
336,893,A,C,A,A
337,895,E,A,E,A
338,897,C,C,B,C
339,898,E,E,B,A
340,899,B,D,D,D
341,900,D,E,D,D
342,901,D,B,B,E
343,902,D,D,D,C
344,905,D,D,C,E
345,906,B,D,C,D
346,908,B,D,E,E
347,909,B,D,B,C
348,910,D,B,E,A
349,911,B,D,A,D
350,913,C,B,E,B
351,915,C,A,E,D
352,917,D,D,C,C
353,918,D,E,E,B
354,919,C,B,D,B
355,920,B,A,E,C
356,921,D,E,E,E
357,922,B,B,A,A
358,923,C,A,A,A
359,925,C,B,A,A
360,926,D,E,D,D
361,927,C,B,C,A
362,928,C,E,E,B
363,929,A,B,A,A
364,930,D,B,A,A
365,931,B,B,B,D
366,932,E,E,A,A
367,933,E,E,A,B
368,936,C,D,E,E
369,937,E,E,B,C
370,938,D,E,B,E
371,939,D,E,A,D
372,948,A,C,A,B
373,949,C,C,B,D
374,951,D,E,D,D
375,952,B,A,E,B
376,953,A,A,E,A
377,955,A,A,C,C
378,957,C,D,E,D
379,958,B,D,E,B
380,959,E,E,B,E
381,960,E,D,C,B
382,961,E,E,B,D
383,962,B,B,A,A
384,963,E,B,E,D
385,965,C,D,C,D
386,966,C,D,E,A
387,967,C,C,C,C
388,968,B,E,A,A
389,969,D,D,B,D
390,970,E,A,D,B
391,971,B,C,B,E
392,972,A,B,A,A
393,973,C,C,C,B
394,975,D,A,C,B
395,976,B,C,B,E
396,977,E,B,C,D
397,978,A,C,A,A
398,979,E,E,B,E
399,980,C,B,B,D
400,981,E,D,E,B
401,983,E,E,B,B
402,985,A,A,C,C
403,987,C,E,C,E
404,988,D,B,C,C
405,989,D,C,E,C
406,990,B,E,A,E
407,993,B,C,B,C
408,995,A,A,A,A
409,996,B,A,B,C
410,997,E,A,E,D
411,998,E,B,C,E
412,999,E,B,E,C
413,1696,C,C,D,A
414,1896,B,E,D,C
415,1979,E,E,E,D
416,2001,E,B,E,D
417,2002,E,C,E,C
418,2003,B,B,E,D
419,2004,D,E,C,D
420,2005,C,E,A,B
421,2007,E,A,E,D
422,2008,E,B,D,E
423,2009,B,D,B,B
424,2010,C,E,A,D
425,2011,D,D,A,C
426,2014,A,B,D,C
427,2015,A,A,A,A
428,2016,C,D,D,E
429,2017,B,A,C,B
430,2018,E,B,E,E
431,2019,D,C,E,E
432,2020,C,C,D,C
433,2021,B,A,A,C
434,2022,C,A,D,C
435,2023,C,C,A,D
436,2024,E,E,A,E
437,2026,A,C,C,E
438,2027,E,A,E,A
439,2028,D,C,D,B
440,2029,C,D,C,C
441,2030,D,A,B,E
442,2031,C,C,A,C
443,2032,E,B,E,C
444,2033,C,B,E,B
445,2034,A,A,B,E
446,2035,D,B,E,D
447,2036,C,B,D,E
448,2037,B,D,C,A
449,2038,E,A,D,C
450,2039,B,E,C,A
451,2040,B,C,B,E
452,2041,D,A,E,B
453,2042,D,D,B,D
454,2043,D,A,E,E
455,2044,E,B,E,E
456,2045,C,B,B,B
457,2046,B,B,A,B
458,2047,D,C,E,D
459,2048,D,D,E,D
460,2049,D,A,C,C
461,2050,E,B,E,B
462,2051,E,C,E,A
463,2052,B,A,A,A
464,2053,B,B,D,A
465,2054,B,C,D,D
466,2055,D,C,A,D
467,2056,E,B,D,C
468,2057,A,A,A,D
469,2058,A,A,A,A
470,2059,C,B,C,A
471,2060,B,E,C,C
472,2061,B,D,B,E
473,2062,C,E,D,A
474,2063,C,A,C,D
475,2064,D,C,A,B
476,2065,E,B,D,C
477,2066,A,C,A,A
478,2067,C,C,C,B
479,2068,C,D,B,A
480,2069,C,B,A,A
481,2071,B,C,E,B
482,2072,C,A,A,A
483,2073,C,D,A,B
484,2074,E,C,E,E
485,2077,B,E,A,D
486,2078,E,D,E,B
487,2079,C,A,D,D
488,2080,D,E,B,E
489,2081,E,D,E,C
490,2082,A,B,C,B
491,2083,C,D,E,A
492,2084,B,B,C,B
493,2085,E,A,E,B
494,2086,C,C,B,B
495,2087,B,D,B,D
496,2088,A,C,C,B
497,2089,C,C,B,C
498,2090,B,C,C,E
499,2091,C,E,E,E
500,2092,E,E,D,D
501,2093,C,B,B,E
502,2094,C,A,D,E
503,2095,D,A,A,E
504,2096,B,C,B,D
505,2097,B,E,B,E
506,2098,B,A,D,A
507,2099,C,D,C,E
508,2100,C,C,E,D
509,2101,C,B,C,E
510,2102,B,D,C,E
511,2103,B,B,C,D
512,2104,C,A,C,B
513,2105,A,A,B,C
514,2106,C,B,C,C
515,2107,B,A,D,B
516,2108,E,A,E,E
517,2109,A,E,A,E
518,2110,D,E,E,E
519,2111,B,C,C,D
520,2112,A,B,A,A
521,2114,C,A,D,B
522,2115,A,C,B,D
523,2116,B,C,E,C
524,2117,D,A,E,C
525,2118,C,C,B,E
526,2119,B,A,C,C
527,2120,B,D,E,E
528,2121,C,E,C,D
529,2122,D,B,A,A
530,2123,C,C,C,A
531,2124,A,C,E,D
532,2125,A,C,B,A
533,2126,C,C,D,D
534,2127,D,A,E,E
535,2130,C,C,B,E
536,2131,D,C,D,E
537,2133,A,E,E,A
538,2134,A,A,A,A
539,2135,B,E,B,A
540,2136,B,A,C,B
541,2137,A,B,D,E
542,2138,D,A,E,D
543,2139,C,C,D,E
544,2140,C,C,B,B
545,2142,E,E,E,D
546,2144,A,C,C,A
547,2145,C,C,B,C
548,2146,E,E,E,E
549,2147,C,E,E,E
550,2148,C,A,C,C
551,2149,B,C,A,D
552,2150,A,A,D,E
553,2151,C,C,B,E
554,2152,E,C,D,E
555,2153,D,B,C,D
556,2154,B,C,A,A
557,2155,D,B,B,C
558,2156,D,D,B,E
559,2157,C,D,E,D
560,2158,D,B,D,C
561,2159,A,C,A,D
562,2160,B,D,C,D
563,2161,D,A,B,C
564,2163,C,C,A,A
565,2164,B,B,A,A
566,2165,A,B,C,E
567,2166,B,B,D,D
568,2167,C,B,B,B
569,2169,A,C,B,D
570,2170,B,C,B,C
571,2171,C,C,C,E
572,2172,B,C,E,C
573,2173,A,D,B,E
574,2174,E,B,E,E
575,2175,C,A,B,E
576,2176,E,B,C,D
577,2177,B,B,A,A
578,2178,C,B,B,C
579,2179,E,A,E,D
580,2180,B,E,A,E
581,2181,C,B,A,C
582,2182,C,C,D,D
583,2183,E,E,C,D
584,2184,A,C,A,C
585,2185,D,B,C,C
586,2186,C,A,D,C
587,2187,B,C,C,A
588,2188,B,B,C,B
589,2189,A,A,B,B
590,2190,D,C,B,E
591,2191,D,B,E,D
592,2192,C,A,A,A
593,2193,A,D,A,E
594,2194,B,A,A,B
595,2195,D,C,D,E
596,2196,A,C,C,B
597,2197,B,C,B,E
598,2198,C,A,C,B
599,2199,A,A,A,A
600,2200,A,D,C,D
601,2201,A,B,A,C
602,2202,E,E,E,D
603,2203,D,D,E,E
604,2204,D,E,A,A
605,2205,A,C,B,D
606,2206,C,C,D,D
607,2207,A,A,A,A
608,2208,B,E,C,E
609,2209,A,B,A,B
610,2210,D,D,E,A
611,2211,B,A,A,B
612,2212,B,E,B,E
613,2213,B,A,B,B
614,2214,A,A,A,A
615,2215,C,B,A,B
616,2216,B,C,A,C
617,2217,E,E,D,E
618,2218,C,C,B,C
619,2219,D,C,D,D
620,2220,A,D,C,B
621,2221,E,D,D,E
622,2222,C,A,D,C
623,2223,E,A,D,E
624,2224,B,A,E,C
625,2225,B,D,A,A
626,2227,B,A,A,A
627,2228,B,D,C,E
628,2229,A,B,B,D
629,2230,E,A,C,D
630,2231,A,A,A,B
631,2232,B,A,A,B
632,2233,D,C,D,C
633,2234,B,B,E,D
634,2235,A,C,A,E
635,2236,E,C,E,E
636,2237,D,D,D,C
637,2238,C,B,D,B
638,2240,C,B,A,B
639,2241,E,C,E,D
640,2242,D,A,E,A
641,2243,B,A,B,B
642,2244,E,E,E,D
643,2245,D,B,D,E
644,2246,C,B,C,E
645,2247,C,C,B,E
646,2249,D,E,C,E
647,2250,D,C,C,A
648,2251,D,D,B,D
649,2253,B,A,B,A
650,2254,D,A,B,B
651,2255,B,C,B,B
652,2258,C,B,D,D
653,2259,C,B,C,D
654,2261,D,B,C,A
655,2262,D,A,E,D
656,2265,C,A,A,B
657,2266,C,C,B,D
658,2267,D,D,D,B
659,2268,C,A,C,E
660,2269,D,B,C,A
661,2270,A,C,E,C
662,2271,E,C,E,E
663,2272,A,B,A,A
664,2273,D,A,D,C
665,2274,B,D,B,A
666,2275,D,A,E,B
667,2276,D,A,C,B
668,2277,D,D,C,C
669,2278,A,A,A,A
670,2279,A,C,D,C
671,2280,D,C,C,E
672,2281,D,A,D,D
673,2283,C,B,C,C
674,2284,C,B,C,D
675,2285,E,C,E,B
676,2286,A,B,B,B
677,2287,E,A,E,B
678,2288,C,B,A,A
679,2289,A,A,A,A
680,2290,A,B,B,E
681,2291,B,B,B,A
682,2292,D,B,D,E
683,2293,D,B,D,D
684,2294,E,B,E,D
685,2295,A,B,B,D
686,2296,A,B,B,B
687,2297,B,B,A,E
688,2298,B,D,B,C
689,2299,E,C,C,D
690,2300,C,A,D,B
691,2301,C,B,C,E
692,2302,E,D,C,C
693,2303,C,B,C,E
694,2304,E,B,E,D
695,2305,C,E,B,C
696,2306,A,A,E,A
697,2307,D,E,B,D
698,2308,D,A,C,C
699,2309,C,E,A,D
700,2310,E,D,E,E
701,2311,E,B,E,D
702,2312,C,B,A,A
703,2313,C,C,B,A
704,2314,B,E,D,D
705,2315,A,C,B,B
706,2317,C,C,D,D
707,2318,C,B,C,C
708,2319,A,A,B,A
709,2320,A,B,C,D
710,2321,B,D,B,D
711,2322,C,B,B,B
712,2323,A,B,E,E
713,2324,B,C,E,D
714,2325,C,D,B,E
715,2326,C,B,E,D
716,2327,B,C,E,D
717,2328,A,D,C,B
718,2329,B,C,D,D
719,2330,B,A,A,B
720,2332,C,B,C,B
721,2333,C,A,A,C
722,2334,B,B,B,D
723,2336,B,D,A,A
724,2337,A,B,A,B
725,2338,B,A,C,A
726,2339,A,B,C,D
727,2340,E,D,B,D
728,2341,C,D,A,E
729,2342,C,C,A,B
730,2343,C,B,E,E
731,2344,D,D,D,D
732,2345,D,B,D,B
733,2346,A,C,B,A
734,2347,A,B,A,B
735,2348,B,A,B,C
736,2349,C,B,C,B
737,2350,B,B,C,D
738,2351,A,B,C,B
739,2352,C,E,E,E
740,2353,D,C,B,A
741,2354,D,C,D,B
742,2355,A,C,B,D
743,2357,A,B,D,B
744,2358,D,B,C,E
745,2359,E,A,B,D
746,2360,A,B,D,C
747,2361,B,C,D,C
748,2362,B,A,B,C
749,2363,B,B,B,D
750,2364,C,A,C,E
751,2365,C,A,C,B
752,2366,D,B,E,D
753,2367,B,C,E,D
754,2368,D,B,D,D
755,2369,A,B,A,A
756,2370,C,A,B,D
757,2371,B,D,A,E
758,2372,E,A,E,D
759,2373,D,C,D,E
760,2374,A,D,C,E
761,2375,D,D,B,B
762,2376,C,B,D,D
763,2377,B,A,B,A
764,2378,D,A,A,B
765,2380,A,C,B,E
766,2381,A,D,B,E
767,2382,C,A,E,B
768,2383,C,C,B,E
769,2384,D,D,B,E
770,2385,D,D,D,C
771,2386,C,E,A,B
772,2387,C,A,B,C
773,2388,B,A,B,E
774,2389,D,A,B,C
775,2390,D,D,B,E
776,2391,A,C,C,C
777,2392,B,D,C,B
778,2393,C,B,B,B
779,2394,B,C,E,B
780,2395,A,A,C,C
781,2397,A,C,C,D
782,2398,A,C,C,C
783,2401,B,A,C,C
784,2402,C,A,D,D
785,2403,B,C,C,D
786,2404,A,C,D,C
787,2405,E,A,B,C
788,2406,A,C,C,B
789,2407,D,A,E,E
790,2408,E,B,D,C
791,2410,D,A,C,E
792,2411,C,E,D,E
793,2412,B,A,C,D
794,2413,C,B,B,E
795,2414,D,A,B,D
796,2415,E,A,E,E
797,2416,D,C,B,A
798,2418,B,D,D,E
799,2419,D,D,D,C
800,2420,A,D,A,B
801,2421,C,B,D,B
802,2422,E,D,C,B
803,2423,C,B,A,C
804,2424,D,A,E,C
805,2425,C,D,B,E
806,2427,D,C,C,E
807,2428,D,A,A,A
808,2429,D,C,B,D
809,2430,D,D,A,B
810,2431,D,E,A,C
811,2432,B,B,A,E
812,2433,C,D,C,D
813,2434,D,C,C,E
814,2435,A,D,C,E
815,2436,C,C,D,C
816,2437,E,B,E,B
817,2438,A,C,B,C
818,2439,D,A,C,D
819,2440,D,C,D,B
820,2441,B,D,C,D
821,2443,B,B,B,D
822,2444,E,B,E,D
823,2445,D,C,C,E
824,2446,B,C,D,C
825,2448,B,B,D,B
826,2449,C,D,C,D
827,2450,E,A,A,E
828,2451,D,A,B,A
829,2452,A,D,D,E
830,2453,A,B,A,C
831,2454,B,D,D,C
832,2455,B,B,C,B
833,2456,E,C,C,E
834,2457,A,D,B,D
835,2458,B,B,E,C
836,2459,A,A,B,A
837,2460,E,A,E,E
838,2461,C,C,A,B
839,2462,D,C,E,D
840,2463,C,C,B,A
841,2464,C,A,E,A
842,2465,E,B,C,C
843,2466,E,A,E,E
844,2467,B,A,A,B
845,2468,D,C,E,E
846,2469,B,A,B,A
847,2470,E,C,A,D
848,2471,C,D,C,B
849,2472,C,C,C,B
850,2474,B,A,A,C
851,2475,E,B,D,E
852,2476,B,A,A,A
853,2477,D,E,D,E
854,2478,B,C,B,B
855,2479,D,B,D,B
856,2480,B,C,A,A
857,2481,C,B,B,C
858,2482,D,D,C,D
859,2483,B,C,C,B
860,2484,C,B,C,E
861,2485,D,A,A,A
862,2487,A,B,C,C
863,2488,B,C,A,D
864,2489,D,B,C,C
865,2490,A,E,A,A
866,2491,D,A,E,D
867,2493,E,D,E,C
868,2494,A,C,A,C
869,2495,A,A,B,B
870,2496,C,E,C,D
871,2497,D,B,C,C
872,2498,D,B,D,B
873,2499,A,A,A,B
874,2500,E,D,C,B
875,2501,C,D,D,E
876,2502,B,C,D,C
877,2503,D,B,D,E
878,2506,D,D,A,E
879,2507,C,B,E,D
880,2508,E,A,E,D
881,2510,B,D,C,D
882,2511,D,B,D,A
883,2512,D,C,C,D
884,2513,A,D,B,B
885,2514,B,B,A,A
886,2515,C,A,B,B
887,2516,B,E,D,C
888,2517,D,C,E,E
889,2518,D,A,E,C
890,2519,C,B,D,E
891,2520,C,A,B,A
892,2521,B,C,C,B
893,2522,D,A,C,D
894,2523,B,C,C,C
895,2524,B,A,A,A
896,2527,B,C,C,D
897,2528,B,C,A,E
898,2529,A,B,A,E
899,2530,B,C,B,E
900,2531,D,C,D,E
901,2532,A,C,D,E
902,2533,B,B,C,C
903,2534,D,C,C,C
904,2535,A,E,A,A
905,2536,B,C,C,A
906,2537,C,D,B,E
907,2538,C,C,C,D
908,2539,A,E,B,B
909,2540,B,B,D,C
910,2541,A,E,B,C
911,2542,C,D,D,D
912,2543,C,C,E,D
913,2544,D,A,C,C
914,2545,B,E,B,E
915,2546,B,B,B,E
916,2548,B,C,D,E
917,2549,B,A,A,A
918,2550,B,B,D,C
919,2551,B,C,C,E
920,2552,A,A,A,A
921,2553,A,A,D,C
922,2554,B,D,C,E
923,2555,E,B,E,E
924,2556,B,C,B,D
925,2557,C,B,E,A
926,2558,D,D,D,E
927,2559,B,B,C,C
928,2560,A,C,B,C
929,2561,B,A,E,C
930,2562,B,B,D,D
931,2563,D,C,E,C
932,2564,B,E,A,E
933,2565,B,C,C,C
934,2566,A,D,A,B
935,2568,C,A,A,E
936,2570,D,B,A,C
937,2572,E,A,E,E
938,2573,E,B,E,E
939,2574,B,C,B,B
940,2575,C,A,A,A
941,2577,C,A,A,A
942,2580,A,C,B,C
943,2581,D,B,E,C
944,2582,A,D,A,E
945,2583,D,B,C,E
946,2585,C,D,B,D
947,2587,A,A,D,E
948,2588,C,C,D,C
949,2589,D,D,D,E
950,2590,C,B,D,E
951,2591,A,A,A,A
952,2592,A,C,C,A
953,2593,A,D,B,D
954,2594,E,E,D,D
955,2595,D,A,E,C
956,2597,D,B,E,D
957,2598,A,A,C,B
958,2599,A,A,B,C
959,2601,D,E,B,E
960,2602,E,A,D,C
961,2603,E,B,D,C
962,2604,B,C,B,E
963,2605,B,B,C,E
964,2607,A,D,B,D
965,2608,C,E,E,B
966,2609,B,B,D,E
967,2611,B,B,C,D
968,2612,A,D,B,E
969,2613,A,C,A,B
970,2614,B,D,D,C
971,2615,A,B,E,E
972,2616,B,C,C,C
973,2617,D,B,B,E
974,2618,C,A,B,A
975,2620,B,C,B,E
976,2623,B,C,A,E
977,2624,D,E,E,E
978,2626,D,A,E,C
979,2627,A,C,C,C
980,2628,C,C,B,B
981,2630,C,D,C,D
982,2631,B,A,E,C
983,2632,C,A,B,B
984,2633,A,A,A,A
985,2634,A,B,C,B
986,2636,B,C,E,D
987,2637,A,D,C,E
988,2639,B,C,A,E
989,2640,E,B,D,E
990,2641,B,C,D,C
991,2642,D,C,C,B
992,2643,D,A,D,E
993,2644,B,A,C,E
994,2645,A,B,B,B
995,2646,D,A,D,D
996,2647,D,A,A,C
997,2648,D,C,D,B
998,2649,B,B,C,C
999,2651,B,A,C,B
1000,2653,C,B,E,D
1001,2655,A,A,B,C
1002,2656,B,C,A,B
1003,2657,C,B,C,E
1004,2658,B,A,D,C
1005,2659,B,C,A,E
1006,2660,A,C,A,D
1007,2661,B,B,C,B
1008,2662,D,C,D,D
1009,2663,C,D,B,D
1010,2665,D,A,C,A
1011,2666,A,D,C,B
1012,2667,A,A,A,A
1013,2668,C,C,E,D
1014,2670,C,E,C,E
1015,2671,A,C,B,E
1016,2672,D,D,E,D
1017,2673,E,D,D,A
1018,2674,A,C,B,B
1019,2677,B,B,E,D
1020,2678,D,A,C,D
1021,2679,A,A,A,B
1022,2680,B,C,E,C
1023,2682,A,D,B,D
1024,2683,B,D,B,E
1025,2686,B,A,D,D
1026,2687,A,A,C,B
1027,2688,B,B,D,E
1028,2689,C,A,B,A
1029,2690,C,A,E,C
1030,2691,C,A,A,A
1031,2692,B,B,C,A
1032,2693,A,A,A,A
1033,2695,D,A,C,B
1034,2696,A,C,C,B
1035,2697,C,C,C,C
1036,2698,C,A,C,C
1037,2699,D,A,C,E
1038,2700,A,A,D,B
1039,2701,D,C,E,E
1040,2702,A,B,B,D
1041,2703,B,B,B,C
1042,2705,A,E,E,D
1043,2706,B,B,D,E
1044,2707,C,C,E,D
1045,2708,A,C,B,E
1046,2709,D,A,E,E
1047,2711,D,C,E,C
1048,2712,A,C,D,E
1049,2713,A,E,E,D
1050,2714,E,E,E,E
1051,2715,A,A,A,A
1052,2716,C,D,C,D
1053,2717,B,D,D,E
1054,2718,A,C,E,E
1055,2719,A,C,B,A
1056,2721,C,E,D,E
1057,2722,A,D,D,C
1058,2723,A,C,B,C
1059,2725,A,C,C,B
1060,2726,D,D,D,D
1061,2727,C,D,E,E
1062,2728,A,D,D,B
1063,2730,A,C,C,C
1064,2731,A,E,C,C
1065,2732,A,B,E,C
1066,2733,A,D,C,E
1067,2734,A,C,C,E
1068,2735,A,B,D,C
1069,2736,E,E,D,A
1070,2737,B,D,D,C
1071,2738,A,A,D,D
1072,2739,E,C,E,D
1073,2740,A,C,B,E
1074,2741,A,A,C,C
1075,2742,A,E,D,D
1076,2743,A,E,B,E
1077,2746,A,C,D,E
1078,2747,A,D,B,E
1079,2748,A,B,D,D
1080,2749,A,C,E,C
1081,2750,A,A,E,C
1082,2751,A,B,A,D
1083,2752,A,D,E,C
1084,2753,A,B,D,C
1085,2755,A,B,A,A
1086,2758,A,B,D,C
1087,2759,A,E,B,E
1088,2760,A,C,A,B
1089,2761,A,A,B,A
1090,2762,A,B,D,C
1091,2763,A,C,E,B
1092,2765,A,D,D,E
1093,2767,A,B,C,C
1094,2768,A,C,E,E
1095,2769,A,E,E,A
1096,2770,A,C,A,E
1097,2771,A,B,D,A
