,Stkcd,Size,BM,OP,INV
184,610,B,A,E,A
185,611,A,C,A,A
186,612,D,C,A,B
187,613,A,A,A,B
188,615,B,E,B,E
189,616,C,C,C,A
190,617,C,E,D,B
191,619,A,D,A,C
192,620,D,E,E,C
193,622,B,A,B,A
194,623,E,C,B,D
195,625,E,E,A,A
196,626,C,D,B,A
197,627,E,E,D,E
198,628,A,D,C,D
199,629,E,B,E,D
200,630,E,D,C,B
201,631,D,C,E,A
202,632,B,E,D,D
203,633,A,A,A,C
204,635,B,C,A,A
205,636,D,B,E,D
206,637,A,B,B,B
207,638,A,A,A,A
208,639,D,D,D,E
209,650,D,A,E,D
210,651,E,B,E,D
211,652,D,E,D,C
212,655,C,C,B,B
213,656,E,E,D,E
214,657,C,E,C,B
215,659,C,A,C,A
216,661,E,A,E,E
217,662,C,E,B,B
218,663,A,D,A,A
219,665,C,D,B,D
220,666,C,E,D,C
221,667,D,E,B,E
222,668,B,D,A,E
223,669,B,E,A,A
224,670,A,A,A,A
225,671,E,E,E,E
226,672,D,B,E,D
227,673,B,A,A,A
228,676,C,D,D,D
229,677,B,A,B,B
230,678,B,B,A,B
231,679,A,E,A,A
232,680,C,D,B,B
233,681,D,A,D,B
234,682,C,C,C,C
235,683,D,E,E,C
236,685,D,D,C,C
237,686,E,E,A,C
238,687,C,B,A,B
239,688,E,A,E,D
240,690,E,C,C,E
241,691,A,A,A,A
242,692,A,E,A,C
243,695,A,A,D,A
244,697,C,B,A,B
245,698,C,E,B,A
246,700,B,E,B,B
247,701,B,E,A,C
248,702,A,A,D,B
249,703,E,D,D,E
250,705,A,C,B,B
251,707,A,E,E,A
252,708,D,C,D,D
253,709,E,E,C,C
254,710,B,B,E,E
255,711,B,E,B,E
256,712,D,E,A,A
257,713,C,C,B,D
258,715,B,C,C,B
259,716,B,E,A,C
260,717,D,C,E,D
261,718,D,D,E,A
262,719,C,D,C,C
263,720,C,C,E,A
264,721,A,A,B,D
265,722,C,C,B,B
266,723,D,E,E,E
267,725,E,E,B,D
268,726,C,D,D,B
269,727,D,E,A,A
270,728,E,E,B,B
271,729,E,B,B,B
272,731,C,C,C,A
273,732,E,E,E,D
274,733,D,D,C,D
275,735,D,A,D,B
276,736,C,E,E,D
277,737,A,B,E,A
278,738,E,A,B,B
279,739,E,A,D,B
280,750,E,E,A,A
281,751,C,B,A,D
282,752,A,A,A,A
283,753,B,D,B,B
284,755,B,E,B,E
285,756,B,D,D,D
286,757,B,A,C,D
287,758,D,E,B,D
288,759,C,D,E,B
289,760,A,A,A,A
290,761,E,E,B,A
291,762,C,B,A,A
292,766,C,C,C,C
293,767,D,E,A,C
294,768,E,B,B,D
295,776,E,E,C,C
296,777,C,A,C,C
297,778,E,E,E,C
298,779,B,D,E,E
299,780,C,C,A,A
300,782,A,C,B,D
301,783,E,E,A,A
302,785,B,B,D,A
303,786,E,B,E,D
304,788,C,A,B,B
305,789,D,C,E,D
306,790,B,A,B,A
307,791,D,E,C,B
308,792,E,E,A,A
309,793,D,D,A,A
310,795,D,B,C,C
311,796,C,C,D,B
312,797,D,D,D,B
313,798,A,A,C,B
314,799,D,A,D,D
315,800,E,D,C,B
316,801,D,B,B,C
317,802,D,B,B,D
318,803,A,B,A,B
319,806,A,B,A,A
320,807,D,E,A,C
321,809,A,E,B,A
322,810,D,C,C,D
323,811,C,C,D,C
324,812,B,B,B,C
325,813,D,A,E,D
326,815,D,C,B,D
327,816,B,D,A,A
328,818,D,A,E,D
329,819,B,A,C,C
330,820,A,C,A,A
331,821,C,C,B,E
332,822,C,B,E,C
333,823,D,B,D,C
334,825,E,D,E,A
335,826,E,E,B,D
336,828,D,C,E,C
337,829,C,D,A,A
338,830,E,C,E,B
339,831,E,A,C,C
340,833,B,D,B,D
341,835,A,B,A,A
342,836,C,A,C,D
343,837,B,E,A,C
344,838,B,E,C,E
345,839,E,C,E,C
346,848,D,A,E,B
347,850,C,D,B,A
348,851,C,D,B,C
349,852,C,D,A,D
350,856,B,A,A,D
351,858,E,A,E,E
352,859,C,B,B,B
353,860,E,B,D,C
354,861,C,D,C,A
355,862,B,E,B,C
356,863,D,E,A,B
357,868,B,E,A,A
358,869,E,B,D,C
359,875,D,E,B,D
360,876,E,C,D,D
361,877,D,D,E,A
362,878,E,E,B,E
363,880,A,E,B,C
364,881,B,E,B,B
365,882,D,D,B,B
366,883,E,D,C,B
367,885,C,D,E,B
368,886,C,B,C,B
369,887,E,C,E,C
370,888,B,B,D,C
371,889,D,B,C,E
372,890,B,E,A,A
373,892,B,D,D,D
374,893,B,D,A,B
375,895,E,A,E,A
376,897,C,D,A,D
377,898,E,D,E,B
378,899,C,D,B,B
379,900,D,E,D,C
380,901,D,B,B,B
381,902,E,B,E,B
382,903,C,D,B,D
383,905,C,D,B,C
384,906,C,E,D,C
385,908,B,D,C,C
386,909,B,C,C,A
387,910,D,B,E,C
388,911,B,E,A,A
389,912,D,B,C,D
390,913,C,B,B,D
391,915,C,B,D,C
392,917,D,E,B,B
393,918,E,C,A,A
394,919,C,B,D,B
395,920,B,B,D,D
396,921,D,D,E,B
397,922,C,B,E,D
398,923,B,E,B,A
399,925,B,D,A,C
400,926,D,E,D,A
401,927,D,B,E,A
402,928,C,E,D,D
403,929,A,B,A,A
404,930,D,E,C,E
405,931,D,A,B,A
406,932,E,E,E,B
407,933,D,E,C,B
408,935,D,A,E,A
409,936,D,D,C,C
410,937,D,E,C,B
411,938,E,E,D,D
412,948,C,C,C,D
413,949,C,D,B,E
414,950,C,E,D,E
415,951,D,D,E,A
416,952,B,A,E,B
417,953,A,A,E,A
418,955,B,A,A,A
419,957,C,E,A,B
420,958,D,D,B,E
421,959,D,E,C,B
422,960,E,D,C,D
423,961,E,E,E,E
424,962,C,A,B,A
425,963,E,A,E,E
426,965,C,D,B,A
427,966,D,D,C,B
428,967,D,E,D,B
429,968,D,C,E,C
430,969,D,D,A,A
431,970,D,B,C,B
432,971,A,D,A,A
433,972,A,A,A,A
434,973,C,C,B,C
435,975,E,B,D,E
436,976,D,D,B,B
437,977,E,B,C,E
438,978,B,C,B,D
439,980,C,E,A,A
440,981,C,E,A,A
441,982,B,E,E,A
442,983,E,E,D,D
443,985,A,A,A,B
444,987,E,E,B,E
445,988,E,A,B,B
446,989,C,B,C,A
447,990,D,E,B,D
448,993,B,D,A,A
449,996,C,A,B,C
450,997,E,A,D,E
451,998,E,C,D,D
452,999,E,B,E,D
453,1696,C,C,D,D
454,1872,D,E,B,E
455,1896,B,E,A,B
456,1965,C,E,C,E
457,1979,E,E,E,E
458,2001,E,A,E,E
459,2002,E,C,D,B
460,2003,C,A,E,C
461,2004,D,D,C,A
462,2005,B,E,A,A
463,2006,B,B,A,C
464,2007,E,A,E,E
465,2008,E,A,E,E
466,2009,B,D,C,D
467,2010,E,C,C,E
468,2011,C,D,A,A
469,2012,B,B,B,C
470,2013,E,C,C,D
471,2014,C,A,D,C
472,2015,B,A,A,E
473,2016,D,B,E,B
474,2017,C,A,B,C
475,2018,B,A,E,A
476,2019,D,C,D,D
477,2020,D,B,D,B
478,2021,A,B,A,A
479,2022,C,B,D,E
480,2023,D,B,A,B
481,2024,E,E,E,E
482,2025,D,A,D,C
483,2026,B,C,C,C
484,2027,E,A,E,E
485,2028,D,C,B,D
486,2029,C,C,C,B
487,2030,D,A,B,A
488,2031,C,D,B,B
489,2032,E,A,E,D
490,2033,B,B,C,B
491,2034,C,D,C,E
492,2035,D,A,E,E
493,2036,D,C,D,E
494,2037,B,E,C,E
495,2038,E,A,E,C
496,2039,C,E,D,A
497,2040,B,D,C,B
498,2041,D,B,A,A
499,2042,D,D,D,D
500,2043,C,B,E,D
501,2044,E,A,E,E
502,2045,B,D,A,D
503,2046,B,C,B,E
504,2047,D,B,C,D
505,2048,D,D,D,B
506,2049,E,A,C,D
507,2050,E,A,E,D
508,2051,E,C,E,E
509,2052,B,A,A,A
510,2053,B,C,C,D
511,2054,B,C,B,A
512,2055,C,D,C,C
513,2056,D,A,E,B
514,2057,C,B,C,C
515,2058,A,A,B,B
516,2059,C,B,E,A
517,2060,C,E,C,D
518,2061,C,E,E,D
519,2062,C,E,E,D
520,2063,D,A,C,C
521,2064,D,B,D,C
522,2065,E,B,B,D
523,2066,A,D,C,B
524,2067,B,D,C,B
525,2068,C,D,D,A
526,2069,B,C,C,A
527,2071,A,C,A,A
528,2072,A,A,E,A
529,2073,C,D,A,C
530,2074,E,C,C,E
531,2075,E,A,E,D
532,2076,A,C,A,A
533,2077,C,E,A,B
534,2078,E,D,E,D
535,2079,D,A,C,B
536,2080,E,E,D,C
537,2081,E,C,E,D
538,2082,B,C,C,E
539,2083,C,D,E,D
540,2084,B,C,B,D
541,2085,E,B,E,E
542,2086,A,D,A,B
543,2087,B,E,D,C
544,2088,C,B,E,D
545,2089,A,B,A,C
546,2090,C,B,C,A
547,2091,C,E,E,D
548,2092,E,E,E,C
549,2093,D,A,B,A
550,2094,B,D,C,E
551,2095,C,A,B,D
552,2096,B,D,A,A
553,2097,C,D,D,D
554,2098,A,A,A,A
555,2099,D,B,D,A
556,2100,D,C,D,E
557,2101,B,D,C,C
558,2102,C,D,A,A
559,2103,A,C,A,A
560,2104,C,A,C,B
561,2105,A,B,A,D
562,2106,C,B,C,B
563,2107,B,A,C,C
564,2108,C,B,D,E
565,2109,B,D,C,C
566,2110,E,E,E,E
567,2111,C,C,C,B
568,2112,A,B,A,A
569,2113,A,B,A,A
570,2114,B,B,A,A
571,2115,C,B,D,C
572,2116,C,B,E,C
573,2117,D,A,E,B
574,2118,D,D,B,D
575,2119,D,A,D,B
576,2120,E,C,E,E
577,2121,C,E,A,A
578,2122,B,E,A,A
579,2123,D,C,A,B
580,2124,E,B,A,E
581,2125,B,B,C,E
582,2126,D,C,D,D
583,2127,E,A,E,D
584,2128,E,C,E,E
585,2129,E,D,B,E
586,2130,C,D,A,B
587,2131,D,D,A,C
588,2132,C,C,A,A
589,2133,B,E,E,E
590,2134,A,A,A,A
591,2135,C,D,B,B
592,2136,A,A,C,A
593,2137,B,B,A,A
594,2138,E,A,D,D
595,2139,C,B,D,E
596,2140,C,D,C,A
597,2141,B,B,A,D
598,2142,E,E,D,C
599,2143,A,B,A,A
600,2144,A,C,B,A
601,2145,D,C,D,A
602,2146,E,E,E,D
603,2147,A,E,A,A
604,2148,B,A,B,A
605,2149,C,C,B,C
606,2150,A,B,E,C
607,2151,D,B,A,B
608,2152,E,C,C,C
609,2153,E,A,C,E
610,2154,C,B,B,B
611,2155,D,A,C,B
612,2156,D,C,A,D
613,2157,E,C,B,E
614,2158,C,A,D,C
615,2159,B,B,E,C
616,2160,B,E,A,B
617,2161,C,A,A,A
618,2162,B,B,B,C
619,2163,C,B,A,A
620,2164,A,C,A,A
621,2165,B,D,B,E
622,2166,C,B,C,A
623,2167,C,A,A,A
624,2168,D,A,E,D
625,2169,C,D,B,E
626,2170,B,C,A,A
627,2171,D,C,D,E
628,2172,B,D,A,D
629,2173,B,D,B,A
630,2174,D,A,E,D
631,2175,A,A,A,A
632,2176,D,C,A,C
633,2177,C,B,A,A
634,2178,B,B,A,A
635,2179,E,A,E,E
636,2180,E,C,C,B
637,2181,C,B,A,B
638,2182,C,C,E,E
639,2183,D,E,B,A
640,2184,A,D,A,B
641,2185,E,C,C,E
642,2186,C,A,C,A
643,2187,B,C,C,B
644,2188,A,A,E,A
645,2189,C,B,E,E
646,2190,D,C,A,B
647,2191,E,A,D,B
648,2192,C,A,A,B
649,2193,B,D,B,C
650,2194,D,A,D,B
651,2195,E,B,E,E
652,2196,B,C,A,A
653,2197,B,C,A,B
654,2198,B,A,B,B
655,2199,C,A,A,A
656,2200,A,E,A,C
657,2201,C,B,A,A
658,2202,E,D,D,D
659,2203,E,C,D,E
660,2204,D,D,A,B
661,2205,B,D,A,E
662,2206,C,C,D,C
663,2207,A,A,A,A
664,2208,C,E,E,D
665,2209,A,C,A,A
666,2210,A,E,A,A
667,2211,A,A,A,B
668,2212,E,B,C,B
669,2213,A,A,A,B
670,2214,C,A,B,B
671,2215,C,C,D,E
672,2216,D,B,C,C
673,2217,E,C,D,E
674,2218,C,C,B,D
675,2219,C,C,A,A
676,2220,A,E,A,A
677,2221,E,D,D,D
678,2222,C,A,E,D
679,2223,E,A,D,C
680,2224,B,B,B,E
681,2225,B,C,D,C
682,2226,C,D,B,E
683,2227,B,A,A,C
684,2228,C,C,D,C
685,2229,B,B,A,B
686,2230,E,A,C,D
687,2231,B,A,A,A
688,2232,C,A,C,C
689,2233,E,B,E,D
690,2234,D,B,E,D
691,2235,C,B,B,B
692,2236,E,B,E,E
693,2237,E,D,D,D
694,2238,C,B,C,B
695,2239,D,C,C,A
696,2240,C,B,B,E
697,2241,E,C,C,D
698,2242,E,A,E,E
699,2243,C,A,C,B
700,2244,D,E,E,E
701,2245,C,D,D,D
702,2246,C,C,B,B
703,2247,A,C,A,A
704,2248,B,A,A,A
705,2249,D,D,A,A
706,2250,D,B,B,B
707,2251,D,D,B,E
708,2252,E,A,A,A
709,2253,B,A,B,C
710,2254,D,A,C,E
711,2255,B,E,A,D
712,2256,C,B,A,A
713,2258,D,B,E,E
714,2259,A,D,A,C
715,2261,C,B,A,A
716,2262,D,A,E,E
717,2263,C,C,A,D
718,2264,C,B,B,B
719,2265,B,A,A,A
720,2266,D,C,B,C
721,2267,D,C,C,C
722,2268,E,A,B,C
723,2269,D,C,A,C
724,2270,C,C,C,E
725,2271,E,B,E,E
726,2272,A,C,B,D
727,2273,E,A,D,D
728,2274,D,C,C,C
729,2275,D,A,E,C
730,2276,D,C,B,C
731,2277,C,E,C,D
732,2278,B,A,B,C
733,2279,C,B,A,A
734,2280,D,D,A,A
735,2281,E,A,C,D
736,2282,B,C,B,D
737,2283,C,C,C,B
738,2284,C,D,A,A
739,2285,D,C,D,A
740,2286,B,C,B,E
741,2287,D,A,E,B
742,2288,C,B,B,B
743,2289,A,A,A,A
744,2290,A,D,C,C
745,2291,A,D,A,A
746,2292,C,C,A,A
747,2293,D,B,E,C
748,2294,E,A,E,D
749,2295,A,B,B,D
750,2296,B,B,B,A
751,2297,C,B,A,A
752,2298,C,D,B,C
753,2299,E,A,E,D
754,2300,C,B,D,D
755,2301,D,C,C,E
756,2302,E,C,C,C
757,2303,D,B,D,C
758,2304,E,A,E,D
759,2305,C,E,B,B
760,2306,B,A,A,A
761,2307,D,E,B,D
762,2308,C,B,B,B
763,2309,C,E,A,A
764,2310,D,E,D,D
765,2311,E,A,E,E
766,2312,C,B,A,A
767,2313,D,B,B,E
768,2314,C,E,D,E
769,2315,A,C,B,B
770,2316,B,C,E,B
771,2317,D,B,D,C
772,2318,D,B,D,C
773,2319,B,A,A,A
774,2320,D,A,C,B
775,2321,C,E,C,D
776,2322,C,B,C,B
777,2324,B,C,B,B
778,2325,B,E,A,C
779,2326,C,C,E,D
780,2327,C,B,E,D
781,2328,B,D,C,B
782,2329,B,D,A,A
783,2330,C,B,A,C
784,2331,B,B,B,E
785,2332,D,B,E,C
786,2333,B,B,A,D
787,2334,B,C,D,C
788,2335,C,D,B,E
789,2336,B,D,A,A
790,2337,B,A,A,A
791,2338,C,A,B,B
792,2339,B,C,B,C
793,2340,E,C,C,D
794,2341,C,C,C,E
795,2342,B,C,A,A
796,2343,B,B,A,A
797,2344,D,D,C,C
798,2345,C,C,B,B
799,2346,C,A,B,B
800,2347,A,D,A,D
801,2348,B,B,B,C
802,2349,C,A,D,C
803,2350,B,B,C,E
804,2351,A,C,B,B
805,2352,E,D,E,E
806,2353,E,B,C,D
807,2354,B,D,A,A
808,2355,C,C,A,D
809,2356,A,C,A,A
810,2357,A,C,B,A
811,2358,D,A,C,C
812,2359,A,E,A,E
813,2360,A,B,E,A
814,2361,B,C,B,C
815,2362,B,A,B,C
816,2363,B,C,B,C
817,2364,C,A,B,A
818,2365,B,B,D,E
819,2366,C,B,D,B
820,2367,C,C,A,B
821,2368,D,B,D,C
822,2369,B,B,A,A
823,2370,D,B,C,E
824,2371,E,A,C,E
825,2372,E,A,E,D
826,2373,E,C,D,E
827,2374,B,D,A,A
828,2375,D,E,B,C
829,2376,D,A,D,D
830,2377,A,E,C,B
831,2378,D,B,B,D
832,2379,B,A,A,C
833,2380,B,C,C,B
834,2381,B,C,D,B
835,2382,D,D,B,E
836,2383,C,C,B,D
837,2384,E,D,D,E
838,2385,E,D,B,A
839,2386,C,E,B,C
840,2387,E,E,A,E
841,2388,B,B,B,D
842,2389,D,B,B,C
843,2390,D,D,A,A
844,2391,B,C,D,C
845,2392,B,D,D,A
846,2393,C,B,C,C
847,2394,B,C,E,B
848,2395,C,A,B,B
849,2396,E,A,E,C
850,2397,B,C,B,B
851,2398,B,C,D,D
852,2399,E,A,D,B
853,2400,C,D,C,A
854,2401,C,B,D,D
855,2402,D,A,D,E
856,2403,B,D,C,C
857,2404,B,C,D,E
858,2405,E,A,C,A
859,2406,B,B,D,B
860,2407,D,C,B,D
861,2408,E,B,D,D
862,2409,C,D,B,E
863,2410,E,A,D,D
864,2411,E,B,C,B
865,2412,D,A,D,C
866,2413,D,B,B,D
867,2414,E,A,B,C
868,2415,E,A,E,E
869,2416,D,C,A,A
870,2417,A,A,A,D
871,2418,C,C,A,A
872,2419,E,B,E,C
873,2420,A,D,A,A
874,2421,D,B,C,E
875,2422,E,C,D,C
876,2423,C,B,A,A
877,2424,D,B,E,E
878,2425,C,B,C,C
879,2426,D,E,A,B
880,2427,C,C,A,A
881,2428,C,A,A,A
882,2429,D,D,B,D
883,2430,E,B,E,B
884,2431,C,E,A,D
885,2432,B,B,A,A
886,2433,C,D,B,C
887,2434,D,C,C,C
888,2435,A,E,C,E
889,2436,D,B,D,C
890,2437,D,C,B,C
891,2438,B,C,B,D
892,2439,E,A,E,D
893,2440,D,B,E,D
894,2441,B,D,C,B
895,2442,B,B,D,B
896,2443,C,C,C,D
897,2444,D,B,D,D
898,2445,A,D,A,A
899,2446,D,C,B,E
900,2447,C,A,A,A
901,2448,B,C,D,C
902,2449,D,B,D,A
903,2450,D,B,A,A
904,2451,C,A,B,B
905,2452,A,C,A,A
906,2453,B,B,B,E
907,2454,B,D,A,A
908,2455,B,C,C,C
909,2456,E,C,A,E
910,2457,B,B,B,B
911,2458,D,A,E,C
912,2459,C,A,A,B
913,2460,E,B,E,E
914,2461,D,C,B,C
915,2462,C,E,E,D
916,2463,E,A,E,D
917,2464,C,C,C,C
918,2465,E,A,B,A
919,2466,E,C,E,E
920,2467,D,B,B,C
921,2468,D,D,E,E
922,2469,A,B,B,B
923,2470,D,B,B,E
924,2471,C,D,B,A
925,2472,B,D,B,C
926,2473,A,A,D,B
927,2474,C,A,B,A
928,2475,E,A,E,E
929,2476,C,A,A,A
930,2477,A,E,A,A
931,2478,C,D,D,D
932,2479,C,C,B,D
933,2480,B,D,A,E
934,2481,D,B,B,A
935,2482,D,D,B,E
936,2483,B,C,A,C
937,2484,C,B,C,C
938,2485,C,B,B,E
939,2486,B,A,A,A
940,2487,B,C,B,C
941,2488,D,C,B,B
942,2489,D,C,A,A
943,2490,A,E,B,C
944,2491,D,B,D,D
945,2492,A,A,B,B
946,2493,E,D,C,E
947,2494,A,C,A,A
948,2495,B,A,B,C
949,2496,B,D,A,A
950,2497,D,B,C,C
951,2498,D,B,B,C
952,2499,A,B,A,A
953,2500,E,E,B,D
954,2501,A,E,A,A
955,2502,B,B,A,A
956,2503,D,D,D,B
957,2504,A,E,B,A
958,2505,D,C,A,A
959,2506,E,A,A,A
960,2507,E,A,E,D
961,2508,E,A,E,D
962,2509,C,D,A,B
963,2510,B,D,C,E
964,2511,E,A,E,A
965,2512,C,D,A,A
966,2513,A,D,A,A
967,2514,B,B,D,D
968,2515,C,A,A,A
969,2516,B,C,C,A
970,2517,C,C,C,B
971,2518,C,B,D,A
972,2519,C,C,A,A
973,2520,C,E,C,E
974,2521,B,C,A,B
975,2522,D,B,A,C
976,2523,C,B,B,C
977,2524,B,C,A,E
978,2526,C,B,C,B
979,2527,B,E,A,C
980,2528,C,C,B,E
981,2529,A,C,A,B
982,2530,C,D,C,C
983,2531,D,C,C,E
984,2532,B,B,D,B
985,2533,B,C,B,D
986,2534,C,D,D,B
987,2535,A,E,A,A
988,2536,B,B,D,D
989,2537,D,A,B,A
990,2538,C,C,D,C
991,2539,B,E,C,D
992,2540,C,C,C,C
993,2541,B,E,C,E
994,2542,C,D,C,E
995,2543,D,B,E,C
996,2544,D,C,B,D
997,2545,C,D,C,B
998,2546,B,B,B,B
999,2547,D,D,B,C
1000,2548,C,C,A,D
1001,2549,C,A,D,D
1002,2550,C,B,C,C
1003,2551,B,D,B,A
1004,2552,A,A,B,A
1005,2553,A,A,D,B
1006,2554,B,D,A,A
1007,2555,E,A,D,A
1008,2556,C,D,C,C
1009,2557,E,A,E,C
1010,2558,E,C,D,A
1011,2559,B,B,C,B
1012,2560,A,D,A,D
1013,2561,C,B,D,B
1014,2562,B,C,B,B
1015,2563,E,B,E,E
1016,2564,C,E,B,D
1017,2565,D,B,B,A
1018,2566,A,D,B,A
1019,2567,D,C,C,C
1020,2568,D,A,C,C
1021,2569,A,A,A,A
1022,2570,D,B,B,B
1023,2571,A,C,A,A
1024,2572,E,B,E,D
1025,2573,D,C,D,A
1026,2574,B,C,B,C
1027,2575,C,A,A,B
1028,2576,A,A,B,C
1029,2577,B,A,A,B
1030,2578,A,B,B,B
1031,2579,C,B,C,E
1032,2580,A,C,A,A
1033,2581,B,D,A,C
1034,2582,B,D,B,C
1035,2583,D,C,C,C
1036,2584,A,C,B,E
1037,2585,C,D,B,B
1038,2586,B,E,C,E
1039,2587,B,B,E,E
1040,2588,B,D,B,B
1041,2589,D,E,E,E
1042,2590,B,C,A,B
1043,2591,A,C,B,A
1044,2592,C,A,A,A
1045,2593,A,D,B,B
1046,2594,E,E,C,C
1047,2595,D,A,E,E
1048,2596,D,B,C,E
1049,2597,D,A,E,B
1050,2598,A,B,D,E
1051,2599,A,C,C,B
1052,2600,D,E,A,E
1053,2601,D,D,E,B
1054,2602,E,A,C,E
1055,2603,D,B,C,C
1056,2605,B,C,D,E
1057,2606,B,A,A,A
1058,2607,D,B,E,E
1059,2608,D,E,D,D
1060,2609,B,C,B,A
1061,2610,D,D,B,A
1062,2611,C,D,A,A
1063,2612,A,E,B,C
1064,2613,A,C,B,A
1065,2614,C,B,E,E
1066,2615,A,C,E,C
1067,2616,B,C,D,E
1068,2617,D,C,A,A
1069,2618,D,A,A,A
1070,2619,C,C,D,B
1071,2620,A,E,C,E
1072,2621,D,A,B,E
1073,2622,B,A,B,C
1074,2623,B,C,B,A
1075,2624,E,C,E,A
1076,2625,C,C,A,B
1077,2626,D,A,E,E
1078,2627,A,D,B,D
1079,2628,C,C,A,C
1080,2629,A,A,A,A
1081,2630,B,E,A,B
1082,2631,C,A,C,D
1083,2632,C,A,D,B
1084,2633,A,A,A,B
1085,2634,B,B,A,A
1086,2635,C,D,B,B
1087,2636,B,D,D,B
1088,2637,A,E,C,D
1089,2638,B,D,A,A
1090,2639,C,B,A,D
1091,2640,D,B,D,E
1092,2641,C,C,D,D
1093,2642,B,C,A,A
1094,2643,D,A,D,D
1095,2644,C,A,B,C
1096,2645,C,B,D,D
1097,2646,D,A,C,D
1098,2647,D,A,C,E
1099,2648,E,C,D,E
1100,2649,C,B,D,D
