,Stkcd,Size,BM,OP,INV
146,598,E,C,D,D
147,599,B,D,B,B
148,600,D,E,E,E
149,601,C,D,C,A
150,603,C,A,E,E
151,605,A,D,C,E
152,606,A,B,A,A
153,607,B,A,E,B
154,609,A,B,D,B
155,610,A,A,A,A
156,611,A,A,A,A
157,612,C,C,C,E
158,613,A,A,A,B
159,617,A,C,A,A
160,619,B,D,C,A
161,620,D,E,D,E
162,623,E,B,D,D
163,625,E,D,E,E
164,626,D,D,E,E
165,627,D,A,C,A
166,628,A,E,A,C
167,629,E,E,A,E
168,631,D,E,E,A
169,632,B,E,B,B
170,633,B,A,A,A
171,635,A,D,B,A
172,636,C,C,B,E
173,637,A,B,E,D
174,638,B,D,A,E
175,639,C,B,D,E
176,651,E,D,E,D
177,652,D,E,E,D
178,656,E,E,B,E
179,657,B,E,A,A
180,659,C,C,A,A
181,661,E,A,E,C
182,662,B,A,B,A
183,666,B,E,E,C
184,667,D,E,B,B
185,669,C,D,D,E
186,670,B,A,A,E
187,671,E,E,E,E
188,673,B,A,A,E
189,678,A,D,A,B
190,680,C,D,A,A
191,681,C,B,C,E
192,682,C,B,B,D
193,685,D,C,D,D
194,686,E,D,E,E
195,690,E,C,E,A
196,692,B,D,B,B
197,695,A,A,A,A
198,698,B,E,A,C
199,700,B,C,E,B
200,701,B,E,C,D
201,702,A,A,C,A
202,703,D,E,A,C
203,705,A,B,B,B
204,710,A,A,C,C
205,712,D,C,D,E
206,713,A,B,B,A
207,717,D,E,A,A
208,718,E,E,E,B
209,721,B,A,A,B
210,722,C,D,C,C
211,723,A,B,B,A
212,725,E,E,B,E
213,726,C,D,E,B
214,727,A,E,A,E
215,728,E,C,D,E
216,729,E,C,C,B
217,731,C,C,A,A
218,732,E,E,D,E
219,733,D,C,B,E
220,735,C,B,A,A
221,736,A,E,B,E
222,737,A,D,A,A
223,738,E,A,B,B
224,739,C,C,E,C
225,750,E,C,D,E
226,751,D,A,B,A
227,752,B,A,C,B
228,753,B,D,C,D
229,756,B,D,B,C
230,757,A,A,C,E
231,758,D,D,C,C
232,759,C,D,D,B
233,760,A,C,B,B
234,761,D,E,B,D
235,762,C,A,A,B
236,767,D,E,D,A
237,768,E,B,B,B
238,776,E,E,E,E
239,777,D,A,B,A
240,779,A,A,A,E
241,780,C,C,B,B
242,783,E,D,E,E
243,785,A,D,C,A
244,788,C,B,A,C
245,789,B,D,E,C
246,790,B,A,B,B
247,791,A,E,C,B
248,792,E,E,C,D
249,795,A,B,A,D
250,797,D,D,C,C
251,798,B,A,A,A
252,800,E,C,A,A
253,801,D,A,B,A
254,802,D,A,D,E
255,803,A,A,B,A
256,807,D,E,A,B
257,809,B,D,B,C
258,810,B,D,E,E
259,811,B,B,D,D
260,815,C,B,E,A
261,816,D,C,A,E
262,819,C,A,C,C
263,821,B,B,B,B
264,822,C,C,C,A
265,823,C,C,C,D
266,825,E,E,B,B
267,826,E,A,E,E
268,828,D,C,E,C
269,829,D,D,A,A
270,830,D,E,C,C
271,831,D,A,A,A
272,833,B,B,A,C
273,835,B,A,B,A
274,836,B,C,A,A
275,837,B,E,A,E
276,838,B,D,E,E
277,848,D,A,E,A
278,851,C,C,B,C
279,852,A,C,C,A
280,856,A,E,A,D
281,858,E,B,E,B
282,859,B,C,A,E
283,860,D,E,D,C
284,861,D,C,D,E
285,863,A,E,C,E
286,868,B,D,A,C
287,869,E,B,E,C
288,875,D,E,A,C
289,876,E,D,D,C
290,877,C,E,A,B
291,880,A,E,B,D
292,885,C,D,B,C
293,886,B,C,B,B
294,888,C,A,D,D
295,893,B,D,A,E
296,895,E,B,E,C
297,897,D,B,D,A
298,898,E,E,B,A
299,899,C,D,E,A
300,900,D,E,C,C
301,901,D,A,B,E
302,902,C,D,E,E
303,903,C,D,B,D
304,905,C,B,C,D
305,906,B,D,C,D
306,908,B,B,E,E
307,909,A,E,A,C
308,910,C,E,C,A
309,911,B,D,A,A
310,912,A,E,A,A
311,913,A,D,A,A
312,915,C,A,E,D
313,916,C,D,C,E
314,918,D,E,C,D
315,919,B,C,D,C
316,920,C,A,C,A
317,921,D,D,E,C
318,922,A,C,A,E
319,923,C,B,A,A
320,925,C,B,A,D
321,926,C,E,D,B
322,927,D,B,A,A
323,928,B,E,D,E
324,929,A,C,D,B
325,930,E,C,A,B
326,931,B,B,C,A
327,932,D,E,A,B
328,933,D,E,A,D
329,935,A,E,C,A
330,936,C,C,B,D
331,937,D,E,A,B
332,939,D,D,C,D
333,948,B,C,A,B
334,949,B,D,B,B
335,950,B,E,A,B
336,951,C,E,E,B
337,952,A,B,A,B
338,953,A,C,D,A
339,955,B,A,A,A
340,957,B,D,E,E
341,958,C,B,E,A
342,960,D,D,A,A
343,961,E,E,D,E
344,962,B,C,A,A
345,965,C,C,C,A
346,966,C,D,E,A
347,969,D,C,A,B
348,970,E,A,D,A
349,971,C,A,A,A
350,973,C,D,C,B
351,975,C,B,D,B
352,977,E,A,E,E
353,978,B,C,B,C
354,980,B,C,B,B
355,981,E,E,E,C
356,983,E,E,B,B
357,985,A,A,B,B
358,987,C,B,E,A
359,988,D,A,C,C
360,989,C,A,D,D
361,993,A,D,C,A
362,997,E,A,E,B
363,998,E,A,D,C
364,999,E,B,E,B
365,1896,C,E,E,E
366,2001,E,B,D,C
367,2004,D,D,C,E
368,2005,D,D,A,D
369,2007,E,A,E,B
370,2008,E,B,E,C
371,2009,B,C,B,A
372,2011,D,D,B,C
373,2012,A,B,B,A
374,2013,D,E,C,D
375,2014,B,B,D,B
376,2016,C,C,A,E
377,2017,B,A,B,C
378,2019,C,B,D,E
379,2022,D,A,E,B
380,2023,D,B,D,D
381,2024,E,D,A,B
382,2025,D,A,D,D
383,2026,B,C,B,E
384,2028,C,C,D,C
385,2029,D,C,C,B
386,2030,E,A,E,E
387,2031,C,B,C,E
388,2032,D,D,E,D
389,2033,C,C,D,E
390,2034,A,D,A,A
391,2035,B,B,E,C
392,2036,B,A,B,D
393,2037,D,D,D,E
394,2038,E,A,E,D
395,2039,B,E,D,C
396,2040,A,A,B,B
397,2041,D,A,E,C
398,2042,C,E,A,C
399,2045,A,C,C,A
400,2046,B,B,A,C
401,2047,C,D,E,E
402,2048,C,D,E,D
403,2049,E,B,D,D
404,2050,D,B,E,C
405,2051,E,C,E,C
406,2052,C,B,A,A
407,2053,B,D,C,C
408,2054,A,D,C,D
409,2055,D,B,C,D
410,2056,B,B,D,C
411,2058,A,A,B,A
412,2059,C,D,B,E
413,2060,C,E,C,D
414,2061,A,C,A,B
415,2062,C,E,D,C
416,2063,D,A,D,B
417,2064,D,B,E,E
418,2065,E,A,E,E
419,2066,B,D,B,B
420,2067,C,D,A,C
421,2068,A,D,C,A
422,2073,D,C,B,D
423,2074,C,A,C,B
424,2076,A,B,B,C
425,2077,A,E,B,A
426,2078,D,E,D,B
427,2079,B,A,B,B
428,2081,E,B,E,D
429,2082,A,C,D,B
430,2083,C,E,D,C
431,2084,B,A,C,B
432,2085,E,A,E,D
433,2086,B,C,B,B
434,2087,A,E,B,C
435,2088,A,C,C,B
436,2089,C,B,C,E
437,2090,B,B,D,C
438,2092,D,E,B,E
439,2093,D,A,B,B
440,2094,B,A,D,C
441,2095,C,A,C,A
442,2096,C,C,D,C
443,2098,A,B,D,B
444,2099,C,D,B,E
445,2100,B,B,D,B
446,2101,B,C,D,C
447,2102,A,D,A,E
448,2103,B,B,A,B
449,2104,D,A,E,E
450,2105,A,B,B,B
451,2107,B,A,C,B
452,2108,C,B,D,D
453,2111,C,B,D,D
454,2112,A,C,B,D
455,2113,A,A,A,B
456,2114,A,D,C,A
457,2115,B,B,A,B
458,2116,C,B,E,A
459,2117,D,A,E,D
460,2118,C,B,A,C
461,2119,A,B,A,A
462,2120,A,B,E,A
463,2121,C,D,C,E
464,2122,D,C,A,A
465,2124,A,D,A,B
466,2125,A,C,A,D
467,2126,B,C,D,C
468,2128,D,D,D,E
469,2129,E,C,B,E
470,2130,C,B,D,E
471,2131,D,C,D,E
472,2132,B,D,B,B
473,2133,B,E,C,C
474,2134,A,A,A,B
475,2135,C,E,B,D
476,2136,A,B,A,A
477,2138,C,B,D,E
478,2139,A,B,D,C
479,2140,D,C,E,E
480,2141,B,A,A,A
481,2142,E,E,E,D
482,2143,B,D,E,C
483,2144,A,C,C,B
484,2145,A,D,B,E
485,2146,E,E,E,E
486,2148,A,A,B,E
487,2149,A,C,A,B
488,2150,A,A,D,A
489,2151,C,A,B,C
490,2153,E,A,E,B
491,2154,C,C,C,A
492,2155,D,B,B,C
493,2156,D,B,B,C
494,2158,B,A,E,C
495,2159,A,C,A,D
496,2160,A,D,B,E
497,2161,D,A,B,C
498,2162,B,B,B,C
499,2163,D,D,A,A
500,2164,B,C,A,A
501,2165,B,B,D,A
502,2166,A,B,E,E
503,2167,B,B,A,A
504,2168,C,A,A,C
505,2169,B,B,B,C
506,2170,D,B,D,D
507,2174,C,A,E,E
508,2175,D,A,B,E
509,2176,D,A,B,E
510,2177,C,B,D,C
511,2178,C,A,C,C
512,2179,E,B,D,D
513,2181,D,D,A,B
514,2182,A,D,B,A
515,2184,B,B,C,D
516,2185,D,A,D,D
517,2186,C,A,D,D
518,2187,B,C,D,A
519,2189,B,A,B,B
520,2190,D,A,A,C
521,2192,A,B,A,A
522,2193,A,D,A,B
523,2194,C,B,C,C
524,2195,D,D,B,E
525,2196,A,C,A,E
526,2197,C,B,C,D
527,2198,A,A,C,C
528,2200,A,D,B,E
529,2201,A,C,B,E
530,2202,E,D,D,E
531,2204,D,D,A,A
532,2205,A,C,C,A
533,2206,B,C,C,B
534,2207,A,B,B,D
535,2208,B,E,E,D
536,2209,A,D,B,A
537,2210,D,E,E,E
538,2213,A,A,B,B
539,2215,D,B,D,A
540,2216,C,B,A,A
541,2218,B,C,A,D
542,2219,E,A,E,E
543,2220,B,D,C,D
544,2221,E,D,C,E
545,2222,B,A,A,A
546,2223,D,A,E,D
547,2224,C,A,E,D
548,2225,B,D,C,E
549,2227,C,A,D,D
550,2228,C,B,E,C
551,2229,B,A,B,D
552,2230,E,A,C,D
553,2231,A,B,A,B
554,2232,C,A,A,A
555,2233,D,C,E,A
556,2234,A,D,B,D
557,2236,E,B,E,E
558,2237,C,D,C,A
559,2240,B,B,A,A
560,2241,E,B,E,E
561,2242,E,B,E,C
562,2243,A,C,A,A
563,2244,E,E,D,A
564,2245,C,B,D,E
565,2246,B,A,B,A
566,2247,B,B,D,C
567,2249,D,D,D,E
568,2250,D,B,E,D
569,2251,D,D,D,B
570,2252,E,A,C,E
571,2253,B,A,A,B
572,2254,D,A,D,C
573,2255,B,D,B,C
574,2258,B,B,C,D
575,2259,B,B,A,A
576,2260,C,A,B,E
577,2261,C,A,C,E
578,2262,D,A,E,D
579,2263,B,C,A,A
580,2264,B,C,B,A
581,2265,B,A,A,B
582,2266,D,B,B,D
583,2267,D,C,D,C
584,2269,E,B,C,B
585,2271,D,B,E,E
586,2273,C,A,D,E
587,2274,B,E,A,D
588,2275,D,A,E,B
589,2276,E,B,C,D
590,2277,D,C,D,D
591,2279,A,A,C,C
592,2280,B,A,E,E
593,2281,C,B,C,E
594,2282,A,B,B,A
595,2283,D,C,B,B
596,2284,C,D,C,E
597,2285,E,A,E,E
598,2286,B,C,B,B
599,2287,D,A,E,D
600,2290,A,C,A,B
601,2291,B,C,B,A
602,2293,D,A,E,D
603,2294,D,A,E,E
604,2295,B,B,A,A
605,2297,C,A,A,A
606,2299,E,C,A,D
607,2300,B,C,D,C
608,2301,D,B,B,C
609,2302,B,E,D,D
610,2303,D,B,D,C
611,2304,E,A,E,B
612,2305,C,E,E,E
613,2307,C,D,A,D
614,2309,C,E,C,C
615,2311,D,B,E,B
616,2313,B,D,B,C
617,2314,B,D,A,A
618,2315,B,B,C,B
619,2317,C,B,D,D
620,2318,D,A,C,D
621,2319,A,B,B,A
622,2321,B,D,A,D
623,2322,B,A,B,B
624,2323,A,B,B,A
625,2324,B,B,D,C
626,2326,C,C,C,E
627,2327,B,C,E,D
628,2328,A,D,C,B
629,2330,B,B,B,B
630,2332,C,B,C,B
631,2333,B,B,C,D
632,2334,B,B,C,D
633,2335,B,B,D,E
634,2337,B,A,B,A
635,2338,C,A,C,B
636,2339,C,B,C,D
637,2340,E,C,B,E
638,2341,A,C,C,C
639,2342,C,C,B,A
640,2343,C,C,C,A
641,2344,E,B,E,D
642,2347,A,D,A,B
643,2349,C,A,B,E
644,2350,A,B,C,D
645,2351,A,C,C,B
646,2352,A,C,B,A
647,2355,A,D,B,B
648,2356,B,C,B,E
649,2357,A,B,E,C
650,2358,D,B,D,E
651,2360,A,C,E,C
652,2362,B,A,A,B
653,2363,C,B,B,B
654,2364,C,A,D,D
655,2365,A,B,B,A
656,2366,C,A,C,B
657,2371,D,B,B,B
658,2372,C,A,E,C
659,2373,C,B,E,E
660,2374,B,D,B,E
661,2375,E,D,E,E
662,2376,C,A,E,D
663,2377,B,C,C,E
664,2378,D,A,B,B
665,2379,B,E,A,A
666,2380,A,C,B,B
667,2381,A,C,D,C
668,2382,C,A,C,A
669,2383,B,B,B,B
670,2384,D,C,B,E
671,2385,E,B,D,E
672,2386,B,E,A,C
673,2387,A,C,A,D
674,2389,B,C,B,E
675,2390,D,C,C,E
676,2391,A,D,D,E
677,2392,B,D,C,C
678,2393,C,B,B,B
679,2394,B,D,E,C
680,2395,A,B,A,B
681,2397,A,D,D,C
682,2398,B,C,D,B
683,2399,E,B,C,D
684,2400,E,A,E,E
685,2401,B,A,C,C
686,2402,B,B,C,D
687,2403,B,C,C,D
688,2404,A,C,C,D
689,2405,E,A,B,B
690,2406,A,D,C,B
691,2407,B,C,A,D
692,2408,D,C,D,D
693,2409,A,D,C,D
694,2410,E,A,E,D
695,2412,C,A,D,B
696,2415,E,A,E,E
697,2416,D,C,A,A
698,2417,A,B,A,A
699,2418,B,C,A,A
700,2419,D,D,E,C
701,2420,A,D,A,C
702,2421,C,A,D,E
703,2422,D,E,D,D
704,2423,C,B,A,D
705,2424,D,A,E,B
706,2426,D,D,C,E
707,2427,C,C,D,A
708,2428,D,A,C,B
709,2429,D,B,E,A
710,2430,D,D,B,A
711,2431,C,D,E,E
712,2432,C,A,B,C
713,2433,C,B,C,E
714,2434,C,C,D,D
715,2435,A,C,C,C
716,2436,B,B,C,D
717,2437,E,A,E,E
718,2440,D,C,E,D
719,2441,C,D,D,C
720,2443,C,C,B,B
721,2444,D,B,E,D
722,2446,B,C,B,E
723,2447,C,C,D,E
724,2448,B,B,D,C
725,2449,B,D,C,C
726,2450,E,A,E,E
727,2451,A,D,C,E
728,2452,A,B,C,C
729,2454,B,C,D,C
730,2455,A,D,C,B
731,2456,E,C,D,E
732,2457,A,C,C,A
733,2458,A,D,A,D
734,2459,A,B,A,C
735,2460,B,B,C,C
736,2461,D,C,B,C
737,2462,D,C,E,E
738,2463,D,B,A,C
739,2464,A,A,A,A
740,2465,E,B,D,E
741,2466,D,E,C,E
742,2467,C,A,D,B
743,2468,C,A,A,B
744,2469,B,A,E,E
745,2470,E,B,D,E
746,2472,B,D,C,C
747,2474,B,A,B,C
748,2475,E,A,E,E
749,2476,C,A,C,D
750,2477,D,D,A,D
751,2478,B,D,D,C
752,2479,D,B,D,C
753,2480,B,C,A,D
754,2481,D,B,C,E
755,2482,D,D,E,E
756,2483,B,C,C,D
757,2484,B,A,D,C
758,2485,B,C,A,A
759,2486,B,A,B,E
760,2487,B,B,B,B
761,2488,C,C,B,E
762,2490,A,E,A,B
763,2491,D,C,D,D
764,2492,A,B,C,C
765,2493,E,E,A,C
766,2494,A,D,C,E
767,2495,A,B,B,B
768,2496,B,C,D,D
769,2497,B,B,D,B
770,2498,E,B,C,D
771,2500,E,C,D,E
772,2501,C,C,D,E
773,2502,B,A,B,C
774,2503,D,A,C,C
775,2504,A,D,E,E
776,2505,B,D,A,E
777,2508,E,A,E,E
778,2510,A,D,D,D
779,2511,B,D,B,B
780,2513,A,D,A,B
781,2514,A,A,B,E
782,2515,A,A,B,A
783,2516,A,D,D,D
784,2518,C,B,D,B
785,2519,C,D,C,E
786,2520,C,A,C,E
787,2521,B,D,D,D
788,2522,D,A,C,E
789,2523,A,B,B,A
790,2524,B,B,A,B
791,2526,B,D,A,C
792,2531,C,B,D,B
793,2532,A,B,C,B
794,2533,B,C,C,C
795,2534,C,C,B,A
796,2535,B,E,B,D
797,2536,A,E,B,D
798,2537,B,C,B,A
799,2538,C,B,C,D
800,2539,B,E,D,D
801,2540,C,B,D,C
802,2541,A,E,C,C
803,2542,B,D,C,E
804,2543,B,C,D,B
805,2544,D,A,C,E
806,2546,B,B,D,D
807,2547,C,C,C,E
808,2548,B,A,D,A
809,2550,C,B,D,C
810,2551,C,B,D,D
811,2552,A,B,B,B
812,2554,A,D,D,E
813,2555,B,D,B,E
814,2556,C,C,C,C
815,2559,B,C,C,C
816,2560,A,E,C,E
817,2561,B,B,E,B
818,2562,A,C,C,C
819,2563,E,E,E,C
820,2564,B,D,B,D
821,2565,C,B,C,B
822,2566,A,C,C,E
823,2567,B,C,D,E
824,2568,D,A,D,B
825,2569,A,A,A,A
826,2570,D,A,B,A
827,2572,D,A,E,D
828,2573,E,A,D,E
829,2576,A,B,A,A
830,2578,A,C,B,C
831,2579,B,A,B,E
832,2580,A,C,B,C
833,2581,C,A,D,A
834,2582,A,D,B,E
835,2583,C,C,A,C
836,2584,B,C,C,B
837,2585,B,D,B,E
838,2587,A,A,D,C
839,2588,D,C,E,D
840,2590,B,C,D,B
841,2591,A,B,A,B
842,2593,A,D,B,C
843,2594,E,E,A,D
844,2595,D,B,E,D
845,2596,A,C,B,E
846,2597,C,C,C,C
847,2598,A,A,D,B
848,2599,A,C,B,C
849,2600,A,D,A,D
850,2601,C,D,B,E
851,2603,D,A,D,C
852,2604,A,C,B,B
853,2606,A,C,B,A
854,2607,A,E,A,D
855,2608,A,E,A,E
856,2609,B,C,D,D
857,2610,C,D,B,E
858,2611,B,B,E,E
859,2612,B,D,C,D
860,2613,A,D,B,B
861,2614,B,D,C,B
862,2615,A,B,D,C
863,2616,B,D,C,E
864,2618,B,A,C,C
865,2619,A,B,B,B
866,2621,A,D,C,C
867,2622,C,A,B,C
868,2623,B,C,B,C
869,2624,A,B,E,E
870,2626,C,A,E,C
871,2627,A,C,C,D
872,2628,B,E,C,A
873,2629,A,B,A,A
874,2630,C,D,C,E
875,2631,D,A,D,B
876,2632,B,A,B,B
877,2633,A,B,A,B
878,2634,A,B,C,C
879,2635,B,C,D,E
880,2637,A,C,C,C
881,2638,C,B,A,B
882,2640,C,B,B,E
883,2641,C,C,D,D
884,2642,C,B,C,E
885,2644,C,C,B,D
886,2646,D,A,E,B
887,2648,D,C,B,D
888,2650,C,A,D,C
889,2651,A,B,E,A
890,2652,A,B,C,E
891,2653,D,A,E,D
892,2654,A,C,C,D
893,2656,A,E,B,A
894,2657,D,B,B,E
895,2658,C,C,E,D
896,2660,A,C,A,C
897,2661,A,D,D,C
898,2664,C,C,E,D
899,2665,D,B,D,D
900,2666,A,D,D,C
901,2668,B,E,E,C
902,2672,C,D,D,E
903,2673,E,D,E,E
904,2674,B,D,C,D
905,2676,A,E,B,C
906,2677,A,C,E,B
907,2678,D,D,C,B
908,2679,A,E,B,B
909,2680,A,C,B,B
910,2681,C,B,D,D
911,2682,B,E,B,B
912,2684,B,B,B,D
913,2685,B,B,B,C
914,2686,A,D,D,D
915,2687,A,D,C,D
916,2688,A,C,C,E
917,2689,D,D,E,C
918,2690,D,A,D,C
919,2691,A,C,C,B
920,2692,A,E,D,C
921,2695,A,D,C,C
922,2696,A,E,C,E
923,2697,B,D,D,C
924,2698,B,C,D,C
925,2699,B,A,E,D
926,2700,A,B,E,D
927,2701,D,C,E,D
928,2705,A,E,D,E
929,2706,A,C,D,E
930,2707,C,A,E,E
931,2708,A,D,C,E
932,2709,A,B,C,E
933,2711,A,B,D,E
934,2712,A,C,D,E
935,2713,A,D,E,E
936,2714,D,D,B,E
937,2715,A,D,B,B
938,2718,A,B,E,E
939,2719,A,D,C,E
940,2721,B,E,D,E
941,2723,A,C,C,E
942,2725,A,C,D,E
943,600000,E,E,E,D
944,600004,D,C,E,C
945,600005,E,E,B,B
946,600006,E,D,B,A
947,600007,D,B,D,B
948,600008,E,C,D,B
949,600009,E,D,E,C
950,600010,E,D,B,D
951,600011,E,E,E,B
952,600012,D,D,D,A
953,600015,E,E,E,C
954,600016,E,E,E,D
955,600017,E,D,C,C
956,600018,E,B,E,C
957,600019,E,E,C,B
958,600020,D,E,D,C
959,600021,E,E,D,E
960,600022,E,E,A,A
961,600023,E,E,E,C
962,600026,E,E,A,C
963,600027,E,E,E,C
964,600028,E,E,D,B
965,600029,E,E,B,D
966,600030,E,E,D,E
967,600031,E,C,B,A
968,600033,D,E,D,A
969,600036,E,E,E,D
970,600037,E,B,B,B
971,600038,E,D,C,A
972,600039,D,E,D,D
973,600048,E,E,E,D
974,600050,E,E,C,B
975,600051,A,E,E,A
976,600052,D,E,D,A
977,600054,A,E,D,B
978,600055,C,A,A,C
979,600056,E,C,D,C
980,600057,B,E,C,E
981,600058,E,E,B,B
982,600059,D,B,C,D
983,600060,E,D,D,B
984,600061,D,E,A,E
985,600062,D,B,D,B
986,600063,D,D,C,D
987,600064,D,E,D,E
988,600066,E,C,E,E
989,600067,D,E,E,D
990,600068,E,E,D,D
991,600069,A,D,A,A
992,600070,B,C,A,D
993,600071,A,A,A,D
994,600072,D,A,A,C
995,600073,C,C,C,D
996,600077,C,E,B,D
997,600078,C,D,B,B
998,600079,D,C,D,D
999,600080,A,A,B,C
1000,600081,B,C,E,E
1001,600082,B,C,B,C
1002,600083,A,A,E,E
1003,600084,C,C,A,E
1004,600085,E,C,E,C
1005,600086,E,B,D,D
1006,600088,C,A,C,A
1007,600089,E,D,C,D
1008,600091,A,B,A,A
1009,600093,B,A,D,C
1010,600095,A,B,B,A
1011,600096,C,E,A,B
1012,600098,E,D,D,B
1013,600100,E,E,C,D
1014,600101,A,C,C,B
1015,600104,E,D,E,C
1016,600105,C,C,D,A
1017,600106,C,D,C,C
1018,600107,C,A,B,A
1019,600108,D,A,B,D
1020,600109,E,B,D,E
1021,600111,E,B,B,A
1022,600112,C,A,B,A
1023,600113,A,A,B,D
1024,600114,A,C,D,D
1025,600115,E,E,A,D
1026,600116,A,C,C,B
1027,600117,B,E,B,E
1028,600118,E,A,C,C
1029,600119,C,B,C,B
1030,600120,D,C,E,A
1031,600121,B,E,C,B
1032,600123,D,E,B,C
1033,600125,D,B,C,D
1034,600127,B,A,A,A
1035,600128,A,C,C,D
1036,600130,C,A,C,C
1037,600131,A,C,E,A
1038,600132,C,B,B,A
1039,600133,B,E,E,E
1040,600135,C,A,B,C
1041,600138,D,C,D,C
1042,600141,C,E,D,E
1043,600143,E,C,C,B
1044,600146,B,A,A,A
1045,600148,B,A,D,B
1046,600149,C,A,A,A
1047,600150,E,D,A,B
1048,600151,D,C,B,C
1049,600152,A,C,A,A
1050,600156,B,A,A,A
1051,600157,E,E,B,C
1052,600158,E,A,C,B
1053,600159,B,C,C,A
1054,600160,E,C,B,A
1055,600161,D,A,D,C
1056,600162,B,E,E,B
1057,600163,B,B,A,A
1058,600165,A,D,A,A
1059,600166,E,E,A,C
1060,600168,C,D,C,B
1061,600169,D,D,A,D
1062,600170,E,E,D,D
1063,600171,D,A,A,A
1064,600172,D,D,D,C
1065,600173,B,C,E,D
1066,600175,D,E,C,E
1067,600176,E,D,D,B
1068,600177,E,E,E,A
1069,600178,B,C,B,A
1070,600180,C,E,E,D
1071,600182,A,D,E,A
1072,600183,D,C,D,B
1073,600184,D,A,C,D
1074,600185,D,D,D,D
1075,600187,D,A,C,C
1076,600188,E,E,C,B
1077,600189,B,D,A,D
1078,600190,C,E,B,C
1079,600192,B,C,B,C
1080,600193,C,A,A,A
1081,600195,D,B,D,D
1082,600196,E,C,D,D
1083,600197,B,B,E,B
1084,600198,D,E,B,D
1085,600199,B,B,C,B
1086,600200,D,B,D,B
1087,600201,E,A,E,D
1088,600203,A,D,C,E
1089,600206,C,B,A,E
1090,600208,E,D,C,D
1091,600209,A,A,A,A
1092,600210,C,D,C,B
1093,600213,A,B,A,D
