,Stkcd,Size,BM,OP,INV
229,705,B,B,C,B
230,707,A,E,A,B
231,708,B,D,C,B
232,709,E,E,A,C
233,710,A,A,A,D
234,712,D,D,B,E
235,715,B,B,D,B
236,716,B,B,B,E
237,717,B,E,A,B
238,718,D,E,E,C
239,719,A,D,D,C
240,720,B,E,C,A
241,721,A,B,B,E
242,722,A,D,C,E
243,723,A,B,D,D
244,725,E,E,C,E
245,726,D,D,E,B
246,727,B,B,A,A
247,728,E,D,C,E
248,729,E,C,C,B
249,731,C,B,C,C
250,732,E,E,E,E
251,733,D,C,B,B
252,735,D,B,B,A
253,736,A,E,B,E
254,737,B,C,A,A
255,738,E,A,B,E
256,739,D,C,D,D
257,748,D,A,B,D
258,750,D,D,C,E
259,752,B,A,E,D
260,753,B,D,E,D
261,755,A,E,A,A
262,756,A,D,A,B
263,757,A,A,E,A
264,758,E,D,B,C
265,759,D,D,C,C
266,760,C,B,A,E
267,761,E,E,B,C
268,762,D,A,B,B
269,766,B,A,A,D
270,767,D,E,D,E
271,768,E,D,B,C
272,776,E,D,D,E
273,777,D,A,C,B
274,778,E,E,C,E
275,779,A,A,A,A
276,780,D,C,B,B
277,782,A,D,A,E
278,783,E,C,D,B
279,785,A,D,C,B
280,786,D,C,E,C
281,788,E,B,C,D
282,789,C,D,E,C
283,790,C,A,D,C
284,791,A,E,D,B
285,792,E,E,B,E
286,793,E,A,E,D
287,795,B,B,A,A
288,796,A,C,D,E
289,797,B,E,D,B
290,799,B,B,A,A
291,800,E,D,D,E
292,801,D,B,B,C
293,803,A,B,C,E
294,806,C,C,B,A
295,807,D,E,A,D
296,809,D,C,E,E
297,810,B,B,B,A
298,811,C,B,E,D
299,812,B,B,D,C
300,813,A,D,C,E
301,816,D,C,B,B
302,818,A,D,A,B
303,819,C,A,D,C
304,821,B,D,A,E
305,822,B,D,A,A
306,823,D,B,C,C
307,825,E,E,B,C
308,826,E,A,E,D
309,828,D,C,D,B
310,829,D,C,A,E
311,830,D,E,C,C
312,831,E,A,D,B
313,835,A,A,B,A
314,836,A,D,A,B
315,837,B,B,A,C
316,838,A,D,E,E
317,839,E,C,A,A
318,848,E,A,E,D
319,850,C,D,B,A
320,851,D,B,B,E
321,856,A,E,B,D
322,858,E,B,E,A
323,859,A,C,A,C
324,860,D,D,D,C
325,861,B,D,E,E
326,862,B,D,A,A
327,863,A,E,E,E
328,868,C,D,A,C
329,869,E,B,E,A
330,875,B,E,A,D
331,876,E,D,E,D
332,877,D,E,B,C
333,878,E,D,A,A
334,880,A,E,B,B
335,881,B,E,B,A
336,882,C,E,A,E
337,883,E,D,C,A
338,885,B,D,A,A
339,886,C,B,C,C
340,887,E,A,E,B
341,888,C,A,C,E
342,889,B,C,D,A
343,890,A,D,B,C
344,895,E,A,E,D
345,897,D,C,A,A
346,898,E,E,B,A
347,899,B,D,E,A
348,900,D,E,D,E
349,901,D,A,B,D
350,902,B,A,A,D
351,903,C,D,B,B
352,905,D,C,D,D
353,906,C,C,C,C
354,908,C,A,E,A
355,909,B,D,B,E
356,910,B,E,B,A
357,911,B,E,A,A
358,912,A,E,A,C
359,913,B,D,A,B
360,915,C,A,E,D
361,916,C,C,C,C
362,917,E,D,C,E
363,918,D,E,C,D
364,919,C,C,D,B
365,920,C,B,C,D
366,921,D,C,E,E
367,922,B,C,A,A
368,923,A,C,A,B
369,926,C,E,D,B
370,927,D,D,A,A
371,928,B,C,A,A
372,929,A,C,C,B
373,930,D,D,A,A
374,931,B,D,A,B
375,932,D,E,A,C
376,933,D,E,A,C
377,935,A,E,C,A
378,936,C,C,B,A
379,937,E,E,C,B
380,938,D,A,D,D
381,939,D,D,B,B
382,949,B,D,B,A
383,950,B,E,A,E
384,951,D,E,D,D
385,952,B,B,A,A
386,953,A,D,B,B
387,955,B,B,A,A
388,957,C,C,D,D
389,958,A,D,C,E
390,959,C,E,A,A
391,961,E,E,E,E
392,962,D,C,A,B
393,963,E,B,E,D
394,965,C,D,C,D
395,966,C,E,E,A
396,967,B,D,C,E
397,968,C,E,A,D
398,969,D,C,B,A
399,970,E,A,D,B
400,971,A,A,A,A
401,972,C,C,E,A
402,973,C,D,C,C
403,975,D,B,D,E
404,977,E,A,D,E
405,978,B,C,A,D
406,979,D,D,C,E
407,980,A,D,B,E
408,981,A,E,E,E
409,982,D,C,D,E
410,983,E,D,C,B
411,985,A,A,B,B
412,987,C,C,E,B
413,988,D,B,B,B
414,989,C,A,E,B
415,990,C,C,B,C
416,993,B,D,C,D
417,995,A,A,A,B
418,996,C,A,B,B
419,997,E,A,E,D
420,998,E,A,E,C
421,999,E,A,E,D
422,1696,C,C,D,C
423,1896,C,D,E,A
424,2001,E,B,E,C
425,2002,A,E,D,E
426,2003,B,B,E,A
427,2004,D,C,D,E
428,2005,E,C,A,D
429,2006,C,B,A,A
430,2007,E,A,E,D
431,2008,E,A,D,B
432,2009,C,D,B,D
433,2010,C,B,D,D
434,2011,D,C,C,A
435,2012,B,B,B,B
436,2013,C,E,D,C
437,2014,B,B,D,B
438,2015,A,D,A,A
439,2016,D,B,E,E
440,2017,C,A,B,C
441,2018,C,B,B,E
442,2019,D,A,B,A
443,2020,C,A,C,B
444,2022,E,A,E,C
445,2023,D,A,C,E
446,2024,E,D,A,C
447,2025,D,B,D,C
448,2026,B,B,C,D
449,2027,A,A,A,A
450,2028,D,B,D,D
451,2029,D,C,D,D
452,2030,E,A,E,E
453,2031,C,B,D,B
454,2032,D,C,E,D
455,2033,B,B,E,B
456,2034,A,D,C,A
457,2035,C,B,E,D
458,2036,A,A,B,B
459,2037,C,D,E,E
460,2038,E,A,E,D
461,2039,B,E,A,C
462,2040,A,B,B,B
463,2041,E,A,E,D
464,2042,C,D,B,A
465,2043,A,B,B,B
466,2044,A,A,A,C
467,2045,B,C,C,C
468,2046,B,B,A,C
469,2048,D,C,D,E
470,2049,D,B,D,C
471,2050,E,C,D,E
472,2051,E,C,E,A
473,2052,C,A,B,B
474,2053,A,D,A,C
475,2054,A,C,D,C
476,2055,C,B,D,E
477,2056,D,B,D,B
478,2057,A,A,A,A
479,2058,A,A,B,B
480,2060,C,E,B,C
481,2061,A,D,B,E
482,2062,B,E,C,C
483,2063,D,A,E,E
484,2064,D,A,E,D
485,2065,E,A,E,E
486,2066,B,E,A,B
487,2067,C,E,A,A
488,2068,B,E,B,E
489,2069,E,B,B,C
490,2070,C,B,B,A
491,2071,C,A,A,A
492,2072,A,C,A,A
493,2073,D,C,A,B
494,2075,D,D,B,B
495,2077,A,E,C,D
496,2078,D,E,C,B
497,2079,D,A,B,A
498,2080,D,D,A,C
499,2081,E,B,E,E
500,2082,A,C,D,A
501,2083,C,D,C,B
502,2084,B,B,C,A
503,2085,D,D,E,E
504,2086,B,C,B,C
505,2087,B,D,B,C
506,2088,B,C,C,B
507,2089,C,B,B,D
508,2090,B,B,B,E
509,2091,D,A,E,C
510,2092,D,E,B,D
511,2093,D,A,C,C
512,2094,C,A,D,A
513,2095,C,A,C,B
514,2096,B,C,D,C
515,2097,B,D,A,B
516,2098,A,C,D,A
517,2101,B,C,C,E
518,2103,A,C,B,A
519,2104,D,A,E,D
520,2105,A,C,A,B
521,2106,D,B,B,E
522,2107,A,B,B,B
523,2108,D,B,E,D
524,2109,A,C,B,C
525,2110,B,E,B,A
526,2111,C,B,C,D
527,2112,A,B,B,B
528,2113,A,A,B,A
529,2114,A,E,A,E
530,2115,B,B,A,B
531,2116,C,C,E,D
532,2117,D,A,D,C
533,2118,D,B,B,E
534,2119,A,C,A,B
535,2120,A,B,D,A
536,2121,B,C,C,B
537,2122,D,D,A,B
538,2123,C,C,B,B
539,2124,A,D,A,E
540,2126,C,B,C,E
541,2128,E,C,E,C
542,2129,E,B,B,C
543,2130,C,B,C,B
544,2131,C,C,B,E
545,2132,A,D,A,B
546,2133,A,E,D,C
547,2134,A,A,A,A
548,2135,B,E,B,D
549,2136,A,B,A,D
550,2137,B,A,A,A
551,2138,D,A,D,E
552,2139,A,A,C,B
553,2140,D,B,E,B
554,2141,A,A,A,B
555,2142,E,E,E,E
556,2144,B,C,B,E
557,2145,A,E,B,E
558,2146,E,E,E,E
559,2147,A,C,A,D
560,2148,C,A,D,C
561,2149,C,C,B,B
562,2150,A,A,D,B
563,2152,E,A,E,E
564,2153,D,A,E,E
565,2154,C,D,C,A
566,2155,E,B,C,B
567,2156,D,B,B,C
568,2157,B,E,A,E
569,2158,D,A,E,D
570,2159,B,B,C,D
571,2161,D,A,B,A
572,2162,B,B,C,C
573,2163,B,E,A,B
574,2164,A,C,A,A
575,2165,B,B,C,B
576,2166,B,A,E,E
577,2168,C,A,B,B
578,2169,A,B,B,B
579,2170,C,B,D,E
580,2171,B,B,A,A
581,2172,B,C,A,A
582,2173,A,C,C,B
583,2174,C,A,A,A
584,2175,B,B,B,E
585,2176,D,A,C,D
586,2177,C,A,D,A
587,2178,B,A,C,E
588,2179,E,B,D,E
589,2181,C,C,C,B
590,2182,B,D,B,A
591,2183,D,D,C,E
592,2184,A,C,B,B
593,2185,D,A,D,E
594,2186,D,A,E,B
595,2187,B,D,D,B
596,2188,A,A,A,A
597,2189,B,A,B,B
598,2191,D,A,E,B
599,2192,B,B,A,A
600,2194,C,B,B,B
601,2195,B,A,B,B
602,2196,A,B,A,E
603,2197,B,B,C,E
604,2198,B,A,E,E
605,2199,A,B,A,E
606,2200,A,B,A,E
607,2201,A,C,A,C
608,2202,E,D,B,C
609,2203,D,B,D,D
610,2204,D,E,C,A
611,2205,A,C,C,E
612,2206,B,D,C,B
613,2207,B,A,B,E
614,2208,B,D,E,E
615,2209,A,D,B,E
616,2210,D,E,E,E
617,2211,A,D,A,A
618,2212,B,D,B,E
619,2213,A,A,C,B
620,2214,B,A,B,C
621,2215,C,B,D,E
622,2216,D,B,C,D
623,2217,A,C,A,A
624,2218,D,B,A,C
625,2219,E,A,E,E
626,2220,B,C,C,D
627,2221,D,D,C,E
628,2222,B,A,C,B
629,2223,E,A,E,D
630,2224,B,C,E,E
631,2225,B,D,C,D
632,2226,C,D,E,D
633,2227,D,A,C,C
634,2228,C,C,D,B
635,2229,B,A,C,A
636,2230,E,A,C,E
637,2231,A,B,A,B
638,2232,C,A,A,B
639,2233,C,D,D,B
640,2234,A,C,A,A
641,2235,A,A,B,C
642,2236,E,A,E,E
643,2237,D,D,C,C
644,2238,C,A,C,B
645,2239,B,A,B,E
646,2240,E,A,A,A
647,2241,E,A,E,E
648,2242,D,A,E,B
649,2243,B,C,B,E
650,2244,D,E,E,B
651,2245,C,B,E,C
652,2246,C,C,B,B
653,2247,A,B,C,E
654,2248,A,D,A,A
655,2249,D,C,C,E
656,2250,D,B,E,D
657,2251,D,C,E,E
658,2253,C,A,C,B
659,2254,C,B,C,B
660,2255,B,C,C,D
661,2256,B,A,D,A
662,2258,B,B,D,D
663,2259,C,B,A,C
664,2260,C,A,C,B
665,2261,D,A,B,C
666,2262,D,A,E,D
667,2263,C,C,A,B
668,2264,C,B,A,C
669,2265,B,A,A,B
670,2266,D,B,B,E
671,2267,E,B,D,D
672,2268,D,A,B,C
673,2269,E,B,D,A
674,2270,A,B,B,A
675,2271,D,B,E,E
676,2272,A,C,A,D
677,2273,D,A,D,B
678,2274,C,E,A,E
679,2275,D,A,E,C
680,2276,D,C,C,B
681,2277,D,B,E,E
682,2278,B,B,B,B
683,2279,C,A,C,C
684,2280,A,B,A,A
685,2281,D,A,C,B
686,2282,A,C,B,A
687,2283,C,C,B,B
688,2284,C,C,D,D
689,2285,D,A,E,C
690,2286,A,C,B,E
691,2287,E,A,E,C
692,2288,B,C,B,D
693,2289,A,E,A,E
694,2291,B,D,B,C
695,2292,E,A,E,E
696,2293,D,A,E,C
697,2294,D,A,E,D
698,2295,A,C,A,D
699,2296,B,C,B,E
700,2297,B,C,A,E
701,2298,B,B,B,C
702,2299,E,C,A,D
703,2300,B,C,D,B
704,2301,B,B,B,C
705,2302,B,E,D,E
706,2303,D,B,D,D
707,2304,E,B,E,D
708,2305,C,D,E,D
709,2306,D,A,A,A
710,2307,C,E,B,E
711,2308,D,A,D,B
712,2309,D,E,D,E
713,2310,D,D,E,E
714,2311,E,B,D,D
715,2312,D,A,C,E
716,2313,B,C,B,D
717,2314,B,D,A,A
718,2315,B,B,C,B
719,2316,C,B,A,D
720,2317,D,A,D,D
721,2318,D,B,D,C
722,2319,A,B,C,E
723,2320,C,A,B,A
724,2321,B,D,A,E
725,2322,C,A,C,C
726,2323,A,B,B,B
727,2324,B,B,D,E
728,2325,C,B,E,E
729,2326,B,C,B,C
730,2327,B,C,E,D
731,2328,C,C,B,D
732,2329,B,C,B,A
733,2330,B,C,B,B
734,2331,A,B,D,C
735,2332,C,B,C,C
736,2333,B,B,C,B
737,2334,C,A,C,D
738,2335,B,A,D,D
739,2336,C,D,B,B
740,2337,B,B,B,C
741,2338,C,A,C,D
742,2339,B,B,C,D
743,2340,E,C,B,D
744,2341,C,C,C,E
745,2342,C,C,B,B
746,2343,A,D,C,C
747,2344,E,A,E,D
748,2345,D,B,C,E
749,2347,A,D,B,E
750,2348,B,A,B,A
751,2349,C,A,C,C
752,2350,B,B,C,A
753,2351,A,C,C,B
754,2352,A,C,B,C
755,2353,E,A,E,E
756,2354,B,A,A,B
757,2355,B,B,B,B
758,2356,B,B,A,A
759,2357,B,A,D,B
760,2358,C,B,E,E
761,2359,B,B,A,D
762,2360,A,C,E,E
763,2361,A,C,D,D
764,2362,C,A,A,A
765,2363,B,C,B,D
766,2364,C,A,D,B
767,2365,A,C,B,A
768,2366,C,B,B,A
769,2367,C,B,E,C
770,2368,D,A,C,E
771,2369,C,B,C,D
772,2370,A,A,A,A
773,2371,D,A,C,B
774,2372,D,A,E,C
775,2373,B,A,A,A
776,2374,A,D,C,B
777,2375,E,B,E,E
778,2376,D,A,D,E
779,2377,B,C,B,C
780,2378,D,A,D,C
781,2379,B,E,A,E
782,2380,A,C,B,C
783,2381,A,B,E,B
784,2382,C,B,B,D
785,2383,B,B,A,D
786,2384,C,B,B,D
787,2385,E,B,E,E
788,2386,C,E,B,B
789,2387,B,C,A,D
790,2388,B,A,B,A
791,2389,B,B,B,B
792,2390,C,A,B,C
793,2391,B,B,D,D
794,2392,B,D,C,E
795,2393,D,A,D,C
796,2394,B,C,E,B
797,2395,A,B,B,C
798,2396,E,A,D,D
799,2397,A,D,D,C
800,2398,B,C,E,D
801,2399,E,A,B,A
802,2400,E,A,E,D
803,2401,C,A,D,D
804,2402,B,B,C,C
805,2403,B,C,B,B
806,2404,A,C,C,C
807,2405,E,A,B,B
808,2406,A,D,C,C
809,2407,C,C,B,C
810,2408,E,B,D,D
811,2409,A,C,C,B
812,2410,E,A,E,D
813,2411,B,A,A,C
814,2412,C,A,D,E
815,2413,A,C,B,D
816,2414,E,A,B,C
817,2415,E,A,E,E
818,2416,E,A,E,E
819,2417,A,C,A,A
820,2418,A,D,A,C
821,2419,D,C,E,C
822,2420,B,D,A,B
823,2421,D,A,D,D
824,2422,E,D,D,D
825,2423,D,B,A,B
826,2424,D,B,E,C
827,2425,B,B,B,E
828,2426,C,C,C,D
829,2427,C,D,B,E
830,2428,E,A,C,D
831,2429,E,A,E,E
832,2430,D,D,C,D
833,2431,C,D,E,E
834,2432,D,A,A,D
835,2433,D,B,C,D
836,2434,C,C,C,D
837,2435,A,B,C,C
838,2436,C,B,C,D
839,2437,E,B,C,D
840,2438,B,B,C,C
841,2439,D,A,B,D
842,2440,D,B,E,D
843,2441,B,D,D,D
844,2442,A,E,A,D
845,2443,B,D,C,C
846,2444,D,A,D,D
847,2446,A,B,A,B
848,2447,C,B,D,E
849,2448,B,C,D,D
850,2449,C,C,B,C
851,2450,E,A,E,E
852,2451,A,C,B,D
853,2452,A,C,C,B
854,2453,C,B,B,E
855,2454,C,D,D,D
856,2455,A,D,C,E
857,2456,E,B,E,E
858,2457,A,D,C,D
859,2458,A,D,A,B
860,2459,B,C,A,A
861,2460,C,B,C,E
862,2461,E,B,A,B
863,2462,C,B,D,E
864,2463,D,C,C,B
865,2464,B,A,B,D
866,2465,E,A,C,D
867,2467,C,A,D,B
868,2468,B,B,A,C
869,2469,B,A,E,D
870,2470,E,B,E,E
871,2471,C,E,D,B
872,2472,A,D,C,D
873,2473,C,A,A,A
874,2474,C,B,B,B
875,2475,E,A,E,E
876,2476,D,A,C,B
877,2477,D,D,B,E
878,2478,B,D,D,C
879,2479,D,B,C,E
880,2480,C,B,A,B
881,2481,D,A,D,D
882,2482,D,C,E,D
883,2483,B,C,C,B
884,2484,D,A,D,C
885,2485,B,C,B,C
886,2486,B,A,C,C
887,2487,B,B,B,D
888,2488,A,E,B,E
889,2489,C,C,D,D
890,2490,B,D,A,C
891,2491,D,C,D,E
892,2492,B,A,C,C
893,2493,E,E,B,D
894,2494,A,C,C,E
895,2495,A,C,B,B
896,2496,B,D,D,E
897,2497,C,C,D,C
898,2498,D,B,C,B
899,2499,A,B,A,A
900,2500,E,C,B,E
901,2501,D,D,D,E
902,2502,B,A,B,A
903,2503,B,C,E,B
904,2505,B,A,A,C
905,2507,A,B,E,D
906,2508,E,A,E,D
907,2509,B,A,D,C
908,2510,B,D,C,D
909,2511,C,C,C,E
910,2512,B,B,C,E
911,2513,B,C,B,C
912,2514,B,A,B,D
913,2515,A,C,B,C
914,2516,A,D,D,E
915,2517,A,B,A,D
916,2518,D,A,D,D
917,2520,A,A,B,B
918,2521,B,C,D,D
919,2522,A,B,C,A
920,2523,A,C,B,B
921,2526,B,D,B,C
922,2527,B,B,D,C
923,2528,C,A,B,A
924,2529,A,B,A,B
925,2530,A,A,C,B
926,2531,D,B,D,E
927,2532,B,A,D,C
928,2533,B,C,C,C
929,2534,D,D,C,A
930,2535,B,E,D,D
931,2536,A,C,B,C
932,2537,B,C,C,D
933,2538,B,C,C,D
934,2539,A,E,C,C
935,2540,C,C,C,C
936,2541,B,E,C,E
937,2543,C,C,D,D
938,2544,D,A,C,D
939,2545,A,E,C,D
940,2546,C,D,D,B
941,2547,A,C,B,D
942,2548,B,D,C,B
943,2549,A,B,C,D
944,2550,C,B,D,C
945,2552,A,D,A,A
946,2553,A,B,C,C
947,2554,B,B,C,D
948,2555,B,A,A,A
949,2556,C,D,B,A
950,2557,D,D,D,D
951,2558,A,D,A,D
952,2559,B,C,C,C
953,2560,A,D,C,A
954,2561,C,B,E,B
955,2562,A,D,B,A
956,2563,B,E,E,B
957,2565,B,B,D,E
958,2566,C,B,B,D
959,2567,C,D,C,C
960,2568,A,A,C,B
961,2571,B,C,C,E
962,2572,C,C,E,D
963,2574,D,E,B,C
964,2575,C,C,B,A
965,2576,A,D,A,D
966,2577,D,B,B,A
967,2578,A,D,C,B
968,2580,A,E,A,C
969,2582,A,C,C,A
970,2583,C,C,B,E
971,2584,A,D,C,D
972,2585,C,E,B,B
973,2586,C,D,D,E
974,2587,A,B,C,C
975,2588,C,D,E,B
976,2589,C,D,D,E
977,2590,B,E,C,C
978,2591,A,D,B,C
979,2592,A,C,D,C
980,2593,A,E,B,D
981,2594,E,E,A,C
982,2595,D,B,E,D
983,2596,A,D,C,D
984,2597,C,E,C,D
985,2598,B,C,D,B
986,2599,A,D,B,C
987,2600,B,D,A,E
988,2601,C,D,A,D
989,2602,B,C,C,C
990,2603,D,D,C,C
991,2604,C,B,B,B
992,2605,A,B,E,D
993,2606,A,D,B,B
994,2607,A,E,B,E
995,2608,A,E,C,D
996,2609,A,B,D,D
997,2610,B,D,A,E
998,2611,A,C,C,C
999,2612,A,D,D,A
1000,2613,A,D,B,C
1001,2614,A,C,C,D
1002,2615,A,C,D,C
1003,2616,A,E,C,C
1004,2617,A,E,B,D
1005,2618,A,B,B,E
1006,2619,A,C,C,D
1007,2620,A,D,D,D
1008,2621,A,D,C,B
1009,2623,A,D,B,B
1010,2626,C,B,C,B
1011,2627,A,D,C,C
1012,2628,B,E,E,E
1013,2629,A,B,C,C
1014,2630,C,D,C,B
1015,2631,A,C,C,D
1016,2632,A,D,B,B
1017,2633,A,D,A,A
1018,2634,A,C,C,B
1019,2636,A,E,B,B
1020,2637,A,C,C,A
1021,2638,C,C,C,B
1022,2639,A,C,B,D
1023,2640,A,D,C,C
1024,2641,A,E,D,C
1025,2642,A,C,C,E
1026,2643,B,B,D,B
1027,2644,A,C,B,C
1028,2645,A,D,C,C
1029,2646,B,B,E,C
1030,2648,B,D,E,E
1031,2649,B,B,C,E
1032,2650,A,C,D,D
1033,2651,A,D,E,A
1034,2652,A,D,C,C
1035,2653,C,B,E,E
1036,2655,A,A,A,C
1037,2656,A,D,D,E
1038,2658,A,B,D,D
1039,2659,A,D,A,A
1040,2660,A,B,B,C
1041,2661,A,C,D,D
1042,2662,A,E,E,C
1043,2663,C,C,E,E
1044,2664,B,B,D,C
1045,2666,A,D,D,D
1046,2667,A,C,C,C
1047,2668,A,D,E,D
1048,2669,A,C,C,C
1049,2670,A,D,D,E
1050,2671,A,C,D,E
1051,2672,C,C,D,B
1052,2673,D,D,C,B
1053,2674,A,C,D,D
1054,2675,B,B,C,C
1055,2676,A,E,B,B
1056,2677,A,D,D,C
1057,2678,A,D,D,D
1058,2680,A,D,B,A
1059,2682,A,E,B,C
1060,2683,B,C,E,E
1061,2684,A,C,A,D
1062,2685,A,C,B,C
1063,2686,A,D,D,B
1064,2687,A,D,C,B
1065,2688,A,B,D,B
1066,2689,A,E,D,B
1067,2690,C,A,D,C
1068,2691,A,D,C,B
1069,2692,A,E,D,E
1070,2693,A,B,C,B
1071,2694,A,D,D,C
1072,2695,A,C,D,B
1073,2696,A,D,C,C
1074,2697,A,D,D,C
1075,2698,B,B,D,C
1076,2699,A,B,C,D
1077,2700,A,A,D,C
1078,2701,D,B,E,C
1079,2702,A,C,C,B
1080,2703,A,E,C,C
1081,600000,E,E,E,D
1082,600004,D,C,E,A
1083,600005,E,E,A,A
1084,600006,D,E,B,C
1085,600007,E,B,D,A
1086,600008,E,D,C,C
1087,600009,E,C,E,C
1088,600010,E,E,B,E
1089,600011,E,E,E,B
1090,600012,D,E,E,C
1091,600015,E,E,E,C
1092,600016,E,E,E,B
1093,600017,D,D,D,D
1094,600018,E,B,D,B
1095,600019,E,E,C,B
1096,600020,D,E,C,D
1097,600021,E,E,E,C
