,Stkcd,Size,BM,OP,INV
197,628,A,E,E,E
198,629,E,B,B,A
199,630,E,D,C,C
200,631,D,C,B,A
201,632,A,E,D,C
202,633,B,A,B,A
203,635,B,C,B,B
204,636,E,A,D,E
205,637,A,C,A,E
206,638,A,A,A,A
207,639,C,C,C,A
208,650,D,C,D,E
209,651,E,B,E,B
210,652,C,E,B,B
211,655,C,B,D,C
212,656,E,E,E,D
213,657,D,C,C,E
214,659,C,A,A,A
215,661,E,A,E,E
216,663,B,C,B,A
217,665,B,E,A,B
218,666,A,E,C,B
219,667,B,E,A,B
220,668,A,C,A,A
221,669,A,E,D,A
222,671,D,E,E,D
223,672,D,B,E,D
224,673,A,C,E,B
225,676,C,C,A,A
226,677,B,A,B,B
227,678,A,C,A,A
228,679,A,C,A,A
229,680,B,D,B,C
230,681,C,A,B,B
231,682,C,D,C,C
232,683,E,E,B,B
233,685,D,D,C,C
234,686,E,E,D,B
235,687,A,B,E,A
236,688,D,A,C,E
237,690,D,C,E,B
238,691,A,A,D,E
239,692,A,E,A,A
240,695,A,C,A,C
241,697,C,B,A,A
242,698,C,D,D,D
243,700,C,D,B,C
244,701,A,E,B,A
245,702,A,B,C,E
246,703,E,D,D,C
247,705,A,C,C,C
248,707,B,E,E,A
249,708,E,D,E,C
250,709,E,E,B,D
251,710,D,A,D,C
252,711,B,E,A,A
253,712,D,D,B,A
254,713,C,A,B,B
255,715,A,C,D,B
256,716,A,E,A,B
257,717,D,D,E,B
258,718,D,D,E,A
259,719,C,E,D,D
260,720,C,D,D,D
261,721,A,B,A,D
262,722,B,C,B,B
263,723,E,B,D,E
264,725,E,D,B,E
265,726,B,E,A,B
266,727,D,E,E,E
267,728,E,E,B,C
268,729,D,C,B,B
269,731,B,D,B,C
270,732,C,E,A,B
271,733,E,A,D,B
272,735,D,B,B,E
273,736,B,E,D,E
274,737,C,A,E,A
275,738,E,A,C,D
276,739,E,A,E,D
277,750,E,E,B,C
278,751,C,C,C,D
279,752,A,B,C,B
280,753,B,E,C,E
281,755,A,E,A,A
282,756,B,D,D,C
283,757,A,D,B,B
284,758,D,D,A,A
285,759,B,D,B,B
286,761,E,E,B,C
287,762,E,A,A,A
288,766,B,D,A,C
289,767,D,E,B,D
290,768,E,B,C,D
291,776,E,E,D,D
292,777,C,A,C,B
293,778,D,E,D,C
294,779,A,D,E,D
295,780,C,C,A,A
296,782,A,D,B,C
297,783,E,E,C,E
298,785,B,E,C,D
299,786,E,A,E,C
300,788,C,B,B,A
301,789,D,D,E,E
302,790,B,A,B,B
303,791,C,E,C,B
304,793,C,D,A,A
305,795,C,B,B,D
306,796,C,B,A,A
307,797,C,E,D,D
308,798,A,A,A,B
309,799,E,A,E,E
310,800,D,E,D,E
311,801,C,B,B,A
312,802,B,C,A,B
313,803,A,C,C,E
314,806,A,D,E,E
315,807,E,D,C,B
316,809,A,E,A,A
317,810,D,C,C,B
318,811,D,D,B,C
319,812,A,C,B,C
320,813,D,B,B,C
321,815,B,B,B,A
322,816,B,B,B,A
323,818,E,A,C,C
324,819,A,B,C,C
325,820,A,A,D,A
326,821,C,D,A,E
327,822,D,C,A,A
328,823,C,C,C,E
329,825,E,E,B,B
330,826,C,E,A,A
331,828,D,D,D,D
332,829,D,D,C,C
333,830,E,D,C,C
334,831,E,A,D,D
335,833,A,E,B,D
336,835,A,C,D,A
337,836,B,B,B,B
338,837,C,D,C,C
339,838,A,E,D,B
340,839,D,D,A,A
341,848,D,A,E,B
342,850,B,D,C,A
343,851,C,D,A,C
344,852,B,E,B,A
345,856,A,D,A,C
346,858,E,A,E,C
347,859,C,B,C,E
348,860,E,A,C,B
349,861,C,D,B,A
350,862,B,E,A,A
351,863,B,D,A,A
352,868,B,D,E,B
353,869,D,B,C,A
354,875,D,E,C,E
355,876,E,C,D,E
356,877,D,C,E,B
357,878,E,D,C,A
358,880,A,E,C,C
359,881,C,D,B,C
360,882,C,D,A,A
361,883,E,E,D,B
362,885,C,D,E,E
363,886,C,B,B,B
364,887,E,D,C,C
365,888,B,C,A,D
366,889,B,B,A,A
367,890,A,B,E,A
368,892,A,D,A,A
369,893,D,C,A,B
370,895,E,A,E,E
371,897,B,D,E,B
372,898,E,E,B,B
373,899,C,D,C,C
374,900,C,E,C,E
375,901,C,C,A,C
376,902,E,A,E,D
377,903,C,D,B,D
378,905,B,E,C,C
379,906,C,E,E,E
380,908,B,C,A,A
381,909,B,D,B,E
382,910,C,C,D,C
383,911,B,D,E,C
384,912,C,C,C,D
385,913,C,A,D,B
386,915,D,B,E,D
387,917,D,E,A,A
388,918,C,D,A,A
389,919,B,C,B,B
390,920,B,B,C,D
391,921,D,E,E,E
392,922,B,B,E,E
393,923,D,B,E,C
394,925,C,D,A,A
395,926,B,E,B,B
396,927,C,E,E,E
397,928,D,E,D,C
398,929,A,C,A,A
399,930,D,D,C,D
400,931,C,B,B,A
401,932,E,E,E,C
402,933,E,E,B,E
403,935,D,A,E,D
404,936,C,D,A,A
405,937,D,E,C,C
406,938,E,C,D,C
407,948,B,D,C,D
408,949,D,D,B,C
409,950,D,E,D,E
410,951,D,C,E,E
411,952,A,C,C,D
412,953,A,A,E,C
413,955,B,A,E,D
414,957,B,E,A,A
415,958,C,E,D,D
416,959,E,E,C,B
417,960,E,D,C,C
418,961,D,E,E,E
419,962,C,A,B,A
420,963,E,A,E,D
421,965,B,E,B,C
422,966,D,D,D,B
423,967,D,D,C,E
424,968,C,D,B,D
425,969,D,C,B,B
426,970,D,B,B,C
427,971,A,C,A,A
428,972,A,A,A,A
429,973,C,C,B,A
430,975,E,B,E,C
431,976,D,B,D,D
432,977,E,C,D,E
433,978,A,D,A,A
434,980,D,E,E,A
435,981,C,E,A,A
436,982,D,A,B,B
437,983,E,E,D,C
438,985,A,A,B,A
439,987,E,E,E,C
440,988,E,A,C,D
441,989,C,C,C,B
442,990,E,E,B,B
443,993,C,D,A,D
444,995,B,A,E,B
445,996,B,A,A,B
446,997,D,B,D,A
447,998,E,B,B,A
448,999,E,B,D,C
449,1696,C,D,D,D
450,1872,D,E,C,C
451,1896,D,E,C,D
452,1914,D,C,C,B
453,1965,D,E,B,B
454,1979,E,E,C,D
455,2001,E,A,E,C
456,2002,D,D,D,C
457,2003,C,B,E,B
458,2004,D,E,C,C
459,2005,B,D,A,A
460,2006,C,B,B,E
461,2007,E,A,E,E
462,2008,E,A,D,D
463,2009,C,D,B,B
464,2010,E,D,D,D
465,2011,C,D,A,B
466,2012,B,B,D,E
467,2013,E,B,C,C
468,2014,B,B,E,D
469,2015,C,E,E,D
470,2016,C,D,E,A
471,2017,C,A,B,B
472,2019,D,B,D,C
473,2020,C,C,E,B
474,2021,A,B,A,A
475,2022,C,B,E,E
476,2023,D,B,A,B
477,2024,E,E,A,A
478,2025,E,A,D,D
479,2026,C,B,D,D
480,2027,E,A,E,D
481,2028,D,B,E,E
482,2029,C,D,B,B
483,2030,E,A,E,E
484,2031,B,D,A,C
485,2032,E,A,E,B
486,2033,B,B,B,B
487,2034,C,D,D,E
488,2035,C,B,D,B
489,2036,E,C,B,E
490,2037,A,E,B,D
491,2038,D,B,C,B
492,2039,C,E,D,C
493,2040,B,D,C,B
494,2041,D,A,B,B
495,2042,D,E,A,A
496,2043,C,B,E,E
497,2044,E,A,C,B
498,2045,C,C,C,C
499,2046,C,D,B,B
500,2047,C,E,B,D
501,2048,D,D,D,D
502,2049,E,A,E,D
503,2050,E,A,E,D
504,2051,C,E,A,B
505,2052,A,B,A,A
506,2053,C,E,B,C
507,2054,B,C,B,E
508,2055,C,D,B,A
509,2056,E,A,E,E
510,2057,C,B,D,E
511,2058,A,A,A,C
512,2059,B,D,C,A
513,2060,C,E,C,D
514,2061,C,E,D,E
515,2062,B,E,D,C
516,2063,D,A,D,C
517,2064,E,B,E,D
518,2065,E,B,B,D
519,2066,A,D,D,B
520,2067,B,D,C,E
521,2068,C,C,B,A
522,2069,A,C,E,A
523,2072,A,B,E,A
524,2073,C,D,B,B
525,2074,E,B,A,D
526,2075,D,B,E,D
527,2076,A,B,A,B
528,2077,C,C,B,A
529,2078,E,B,D,D
530,2079,D,A,C,C
531,2080,E,B,E,D
532,2081,E,D,E,D
533,2082,B,D,D,E
534,2083,B,D,C,A
535,2084,B,C,C,E
536,2085,D,C,D,D
537,2086,A,E,A,A
538,2087,B,E,B,C
539,2088,C,B,E,C
540,2089,B,C,A,A
541,2090,B,C,B,A
542,2091,E,E,E,C
543,2092,E,E,A,C
544,2093,C,B,B,A
545,2094,B,D,A,A
546,2095,B,A,B,B
547,2096,B,D,A,C
548,2097,D,D,D,D
549,2098,A,C,E,C
550,2099,D,B,C,C
551,2100,D,C,E,E
552,2101,C,D,B,B
553,2102,C,E,C,D
554,2103,A,C,A,A
555,2104,B,B,A,B
556,2105,B,B,E,D
557,2106,C,B,D,D
558,2107,B,A,E,E
559,2108,D,B,D,B
560,2109,C,C,C,B
561,2110,E,E,E,E
562,2111,C,C,D,D
563,2112,A,B,C,C
564,2113,A,C,A,A
565,2114,B,C,A,C
566,2115,B,C,B,B
567,2116,B,D,C,C
568,2117,C,B,D,B
569,2118,B,E,A,B
570,2119,D,A,C,B
571,2120,E,B,D,E
572,2121,C,D,E,A
573,2122,B,D,D,A
574,2123,D,B,B,C
575,2124,D,C,E,E
576,2125,C,C,A,B
577,2126,D,C,C,D
578,2127,E,A,E,D
579,2128,E,D,E,B
580,2129,E,B,B,D
581,2130,D,B,D,C
582,2131,D,C,E,E
583,2132,C,C,B,C
584,2133,A,E,D,D
585,2134,A,A,A,B
586,2135,D,D,C,D
587,2136,B,A,C,D
588,2137,A,B,A,C
589,2138,E,A,D,D
590,2139,D,B,E,E
591,2140,C,D,D,E
592,2141,C,B,A,A
593,2142,E,E,D,E
594,2144,A,D,B,B
595,2145,E,B,C,E
596,2146,D,E,E,D
597,2147,B,E,E,A
598,2148,A,B,A,B
599,2149,C,B,B,E
600,2150,A,B,D,C
601,2151,D,A,B,D
602,2152,E,B,C,D
603,2153,D,A,A,B
604,2154,C,C,E,C
605,2155,D,B,B,B
606,2156,E,B,B,E
607,2157,E,D,E,E
608,2158,D,A,E,D
609,2159,A,D,B,A
610,2160,B,D,A,C
611,2161,B,B,A,C
612,2162,C,B,C,C
613,2163,D,A,E,E
614,2164,A,A,E,C
615,2165,B,C,C,D
616,2166,B,C,B,E
617,2167,C,B,A,C
618,2168,B,A,A,A
619,2169,D,C,C,A
620,2170,B,C,B,A
621,2171,D,C,B,E
622,2172,C,E,A,B
623,2173,B,C,A,A
624,2174,D,C,A,A
625,2175,A,B,E,A
626,2176,E,A,A,A
627,2177,C,A,B,B
628,2178,A,B,A,A
629,2179,E,A,E,E
630,2180,E,C,A,B
631,2181,C,C,B,C
632,2182,D,C,C,D
633,2183,D,E,A,B
634,2184,B,C,D,D
635,2185,E,A,C,D
636,2186,B,B,A,A
637,2187,B,D,B,B
638,2188,A,A,E,A
639,2189,B,C,C,C
640,2190,D,A,B,C
641,2191,D,B,D,B
642,2192,E,A,B,E
643,2193,A,E,A,B
644,2194,C,A,C,C
645,2195,D,C,A,A
646,2196,C,C,A,A
647,2197,B,D,A,C
648,2198,C,A,B,A
649,2199,A,A,B,C
650,2200,A,E,A,A
651,2201,D,B,B,C
652,2202,E,D,C,C
653,2203,E,D,C,C
654,2204,C,E,B,B
655,2205,A,E,B,C
656,2206,C,C,D,C
657,2207,A,A,A,A
658,2208,C,E,E,D
659,2209,A,D,B,C
660,2210,C,A,E,A
661,2211,A,B,C,C
662,2212,E,A,C,B
663,2213,B,A,B,C
664,2214,D,A,E,D
665,2215,B,D,C,B
666,2216,D,A,E,D
667,2217,D,E,A,A
668,2218,D,C,B,B
669,2219,C,D,E,B
670,2221,D,D,D,B
671,2222,D,A,D,C
672,2223,E,A,E,E
673,2224,B,C,C,C
674,2225,B,D,D,C
675,2226,C,D,C,B
676,2227,B,A,A,C
677,2228,C,D,C,E
678,2229,B,B,B,B
679,2230,E,A,D,E
680,2231,A,A,A,A
681,2232,C,A,D,D
682,2233,D,B,E,C
683,2234,B,C,B,B
684,2235,B,B,A,A
685,2236,E,B,E,E
686,2237,D,D,C,D
687,2238,C,B,C,B
688,2239,D,B,A,B
689,2240,E,A,A,B
690,2241,E,A,E,E
691,2242,E,A,E,E
692,2243,C,D,C,E
693,2244,D,E,E,E
694,2245,E,B,D,B
695,2246,B,C,B,C
696,2247,A,C,E,A
697,2248,A,A,A,A
698,2249,D,D,A,B
699,2250,E,A,B,C
700,2251,C,E,B,B
701,2252,E,B,C,E
702,2253,B,B,B,C
703,2254,D,C,C,E
704,2255,B,D,E,B
705,2256,B,C,A,B
706,2258,D,B,E,D
707,2259,B,A,E,A
708,2261,D,A,B,D
709,2262,D,A,E,D
710,2263,C,A,C,C
711,2264,B,C,E,D
712,2265,A,B,A,A
713,2266,D,D,E,E
714,2267,D,D,C,D
715,2268,E,A,B,C
716,2269,D,D,A,A
717,2270,B,C,D,C
718,2271,E,A,E,E
719,2272,A,D,B,E
720,2273,D,B,C,D
721,2274,D,D,C,D
722,2275,C,A,D,D
723,2276,D,C,B,C
724,2277,C,E,A,B
725,2278,A,B,B,C
726,2279,B,C,A,A
727,2280,D,E,D,C
728,2281,E,A,C,D
729,2282,B,C,B,E
730,2283,C,C,D,D
731,2284,C,D,A,A
732,2285,D,C,B,A
733,2286,C,B,B,B
734,2287,D,A,E,E
735,2288,C,A,B,D
736,2289,B,A,A,A
737,2290,A,C,E,A
738,2291,D,A,A,B
739,2292,C,C,A,A
740,2293,D,B,E,C
741,2294,E,A,A,A
742,2295,A,D,B,E
743,2296,B,C,C,D
744,2297,C,B,B,C
745,2298,C,D,C,C
746,2299,E,A,E,B
747,2300,B,C,E,B
748,2301,C,C,C,D
749,2302,D,D,D,C
750,2303,B,D,B,B
751,2304,E,A,E,B
752,2305,B,E,A,D
753,2306,A,A,A,E
754,2307,A,E,B,E
755,2308,B,B,A,A
756,2309,C,E,A,A
757,2310,C,E,A,B
758,2311,E,A,E,E
759,2312,D,B,E,A
760,2313,C,D,A,B
761,2314,C,E,E,E
762,2315,B,C,C,D
763,2316,A,D,A,A
764,2317,C,B,A,A
765,2318,D,A,E,D
766,2319,B,A,C,A
767,2320,D,A,C,C
768,2321,A,E,A,A
769,2322,B,C,C,B
770,2323,A,D,A,A
771,2324,D,A,E,D
772,2325,A,E,A,C
773,2326,D,C,B,D
774,2327,B,C,E,A
775,2328,B,D,C,D
776,2329,B,E,A,E
777,2330,B,B,B,C
778,2331,B,B,A,A
779,2332,D,B,D,D
780,2333,A,B,B,D
781,2334,C,C,B,C
782,2335,D,C,D,C
783,2336,A,E,B,B
784,2337,A,C,A,B
785,2338,C,A,B,B
786,2339,B,C,B,C
787,2340,E,B,B,D
788,2341,C,E,A,A
789,2342,B,C,A,B
790,2343,A,B,A,A
791,2344,C,D,B,B
792,2345,C,D,B,B
793,2346,D,B,C,A
794,2347,A,D,B,A
795,2348,A,B,A,A
796,2349,C,B,B,C
797,2350,B,C,B,B
798,2351,C,A,E,D
799,2352,E,A,E,D
800,2353,E,B,E,D
801,2354,C,C,D,A
802,2355,B,D,A,A
803,2356,B,D,E,A
804,2357,A,D,C,B
805,2358,B,D,A,A
806,2360,B,B,E,D
807,2361,B,C,B,B
808,2362,B,B,D,E
809,2363,A,C,B,A
810,2364,C,B,B,E
811,2365,A,C,C,D
812,2366,A,E,A,A
813,2367,C,C,E,C
814,2368,D,C,D,E
815,2369,B,C,A,A
816,2370,A,C,C,A
817,2371,E,A,C,E
818,2372,E,A,E,D
819,2373,E,C,D,D
820,2374,B,E,A,A
821,2375,D,D,B,B
822,2376,C,B,C,B
823,2377,B,C,A,A
824,2378,D,B,B,C
825,2379,B,C,A,A
826,2380,A,D,C,C
827,2381,B,B,E,D
828,2382,E,C,E,E
829,2383,C,D,A,A
830,2384,E,C,D,D
831,2385,E,B,E,E
832,2386,D,E,B,C
833,2387,D,E,A,B
834,2388,B,C,B,D
835,2389,E,A,B,C
836,2390,D,B,B,A
837,2391,B,D,B,C
838,2392,B,D,D,D
839,2393,B,D,A,A
840,2394,A,D,E,C
841,2395,B,A,B,D
842,2396,D,B,D,D
843,2397,A,D,B,B
844,2398,B,C,D,E
845,2399,E,B,D,E
846,2400,D,C,A,A
847,2401,B,B,E,C
848,2402,E,A,D,E
849,2403,A,D,B,C
850,2404,B,C,D,B
851,2405,E,A,A,B
852,2406,B,C,D,C
853,2407,E,B,A,C
854,2408,E,C,D,E
855,2409,E,A,D,D
856,2410,E,A,C,E
857,2411,D,E,A,A
858,2412,B,B,C,B
859,2413,C,B,C,E
860,2414,E,A,E,E
861,2415,E,A,E,D
862,2416,D,B,E,D
863,2417,A,A,D,A
864,2418,C,D,B,A
865,2419,C,D,B,C
866,2420,A,C,D,A
867,2421,C,C,D,E
868,2422,E,D,C,B
869,2423,C,E,C,E
870,2424,C,C,B,B
871,2425,C,B,B,B
872,2426,D,D,C,A
873,2427,B,E,A,A
874,2428,D,A,A,C
875,2429,E,B,E,E
876,2430,E,B,E,D
877,2431,C,E,A,A
878,2432,B,B,D,E
879,2433,B,E,A,B
880,2434,D,C,D,C
881,2435,D,C,C,A
882,2436,E,A,E,D
883,2437,C,B,E,A
884,2438,C,B,D,C
885,2439,E,A,D,E
886,2440,D,C,C,B
887,2441,B,D,C,D
888,2442,B,C,C,A
889,2443,B,C,E,C
890,2444,E,A,E,E
891,2445,C,A,E,A
892,2446,C,C,B,A
893,2447,B,A,A,A
894,2448,B,D,B,D
895,2449,C,C,B,A
896,2451,B,A,A,B
897,2452,B,D,E,E
898,2453,C,B,B,E
899,2454,B,D,B,D
900,2455,C,D,B,E
901,2456,E,C,A,A
902,2457,B,D,C,B
903,2458,C,B,B,D
904,2459,E,E,D,E
905,2460,E,A,C,E
906,2461,E,B,C,C
907,2462,B,E,E,C
908,2463,E,A,E,D
909,2464,A,C,E,A
910,2465,E,B,B,C
911,2466,E,A,A,A
912,2467,C,A,E,C
913,2468,D,C,A,D
914,2469,B,C,B,E
915,2470,C,E,A,A
916,2471,B,D,A,A
917,2472,D,D,B,C
918,2473,A,A,E,A
919,2474,B,C,B,C
920,2475,E,A,E,E
921,2476,A,A,B,C
922,2478,B,E,B,B
923,2479,C,D,D,E
924,2480,B,E,B,A
925,2481,D,A,D,A
926,2482,B,E,A,A
927,2483,C,D,B,E
928,2484,D,B,C,D
929,2485,B,C,A,A
930,2486,A,A,B,D
931,2487,C,C,E,E
932,2488,C,C,A,A
933,2489,C,C,E,C
934,2490,B,E,B,A
935,2491,C,D,A,A
936,2492,A,B,C,C
937,2493,E,C,E,E
938,2494,A,D,A,A
939,2495,A,B,A,B
940,2496,B,D,A,A
941,2497,E,A,C,E
942,2498,D,B,D,D
943,2499,A,B,E,A
944,2500,E,D,B,D
945,2501,D,A,E,D
946,2502,B,C,B,E
947,2503,C,D,A,A
948,2504,A,E,A,A
949,2505,D,C,A,D
950,2506,E,B,A,A
951,2507,E,A,E,D
952,2508,E,A,E,D
953,2510,B,C,A,A
954,2511,E,A,E,E
955,2512,B,D,A,A
956,2513,A,D,A,A
957,2514,A,C,A,A
958,2515,C,A,B,D
959,2516,C,C,C,A
960,2517,C,A,C,A
961,2518,D,A,D,B
962,2519,C,C,C,D
963,2520,C,D,B,C
964,2521,B,D,B,C
965,2522,C,B,C,B
966,2523,B,C,B,C
967,2524,C,A,D,A
968,2526,B,C,C,B
969,2527,C,D,B,A
970,2528,B,D,B,D
971,2529,B,B,C,A
972,2530,C,B,A,A
973,2531,E,C,E,D
974,2532,D,E,D,E
975,2533,C,D,C,E
976,2534,D,D,E,D
977,2535,A,E,B,B
978,2536,C,D,B,B
979,2537,C,C,C,B
980,2538,C,D,C,C
981,2539,C,D,E,C
982,2540,C,C,C,C
983,2541,E,B,E,E
984,2542,B,E,B,D
985,2543,C,D,E,D
986,2544,D,C,B,D
987,2545,D,C,B,B
988,2546,B,C,C,B
989,2547,B,D,A,A
990,2548,B,C,C,E
991,2549,C,A,C,B
992,2550,B,B,A,A
993,2551,B,D,D,C
994,2552,B,A,B,B
995,2553,B,A,E,E
996,2554,A,D,A,B
997,2555,E,A,E,C
998,2556,D,C,C,D
999,2557,E,A,E,E
1000,2558,E,A,D,C
1001,2559,C,D,C,E
1002,2560,A,D,B,D
1003,2561,B,C,B,A
1004,2562,B,D,A,E
1005,2563,E,C,C,B
1006,2564,C,E,A,A
1007,2565,B,B,A,B
1008,2566,A,D,B,D
1009,2567,C,C,E,E
1010,2568,E,A,E,E
1011,2569,A,A,A,A
1012,2570,C,B,A,A
1013,2571,A,B,A,B
1014,2572,D,A,E,E
1015,2573,C,D,B,D
1016,2574,B,D,A,A
1017,2575,B,A,B,B
1018,2576,A,B,D,B
1019,2577,B,A,B,C
1020,2578,B,B,B,C
1021,2579,C,C,C,E
1022,2580,B,C,B,E
1023,2581,C,A,A,A
1024,2582,B,C,E,B
1025,2583,C,D,A,A
1026,2584,B,D,B,C
1027,2585,D,C,D,D
1028,2586,B,E,A,A
1029,2587,A,C,A,A
1030,2588,C,D,C,C
1031,2589,C,E,C,A
1032,2590,B,C,B,B
1033,2591,A,C,A,A
1034,2592,A,D,A,A
1035,2593,A,D,B,C
1036,2594,E,B,D,B
1037,2595,D,A,E,B
1038,2596,B,C,B,C
1039,2597,D,A,E,D
1040,2598,B,C,D,D
1041,2599,A,D,A,A
1042,2600,D,C,E,C
1043,2601,E,B,E,E
1044,2602,E,D,D,E
1045,2603,E,A,E,E
1046,2605,C,A,E,E
1047,2606,B,B,D,D
1048,2607,E,A,E,E
1049,2608,E,E,C,C
1050,2609,C,B,C,D
1051,2610,D,B,A,A
1052,2611,C,C,C,B
1053,2612,D,B,B,B
1054,2613,A,C,A,C
1055,2614,C,D,D,E
1056,2615,A,D,A,B
1057,2616,B,E,E,E
1058,2617,D,B,B,B
1059,2618,A,B,A,A
1060,2619,A,B,A,A
1061,2620,B,E,C,C
1062,2621,B,B,A,A
1063,2622,C,B,A,A
1064,2623,D,B,C,C
1065,2624,E,A,D,A
1066,2625,E,A,B,C
1067,2626,E,A,E,C
1068,2627,B,D,B,C
1069,2628,A,E,B,D
1070,2629,A,B,A,B
1071,2630,A,E,A,A
1072,2631,C,B,A,B
1073,2632,C,B,D,C
1074,2633,A,B,A,B
1075,2634,A,A,D,C
1076,2635,C,C,A,C
1077,2636,D,C,C,D
1078,2637,C,C,D,C
1079,2638,A,D,A,B
1080,2639,C,C,A,B
1081,2640,B,C,A,A
1082,2641,C,C,E,E
1083,2642,B,C,A,A
1084,2643,D,A,D,D
1085,2644,C,B,C,B
1086,2645,D,B,C,E
1087,2646,D,A,A,A
1088,2647,C,B,A,B
1089,2648,E,B,D,E
1090,2649,C,C,D,C
1091,2650,C,A,C,D
1092,2651,D,A,C,D
1093,2652,A,B,A,A
1094,2653,D,B,E,B
1095,2654,B,D,A,B
1096,2655,B,A,C,A
1097,2656,A,C,A,A
1098,2657,B,C,A,B
1099,2658,B,D,C,C
