,Stkcd,Size,BM,OP,INV
86,426,D,B,A,E
87,428,D,D,C,D
88,429,B,E,C,C
89,430,B,A,E,E
90,488,D,E,B,D
91,501,E,C,E,D
92,502,A,A,E,A
93,503,D,A,A,A
94,504,B,A,A,A
95,505,A,C,A,A
96,506,D,D,E,C
97,507,C,C,D,E
98,510,C,A,A,A
99,511,D,C,A,A
100,513,D,C,D,D
101,514,D,D,C,C
102,516,D,B,D,D
103,517,A,E,E,E
104,518,D,A,A,B
105,519,C,A,A,A
106,520,B,E,A,C
107,521,B,E,A,B
108,523,C,B,B,E
109,524,B,A,B,A
110,525,D,D,A,E
111,526,A,A,B,B
112,527,E,D,E,E
113,528,E,D,D,D
114,529,C,B,C,C
115,530,B,D,B,B
116,531,D,E,C,B
117,532,C,A,B,A
118,533,C,B,B,A
119,534,A,D,B,C
120,536,C,E,D,A
121,537,C,B,E,C
122,538,E,A,E,D
123,539,E,E,B,C
124,540,E,D,E,E
125,541,D,A,D,B
126,543,D,E,A,D
127,544,C,A,D,E
128,546,A,A,C,A
129,547,C,B,C,D
130,548,C,C,B,A
131,550,E,C,E,B
132,551,B,D,B,B
133,552,C,A,E,D
134,553,C,C,B,C
135,554,B,A,B,A
136,555,A,A,A,A
137,558,C,D,C,D
138,559,E,B,D,C
139,560,A,E,D,D
140,561,B,B,D,C
141,562,E,C,D,A
142,563,D,A,E,B
143,564,B,E,C,E
144,565,A,B,A,A
145,566,D,A,C,E
146,567,A,A,A,A
147,568,E,A,E,E
148,570,C,C,B,A
149,571,D,B,E,D
150,572,D,D,B,B
151,573,C,C,B,A
152,576,B,A,A,D
153,581,E,B,E,D
154,582,B,C,D,C
155,584,C,D,A,B
156,585,A,A,A,A
157,586,A,A,C,A
158,587,D,A,E,E
159,589,C,E,B,D
160,590,C,A,E,B
161,591,B,D,A,D
162,592,D,A,A,A
163,593,B,A,E,A
164,594,C,D,A,B
165,595,A,A,A,D
166,596,E,A,E,E
167,597,C,E,A,B
168,598,D,D,E,E
169,599,B,D,A,B
170,600,D,E,A,D
171,601,C,E,B,A
172,602,C,E,E,E
173,603,A,B,E,E
174,605,A,A,A,B
175,606,C,A,A,A
176,607,C,B,C,B
177,608,D,D,B,A
178,609,B,B,E,D
179,610,B,A,C,A
180,611,B,A,A,A
181,612,D,B,D,D
182,613,A,A,A,A
183,615,A,C,A,A
184,616,D,E,D,B
185,617,C,C,A,D
186,619,C,D,B,D
187,620,B,E,E,E
188,623,E,B,E,D
189,625,E,E,B,D
190,626,B,E,B,D
191,627,D,A,A,A
192,628,A,D,A,C
193,629,E,C,B,A
194,630,E,C,D,A
195,631,D,E,E,C
196,632,B,D,B,C
197,633,A,A,B,A
198,635,B,D,C,B
199,636,D,B,C,A
200,637,B,A,B,A
201,638,A,D,B,B
202,639,A,C,D,E
203,650,D,A,E,C
204,651,E,D,E,D
205,652,D,D,B,E
206,656,C,E,E,E
207,659,D,C,B,A
208,661,E,A,E,D
209,662,B,B,A,A
210,663,A,D,A,A
211,665,B,B,E,A
212,666,C,E,E,C
213,667,D,D,B,C
214,668,A,D,A,A
215,669,B,A,A,A
216,671,D,E,C,E
217,673,A,A,A,A
218,676,A,B,A,A
219,678,B,B,B,C
220,679,C,E,E,D
221,680,D,D,D,D
222,682,C,B,A,B
223,683,D,C,D,B
224,685,E,D,E,D
225,686,E,C,A,A
226,687,C,B,B,D
227,690,E,C,C,C
228,691,B,A,A,C
229,692,A,E,B,D
230,695,B,B,A,D
231,697,B,A,A,A
232,698,C,D,B,A
233,700,B,D,C,B
234,701,C,D,D,E
235,702,B,B,A,A
236,703,D,E,E,E
237,705,B,C,C,C
238,707,C,D,E,C
239,708,D,C,E,B
240,709,E,E,B,E
241,710,A,A,A,A
242,711,A,B,C,B
243,712,C,B,B,B
244,713,C,A,B,A
245,715,B,C,D,C
246,716,B,B,B,A
247,717,C,E,A,B
248,718,E,D,E,C
249,719,A,E,C,E
250,720,B,E,A,B
251,721,A,B,D,B
252,725,E,E,A,D
253,726,D,D,E,C
254,727,B,A,A,B
255,728,E,C,B,A
256,729,E,C,C,C
257,731,D,C,D,B
258,732,B,E,E,E
259,733,C,D,A,B
260,735,D,B,A,D
261,736,B,E,B,D
262,737,C,D,E,B
263,738,B,E,C,D
264,748,B,C,B,C
265,750,D,E,B,E
266,751,C,C,A,A
267,752,D,A,C,A
268,753,B,C,D,E
269,755,C,D,A,C
270,756,B,D,B,C
271,758,E,B,D,D
272,759,D,C,D,E
273,760,B,B,A,D
274,761,E,E,B,C
275,762,E,A,A,E
276,766,C,A,A,A
277,767,D,D,A,A
278,768,E,C,A,B
279,776,E,E,C,A
280,777,D,A,B,C
281,778,E,E,D,D
282,779,B,A,A,A
283,780,E,A,E,B
284,782,B,C,D,A
285,783,E,D,B,A
286,785,B,D,D,B
287,786,E,C,E,C
288,788,D,B,D,E
289,789,D,C,E,B
290,790,C,A,B,C
291,791,A,A,A,B
292,792,E,D,E,E
293,793,E,B,D,C
294,795,D,A,E,C
295,796,B,B,C,E
296,797,B,E,C,B
297,798,C,A,A,D
298,799,E,A,D,E
299,800,E,C,B,A
300,801,B,C,B,A
301,802,A,B,A,E
302,803,A,A,A,D
303,806,B,C,A,A
304,807,E,D,A,D
305,809,B,D,E,E
306,811,C,A,D,E
307,812,B,B,C,C
308,813,C,A,A,B
309,818,B,C,B,A
310,819,C,A,C,B
311,821,B,C,A,C
312,822,D,C,D,A
313,823,D,C,D,A
314,825,E,E,C,B
315,826,E,A,E,D
316,828,D,C,D,D
317,829,D,D,B,D
318,830,E,D,C,D
319,833,C,A,B,A
320,835,B,A,B,A
321,836,A,D,A,A
322,837,C,B,D,B
323,838,A,C,A,E
324,839,E,B,A,B
325,848,E,A,E,C
326,850,D,C,D,A
327,851,B,C,B,B
328,852,C,C,D,C
329,856,A,D,E,E
330,858,E,A,E,D
331,859,B,B,B,A
332,860,E,D,D,B
333,861,C,D,E,E
334,862,B,E,C,E
335,868,B,D,C,E
336,869,E,A,E,D
337,875,B,E,A,D
338,876,E,D,E,E
339,877,D,D,E,E
340,878,E,C,D,A
341,880,A,D,E,C
342,881,C,E,D,E
343,882,C,E,B,C
344,883,C,E,C,C
345,885,A,E,D,C
346,886,D,B,C,B
347,887,D,A,E,D
348,888,D,A,E,B
349,889,C,B,D,B
350,890,B,D,A,A
351,892,A,A,E,E
352,893,C,C,A,A
353,895,E,A,D,D
354,897,D,D,A,C
355,898,E,E,A,A
356,899,A,E,A,B
357,900,D,D,E,D
358,901,C,A,C,C
359,902,B,B,A,A
360,903,B,E,A,A
361,905,D,C,C,B
362,906,A,E,B,D
363,908,C,A,A,A
364,909,A,D,C,D
365,910,C,E,B,B
366,911,C,C,B,C
367,912,B,E,A,D
368,913,B,D,A,B
369,915,C,A,E,B
370,916,C,C,C,A
371,917,E,C,E,A
372,918,C,E,B,D
373,919,C,D,D,B
374,920,C,B,C,D
375,921,A,E,C,A
376,922,B,A,A,B
377,923,A,C,B,C
378,925,C,E,B,D
379,926,D,E,C,E
380,927,E,B,A,B
381,928,C,B,A,B
382,929,A,C,A,A
383,930,D,C,A,A
384,931,C,D,A,B
385,932,D,E,A,C
386,933,E,D,E,D
387,935,A,E,C,E
388,936,C,B,C,A
389,937,E,C,E,E
390,938,C,B,B,B
391,939,E,B,E,A
392,948,B,C,C,A
393,949,C,D,A,B
394,950,C,D,B,B
395,951,D,E,D,A
396,952,B,B,A,C
397,953,A,C,A,E
398,955,A,B,A,D
399,957,B,C,C,E
400,958,A,D,E,A
401,959,D,E,A,A
402,960,E,B,D,E
403,961,D,E,E,E
404,962,D,B,C,D
405,963,E,B,E,E
406,965,C,E,D,A
407,966,C,E,A,A
408,967,B,C,D,E
409,968,E,B,D,C
410,969,E,A,D,D
411,970,E,A,E,E
412,971,A,C,A,A
413,972,B,D,A,A
414,973,C,C,E,C
415,975,D,A,B,B
416,977,C,A,B,B
417,978,C,B,B,C
418,979,C,E,E,C
419,980,B,C,B,B
420,981,A,E,E,E
421,982,D,C,D,E
422,983,E,D,E,E
423,985,B,A,C,C
424,987,D,B,E,D
425,988,D,B,C,C
426,989,D,A,D,B
427,990,C,D,A,A
428,993,D,C,A,B
429,995,C,A,A,B
430,997,D,A,B,D
431,998,E,A,D,D
432,999,E,C,E,D
433,1696,D,B,E,C
434,1896,B,E,A,A
435,2001,E,A,E,D
436,2003,C,B,D,D
437,2004,D,C,D,E
438,2005,D,C,B,E
439,2006,D,A,E,E
440,2007,E,A,E,B
441,2008,D,B,E,C
442,2009,B,D,B,D
443,2010,D,C,D,D
444,2011,E,C,C,E
445,2012,B,B,D,E
446,2013,C,A,C,C
447,2014,C,A,E,D
448,2015,B,C,B,D
449,2016,D,B,D,D
450,2017,C,A,B,C
451,2018,C,C,A,C
452,2019,B,B,A,A
453,2020,A,C,B,D
454,2021,C,C,C,C
455,2022,D,A,E,C
456,2023,C,B,B,C
457,2024,E,C,E,E
458,2025,D,A,C,B
459,2026,A,B,D,B
460,2027,A,C,A,A
461,2028,D,B,B,A
462,2029,E,A,E,E
463,2030,C,A,C,D
464,2031,C,C,D,E
465,2032,D,B,E,C
466,2033,C,A,E,E
467,2034,A,D,B,D
468,2035,B,B,E,C
469,2036,C,A,B,C
470,2037,D,B,E,E
471,2038,E,A,E,E
472,2039,C,E,A,A
473,2040,B,B,C,B
474,2041,E,A,E,D
475,2042,D,E,D,D
476,2043,B,B,B,C
477,2044,B,A,E,E
478,2045,B,D,B,B
479,2046,B,C,C,E
480,2047,A,B,A,A
481,2048,D,C,D,B
482,2049,B,A,C,A
483,2050,D,B,D,B
484,2052,C,C,A,A
485,2053,B,D,A,D
486,2054,B,B,D,C
487,2055,C,B,D,E
488,2056,D,A,B,C
489,2057,A,A,B,C
490,2058,A,A,B,C
491,2059,A,C,B,A
492,2060,C,E,B,E
493,2061,A,D,A,C
494,2062,C,E,C,C
495,2063,D,A,E,D
496,2064,D,B,B,C
497,2065,E,A,E,E
498,2066,A,D,C,E
499,2067,C,E,B,D
500,2068,D,D,D,E
501,2069,E,A,E,E
502,2070,C,D,C,A
503,2071,A,B,B,E
504,2072,A,C,A,A
505,2073,D,B,E,E
506,2074,B,B,C,C
507,2075,B,E,D,A
508,2076,A,B,B,B
509,2077,B,E,C,E
510,2078,B,E,C,E
511,2079,C,A,B,E
512,2080,B,E,B,B
513,2081,E,A,E,E
514,2082,A,B,E,C
515,2083,C,D,B,B
516,2084,C,C,A,A
517,2085,A,E,E,E
518,2086,C,B,C,C
519,2087,A,E,B,C
520,2088,B,B,C,B
521,2089,C,B,E,D
522,2090,B,B,B,B
523,2091,C,A,E,C
524,2092,E,D,C,E
525,2093,D,A,D,D
526,2094,C,A,D,C
527,2095,B,A,C,B
528,2096,D,A,E,C
529,2097,C,D,C,C
530,2098,A,B,C,B
531,2099,C,B,D,D
532,2100,C,B,C,D
533,2101,B,B,C,D
534,2102,A,C,A,B
535,2103,A,C,B,A
536,2104,D,A,E,C
537,2105,A,C,B,D
538,2106,E,A,E,C
539,2107,A,B,A,A
540,2108,C,B,E,C
541,2109,C,A,D,C
542,2110,C,D,C,D
543,2111,B,C,B,E
544,2112,A,D,A,A
545,2113,A,A,A,A
546,2114,A,B,A,A
547,2115,B,C,C,D
548,2116,C,C,E,D
549,2117,B,B,C,B
550,2118,C,C,D,C
551,2119,B,C,A,D
552,2120,A,D,B,C
553,2121,C,C,B,D
554,2122,E,B,C,C
555,2123,D,A,D,D
556,2124,A,C,C,D
557,2125,A,B,C,E
558,2126,B,D,C,E
559,2127,A,D,B,E
560,2128,E,A,E,B
561,2129,E,B,D,E
562,2130,C,A,C,E
563,2131,B,B,C,E
564,2132,B,C,B,D
565,2133,B,E,E,A
566,2134,B,A,A,B
567,2135,C,E,B,E
568,2136,B,A,C,E
569,2137,B,B,C,A
570,2138,D,B,C,D
571,2139,A,B,D,D
572,2140,E,A,E,E
573,2141,A,B,A,C
574,2142,E,E,E,A
575,2143,A,E,A,B
576,2144,B,C,C,A
577,2146,E,D,E,E
578,2147,A,B,D,D
579,2148,B,A,B,B
580,2149,B,C,A,C
581,2150,A,D,D,C
582,2151,B,B,B,E
583,2152,E,A,E,D
584,2153,D,A,E,D
585,2154,E,B,E,E
586,2155,E,A,E,D
587,2156,C,B,A,A
588,2157,C,C,D,C
589,2158,C,A,E,C
590,2159,B,B,D,D
591,2160,C,A,A,D
592,2161,D,A,C,E
593,2162,C,B,A,B
594,2163,B,E,B,E
595,2164,B,B,A,C
596,2165,C,B,C,E
597,2166,A,B,A,E
598,2167,D,A,B,E
599,2168,D,A,B,B
600,2169,A,B,A,D
601,2170,C,A,D,E
602,2171,D,A,A,C
603,2172,B,D,A,A
604,2173,A,C,C,C
605,2174,A,A,A,B
606,2175,A,A,B,B
607,2176,D,A,C,E
608,2177,C,B,D,C
609,2178,A,B,A,E
610,2179,C,B,D,C
611,2180,A,A,B,B
612,2181,B,B,A,A
613,2182,B,B,A,A
614,2183,D,E,C,A
615,2184,A,C,B,B
616,2185,C,B,B,E
617,2186,D,A,E,B
618,2187,B,E,D,D
619,2188,A,A,A,A
620,2189,B,A,A,B
621,2190,D,B,B,E
622,2191,E,A,E,A
623,2192,B,B,B,D
624,2193,B,C,A,B
625,2194,B,C,C,A
626,2195,B,A,E,D
627,2196,A,B,D,D
628,2197,A,B,D,D
629,2198,A,A,C,B
630,2199,A,C,A,E
631,2200,A,B,A,B
632,2201,A,B,B,C
633,2202,E,D,B,C
634,2203,D,C,C,D
635,2204,D,E,D,E
636,2205,B,B,B,B
637,2206,B,C,C,E
638,2207,A,A,B,A
639,2208,B,D,E,C
640,2209,A,C,C,B
641,2210,B,E,E,E
642,2211,B,C,A,A
643,2212,A,C,D,B
644,2213,A,A,D,C
645,2215,B,C,B,D
646,2216,D,B,C,E
647,2217,A,C,D,C
648,2218,D,A,A,E
649,2219,D,A,D,D
650,2220,C,B,D,E
651,2221,B,D,C,E
652,2222,B,A,D,B
653,2223,D,A,E,D
654,2224,A,C,C,C
655,2225,B,D,D,E
656,2226,B,D,D,E
657,2227,B,A,A,C
658,2228,B,B,C,C
659,2229,A,C,C,E
660,2230,E,A,C,E
661,2231,A,B,C,E
662,2232,C,A,B,C
663,2233,D,C,E,C
664,2234,B,C,D,E
665,2235,A,B,A,A
666,2236,E,A,E,D
667,2237,D,C,C,E
668,2238,D,A,C,C
669,2239,B,A,A,B
670,2240,A,E,A,A
671,2241,E,A,E,E
672,2242,D,B,E,A
673,2243,B,A,D,E
674,2244,E,E,D,D
675,2245,C,B,E,E
676,2246,B,A,B,A
677,2247,A,B,C,C
678,2248,B,C,A,E
679,2249,C,C,C,E
680,2250,D,B,E,E
681,2251,E,E,E,E
682,2252,D,A,E,C
683,2253,B,A,B,E
684,2254,D,A,C,B
685,2255,C,B,D,B
686,2256,B,B,A,B
687,2258,B,B,B,E
688,2259,C,C,A,D
689,2260,A,B,B,A
690,2261,B,A,C,C
691,2262,D,A,E,C
692,2263,B,D,A,D
693,2264,A,D,D,E
694,2265,B,A,A,A
695,2266,C,C,D,B
696,2267,E,B,D,E
697,2268,C,A,D,C
698,2269,E,A,E,B
699,2270,A,D,B,A
700,2271,C,C,C,B
701,2272,B,D,C,C
702,2273,D,A,D,E
703,2274,B,D,C,C
704,2275,E,C,E,C
705,2276,B,D,B,D
706,2277,D,D,E,E
707,2278,B,C,B,D
708,2279,A,C,C,B
709,2280,A,C,C,B
710,2281,B,B,C,C
711,2282,A,C,C,D
712,2283,B,D,C,E
713,2284,A,E,B,C
714,2285,B,D,E,C
715,2286,A,C,C,B
716,2287,A,D,D,B
717,2288,A,C,C,E
718,2289,A,D,B,E
719,2290,A,C,C,C
720,2291,A,D,C,C
721,2292,C,B,C,A
722,2293,C,B,E,C
723,2294,C,C,E,C
724,2295,A,D,A,B
725,2296,A,C,D,E
726,2297,B,A,B,D
727,2298,B,C,D,D
728,2299,D,C,D,E
729,2300,A,D,D,D
730,2301,A,D,B,C
731,2302,A,D,D,E
732,2303,A,E,B,A
733,2304,E,A,E,E
734,2305,B,E,E,E
735,2306,C,C,D,D
736,2307,B,E,B,E
737,2308,C,C,D,C
738,2309,C,E,C,E
739,2310,D,C,E,E
740,2311,D,D,E,D
741,2312,A,C,B,D
742,2313,A,D,D,D
743,2314,A,E,B,D
744,2315,A,D,C,B
745,2316,A,C,B,C
746,2317,A,D,D,B
747,2318,B,C,C,D
748,2319,A,C,B,C
749,2320,C,B,D,B
750,2321,A,D,B,B
751,2322,B,B,C,B
752,2323,A,D,B,B
753,2324,A,C,C,C
754,2325,C,D,D,D
755,2326,A,D,C,E
756,2327,B,C,E,D
757,2328,A,E,B,C
758,2329,A,C,B,D
759,2330,A,E,B,B
760,2331,A,D,C,E
761,2332,C,B,D,C
762,2333,A,D,C,B
763,2334,A,D,B,C
764,2335,A,D,D,C
765,2336,A,E,B,C
766,2337,A,E,A,A
767,2338,A,B,C,B
768,2339,B,B,C,D
769,2341,A,D,D,E
770,2342,B,E,C,C
771,2343,A,D,C,A
772,2344,D,D,E,C
773,2345,C,B,D,D
774,2346,A,E,C,B
775,2347,A,D,C,C
776,2348,A,D,B,B
777,2349,B,B,B,D
778,2350,B,C,D,D
779,2351,A,D,C,B
780,2352,A,E,B,D
781,2353,E,B,E,D
782,2354,A,D,B,D
783,2355,A,D,D,D
784,2356,A,E,A,B
785,2357,A,C,D,C
786,2358,B,D,D,D
787,2359,A,E,B,D
788,2360,A,B,D,C
789,2361,A,C,C,C
790,2362,A,B,A,A
791,2363,A,E,C,C
792,2364,A,C,C,B
793,2365,A,D,C,B
794,2366,A,C,C,B
795,2367,B,D,D,C
796,2368,B,C,D,B
797,2369,A,D,D,D
798,2370,A,C,B,B
799,2371,B,D,D,E
800,2372,A,D,D,C
801,2373,A,C,A,C
802,2374,A,D,C,D
803,2375,D,D,E,E
804,2376,C,B,D,C
805,2377,A,D,C,B
806,2378,C,C,E,C
807,2379,A,E,A,E
808,2380,A,E,B,B
809,2381,A,E,B,D
810,2382,A,E,B,D
811,2383,A,D,B,C
812,2384,B,D,B,C
813,2385,E,B,D,D
814,2386,C,E,A,D
815,2387,A,D,C,B
816,2388,A,C,B,A
817,2389,A,C,D,D
818,2390,B,C,B,C
819,2391,A,E,C,B
820,2392,B,D,C,C
821,2393,C,C,D,B
822,2394,B,C,E,B
823,2395,A,D,B,B
824,2396,D,B,D,C
825,2397,A,D,D,C
826,2398,A,D,D,C
827,2399,D,D,C,A
828,2400,C,C,D,D
829,2401,A,C,C,C
830,2402,A,C,B,B
831,2403,A,E,A,B
832,2404,A,D,C,B
833,2405,D,A,D,C
834,2406,A,D,D,B
835,2407,D,B,C,E
836,2408,D,B,E,C
837,2409,A,D,C,B
838,2410,B,C,D,C
839,2411,B,B,C,D
840,2412,A,D,C,A
841,2413,A,D,D,A
842,2414,B,D,B,A
843,2415,E,B,E,D
844,2416,A,E,D,E
845,2417,A,D,B,E
846,2418,A,D,B,D
847,2419,B,E,E,D
848,2420,A,E,A,D
849,2421,B,B,C,A
850,2422,E,C,D,D
851,2423,A,E,B,B
852,2424,C,D,D,B
853,2425,A,E,C,D
854,2426,A,D,B,B
855,2427,A,D,B,B
856,2428,C,A,B,C
857,2429,C,E,D,E
858,2430,D,D,E,C
859,2431,D,B,E,E
860,2432,A,C,B,B
861,2433,A,D,C,E
862,2434,A,E,B,D
863,2435,A,C,C,B
864,2436,C,B,C,B
865,2437,B,D,B,B
866,2438,A,D,C,D
867,2439,B,B,B,B
868,2440,C,D,D,D
869,2441,A,D,D,C
870,2442,A,E,C,D
871,2443,A,E,B,C
872,2444,A,E,D,C
873,2445,A,C,C,E
874,2446,A,E,B,A
875,2447,C,B,D,E
876,2448,B,C,D,C
877,2449,B,D,B,D
878,2450,E,A,D,E
879,2451,A,D,A,C
880,2452,A,E,B,C
881,2453,A,C,D,D
882,2454,A,D,D,C
883,2455,A,E,C,D
884,2456,C,D,A,E
885,2457,B,C,C,B
886,2458,A,C,E,B
887,2459,B,D,A,B
888,2460,B,A,C,B
889,2461,B,E,A,B
890,2462,B,C,B,C
891,2463,C,C,D,B
892,2464,A,D,C,A
893,2465,B,E,B,B
894,2466,A,C,B,B
895,2467,B,B,C,B
896,2468,A,D,A,D
897,2469,A,B,C,C
898,2470,D,D,D,D
899,2471,A,E,D,D
900,2472,A,D,D,D
901,2473,A,C,B,A
902,2474,B,B,C,B
903,2475,C,D,E,E
904,2476,A,B,C,B
905,2477,D,B,E,E
906,2478,A,E,D,A
907,2479,D,A,D,B
908,2480,B,D,C,C
909,2481,B,C,C,E
910,2482,C,E,D,E
911,2483,A,E,D,C
912,2484,A,D,C,B
913,2485,A,D,D,A
914,2486,A,C,C,B
915,2487,A,D,B,A
916,2488,A,E,C,D
917,2489,B,E,D,A
918,2490,A,E,B,B
919,2491,A,D,D,D
920,2492,A,C,C,A
921,2493,B,E,E,E
922,2494,A,C,C,C
923,2495,A,D,B,B
924,2496,A,E,B,D
925,2497,A,D,D,C
926,2498,A,E,C,C
927,2499,A,D,B,C
928,2501,B,C,D,D
929,2502,A,B,B,B
930,2503,B,D,D,C
931,2504,A,B,A,A
932,2505,A,B,C,B
933,2506,C,D,A,E
934,2507,A,B,D,C
935,2508,B,C,D,C
936,2509,A,C,C,B
937,2510,A,E,C,A
938,2511,B,D,B,A
939,2512,A,D,C,E
940,2513,A,E,C,B
941,2514,A,C,B,A
942,2515,A,D,B,B
943,2516,A,D,C,C
944,2517,A,D,C,A
945,2518,A,E,C,B
946,2519,A,E,C,A
947,2520,A,C,D,B
948,2521,B,D,B,A
949,2522,A,C,D,C
950,2523,A,D,C,B
951,2524,A,B,B,B
952,2526,C,C,C,B
953,2527,A,D,C,B
954,2528,A,E,A,A
955,2529,A,C,C,A
956,2530,A,D,C,A
957,2531,A,E,C,D
958,2532,A,C,C,B
959,2533,A,D,C,A
960,2534,B,E,D,E
961,2535,B,D,D,E
962,2536,A,E,B,E
963,2537,A,D,C,E
964,2538,B,C,D,E
965,2539,A,E,D,E
966,2540,A,D,B,E
967,2541,A,E,D,E
968,2542,A,D,B,E
969,2543,A,E,D,E
970,2544,A,C,C,E
971,2545,A,E,D,E
972,2546,A,D,D,E
973,2548,A,D,C,E
974,2549,A,C,C,E
975,2550,B,D,C,E
976,2551,B,D,B,E
977,2552,A,E,C,E
978,2553,A,D,C,E
979,2554,A,D,C,E
980,2556,B,E,B,E
981,2558,A,D,C,E
982,2564,B,E,C,E
983,600000,E,E,E,D
984,600004,E,C,D,A
985,600005,E,E,B,D
986,600006,D,E,B,B
987,600007,E,C,B,A
988,600008,E,D,C,C
989,600009,E,C,D,B
990,600010,E,D,B,D
991,600011,E,E,A,C
992,600012,D,D,E,B
993,600015,E,E,E,D
994,600016,E,E,E,D
995,600017,E,D,C,D
996,600018,E,C,D,D
997,600019,E,E,C,B
998,600020,D,E,B,B
999,600021,E,E,B,A
1000,600022,E,E,A,A
1001,600026,E,E,B,D
1002,600027,E,E,A,C
1003,600028,E,D,E,C
1004,600029,E,E,D,D
1005,600030,E,C,E,A
1006,600031,E,A,E,E
1007,600033,C,E,C,C
1008,600035,C,E,D,E
1009,600036,E,E,E,D
1010,600037,E,C,A,D
1011,600038,D,A,C,C
1012,600039,C,E,D,D
1013,600048,E,E,E,D
1014,600050,E,E,B,B
1015,600051,C,D,D,B
1016,600052,D,E,D,B
1017,600053,C,B,A,B
1018,600054,B,D,E,D
1019,600055,C,A,B,B
1020,600057,C,E,D,E
1021,600058,E,D,C,C
1022,600059,E,A,C,C
1023,600060,E,C,E,D
1024,600061,B,A,B,E
1025,600062,E,B,D,D
1026,600063,D,D,B,B
1027,600064,D,E,C,B
1028,600066,E,B,E,C
1029,600067,D,D,E,A
1030,600068,E,D,D,D
1031,600069,D,C,A,A
1032,600070,B,C,C,A
1033,600071,B,B,B,B
1034,600072,E,A,B,B
1035,600073,D,C,C,E
1036,600074,C,C,A,A
1037,600075,C,C,B,A
1038,600076,A,A,A,B
1039,600077,B,E,D,E
1040,600078,D,C,B,C
1041,600079,E,B,D,E
1042,600080,C,A,B,A
1043,600081,C,B,E,D
1044,600082,C,C,B,B
1045,600083,A,A,E,A
1046,600084,C,C,A,A
1047,600085,E,A,D,E
1048,600086,D,C,E,D
1049,600087,D,E,A,C
1050,600088,D,A,C,E
1051,600089,E,D,C,E
1052,600090,C,A,E,C
1053,600091,B,C,A,A
1054,600093,B,A,C,A
1055,600094,A,E,E,E
1056,600095,B,B,A,B
1057,600096,E,E,B,C
1058,600097,B,C,A,B
1059,600098,E,C,B,D
1060,600099,A,A,A,B
1061,600100,E,D,C,D
1062,600101,C,B,D,B
1063,600103,D,C,A,C
1064,600104,E,D,E,E
1065,600105,C,D,B,C
1066,600106,D,D,E,A
1067,600107,C,B,C,B
1068,600108,E,B,C,B
1069,600109,E,B,C,A
1070,600110,D,C,A,A
1071,600111,E,A,E,E
1072,600112,E,A,A,E
1073,600113,D,A,E,A
1074,600114,A,C,D,B
1075,600115,E,E,D,C
1076,600116,C,B,B,D
1077,600117,D,E,D,C
1078,600118,E,A,D,C
1079,600119,B,B,B,A
1080,600120,D,D,D,C
1081,600121,D,C,D,D
1082,600122,D,D,B,D
1083,600123,E,B,E,C
1084,600125,E,A,D,D
1085,600126,C,E,C,B
1086,600127,C,A,A,A
1087,600128,C,C,C,A
1088,600129,C,E,A,C
1089,600130,C,A,C,A
1090,600131,C,C,E,C
1091,600132,E,A,D,B
1092,600135,C,A,A,A
1093,600136,A,A,B,C
1094,600137,A,A,C,C
1095,600138,E,C,D,C
1096,600139,D,A,C,E
1097,600141,E,C,D,E
1098,600143,E,A,E,C
