,Stkcd,Size,BM,OP,INV
303,791,C,E,C,B
304,793,D,D,C,B
305,795,D,A,C,E
306,796,D,C,C,C
307,797,C,E,D,E
308,798,B,B,A,C
309,799,E,A,E,D
310,800,D,C,A,C
311,801,C,C,A,B
312,802,C,B,A,A
313,803,A,A,E,A
314,806,A,C,A,A
315,807,E,E,B,C
316,809,A,E,A,B
317,810,D,B,E,E
318,811,C,C,D,E
319,812,A,C,B,D
320,813,D,A,C,B
321,815,C,B,B,C
322,816,A,D,A,A
323,818,D,A,D,C
324,819,A,A,D,D
325,820,A,A,E,A
326,821,B,D,A,A
327,822,C,C,C,B
328,823,D,B,D,C
329,825,E,E,C,B
330,826,D,E,B,D
331,828,D,C,E,C
332,829,D,D,B,C
333,830,E,D,D,C
334,831,D,A,B,D
335,833,A,D,B,D
336,835,A,A,E,A
337,836,C,B,B,A
338,837,B,E,A,A
339,838,A,E,B,E
340,839,D,C,A,B
341,848,D,A,E,D
342,850,B,D,B,B
343,851,D,D,A,C
344,852,B,D,B,D
345,856,A,C,A,D
346,858,E,A,E,E
347,859,C,A,B,B
348,860,E,A,E,D
349,861,D,D,C,A
350,862,A,E,A,A
351,863,C,D,B,B
352,868,B,C,D,A
353,869,D,C,D,C
354,875,D,E,B,C
355,876,E,B,E,E
356,877,D,D,E,A
357,878,E,D,C,D
358,880,A,E,B,D
359,881,C,E,A,A
360,882,C,D,A,B
361,883,E,D,C,E
362,885,C,D,E,D
363,886,C,B,B,B
364,887,D,D,C,D
365,888,B,B,D,C
366,889,C,B,A,A
367,890,A,D,E,A
368,892,A,C,A,A
369,893,B,D,B,B
370,895,E,C,E,E
371,897,B,D,E,B
372,898,E,E,B,B
373,899,C,D,C,B
374,900,C,E,D,E
375,901,D,C,B,C
376,902,D,C,D,C
377,903,D,E,B,B
378,905,B,E,C,D
379,906,C,E,E,E
380,908,C,D,A,A
381,909,B,C,B,B
382,910,D,C,E,D
383,911,A,D,E,A
384,912,D,B,B,A
385,913,D,B,C,C
386,915,D,A,E,C
387,917,D,E,A,A
388,918,D,D,D,B
389,919,B,C,C,C
390,920,B,B,D,C
391,921,D,E,E,E
392,922,B,C,E,D
393,923,B,E,D,C
394,925,C,D,B,D
395,926,C,E,C,C
396,927,C,A,E,A
397,928,C,E,D,E
398,929,A,C,A,B
399,930,D,E,C,A
400,931,D,A,C,B
401,932,E,E,E,D
402,933,D,E,D,A
403,935,D,A,E,D
404,936,D,D,D,D
405,937,D,E,C,B
406,938,E,B,D,D
407,948,C,C,B,E
408,949,C,D,B,C
409,950,C,E,D,E
410,951,E,D,E,D
411,952,B,B,D,C
412,953,A,A,A,A
413,955,C,A,A,C
414,957,C,E,A,B
415,958,C,E,D,E
416,959,E,E,B,C
417,960,E,D,C,B
418,961,E,E,E,E
419,962,B,A,B,A
420,963,E,A,E,D
421,965,B,D,B,A
422,966,C,D,E,C
423,967,E,D,D,B
424,968,D,D,D,D
425,969,D,C,B,A
426,970,D,A,C,B
427,971,A,C,A,A
428,972,A,A,B,A
429,973,C,C,B,A
430,975,E,B,D,D
431,976,D,B,C,E
432,977,E,B,D,D
433,978,A,D,B,B
434,980,A,E,A,A
435,981,C,E,A,A
436,982,C,A,A,A
437,983,E,E,D,B
438,985,A,A,C,C
439,987,E,E,D,E
440,988,E,A,C,D
441,989,C,B,C,A
442,990,D,D,B,B
443,993,A,C,B,B
444,996,B,A,A,C
445,997,E,B,D,D
446,998,E,B,A,B
447,999,E,A,E,D
448,1696,D,D,D,B
449,1872,D,E,D,E
450,1896,B,E,A,A
451,1914,E,C,B,E
452,1965,B,E,C,C
453,1979,E,E,D,E
454,2001,E,A,D,E
455,2002,D,D,D,E
456,2003,B,B,D,D
457,2004,D,E,C,B
458,2005,A,D,D,A
459,2006,A,B,A,A
460,2007,E,A,E,D
461,2008,E,A,C,A
462,2009,B,D,B,B
463,2010,E,C,D,B
464,2011,B,D,B,A
465,2012,B,B,B,B
466,2013,E,C,C,C
467,2014,C,A,E,B
468,2015,A,E,D,E
469,2016,C,D,E,E
470,2017,C,A,B,E
471,2019,E,B,D,D
472,2020,D,B,E,D
473,2021,A,B,A,A
474,2022,D,A,D,C
475,2023,D,B,A,D
476,2024,E,E,E,E
477,2025,E,A,D,E
478,2026,B,C,A,A
479,2027,E,A,E,B
480,2028,E,C,D,D
481,2029,C,D,C,C
482,2030,E,A,A,B
483,2031,B,D,B,A
484,2032,E,A,E,D
485,2033,B,B,D,C
486,2034,C,D,D,E
487,2035,D,B,E,D
488,2036,D,B,D,E
489,2037,B,E,B,D
490,2038,D,A,D,C
491,2039,C,E,D,A
492,2040,B,C,C,B
493,2041,D,A,A,B
494,2042,D,D,C,B
495,2043,D,B,E,E
496,2044,E,A,A,D
497,2045,C,B,E,A
498,2046,B,D,B,B
499,2047,C,C,B,D
500,2048,D,D,D,C
501,2049,E,A,D,E
502,2050,E,A,E,C
503,2051,D,D,D,B
504,2052,A,A,A,A
505,2053,B,E,C,E
506,2054,A,C,C,C
507,2055,D,D,A,B
508,2056,E,A,D,E
509,2057,C,A,D,E
510,2058,B,A,A,A
511,2059,C,D,B,E
512,2060,B,E,C,E
513,2061,C,E,D,D
514,2062,C,E,E,C
515,2063,D,A,C,C
516,2064,D,D,E,E
517,2065,E,A,C,C
518,2066,A,D,C,C
519,2067,B,D,B,A
520,2068,B,E,A,B
521,2069,C,D,A,A
522,2071,A,B,E,A
523,2072,A,B,A,E
524,2073,C,D,A,A
525,2074,E,C,A,E
526,2075,E,B,E,B
527,2076,A,B,E,A
528,2077,B,D,A,A
529,2078,E,C,E,D
530,2079,D,A,C,D
531,2080,E,C,D,E
532,2081,E,D,E,E
533,2082,B,D,D,E
534,2083,C,D,D,E
535,2084,C,C,C,C
536,2085,D,B,D,C
537,2086,A,D,A,A
538,2087,B,E,C,B
539,2088,B,B,E,D
540,2089,B,C,D,A
541,2090,B,B,B,A
542,2091,D,D,E,D
543,2092,D,E,A,B
544,2093,D,A,B,B
545,2094,B,D,B,A
546,2095,C,A,B,C
547,2096,B,D,B,B
548,2097,C,E,D,D
549,2098,A,B,B,A
550,2099,D,A,E,A
551,2100,E,B,D,E
552,2101,B,D,B,A
553,2102,B,D,E,C
554,2103,A,C,A,A
555,2104,C,A,B,C
556,2105,B,B,C,B
557,2106,D,B,C,D
558,2107,C,A,D,D
559,2108,C,B,C,B
560,2109,B,C,B,A
561,2110,D,D,E,C
562,2111,C,B,D,C
563,2112,A,B,B,C
564,2113,A,C,A,A
565,2114,A,B,B,B
566,2115,C,B,C,B
567,2116,B,C,C,B
568,2117,C,A,E,B
569,2118,C,C,A,C
570,2119,C,A,D,C
571,2120,E,A,E,E
572,2121,B,E,A,A
573,2122,A,D,A,A
574,2123,D,A,A,A
575,2124,E,B,C,E
576,2125,C,B,C,D
577,2126,D,C,C,C
578,2127,E,A,E,E
579,2128,E,D,E,E
580,2129,E,C,C,D
581,2130,D,C,C,B
582,2131,E,B,B,A
583,2132,B,C,B,A
584,2133,B,E,D,D
585,2134,B,A,B,B
586,2135,D,D,C,D
587,2136,A,A,B,B
588,2137,B,B,C,C
589,2138,E,A,D,E
590,2139,C,C,D,E
591,2140,B,D,C,D
592,2141,A,B,A,B
593,2142,E,E,D,E
594,2144,A,C,B,B
595,2145,D,B,D,C
596,2146,E,E,E,D
597,2147,A,E,A,A
598,2148,A,A,A,B
599,2149,B,C,C,D
600,2150,B,B,E,C
601,2151,E,B,A,A
602,2152,E,A,D,C
603,2153,E,B,B,C
604,2154,B,C,C,C
605,2155,D,B,B,B
606,2156,E,A,A,D
607,2157,E,C,E,E
608,2158,D,B,D,C
609,2159,A,D,C,B
610,2160,B,D,A,A
611,2161,C,A,E,E
612,2162,B,B,B,B
613,2163,D,B,C,B
614,2164,A,C,E,B
615,2165,B,C,C,C
616,2166,C,A,C,E
617,2167,B,A,A,A
618,2168,C,A,A,A
619,2169,D,C,B,D
620,2170,B,C,A,C
621,2171,D,C,C,E
622,2172,A,D,A,B
623,2173,B,C,A,A
624,2174,D,A,B,E
625,2175,A,A,E,A
626,2176,B,B,A,A
627,2177,B,A,B,B
628,2178,B,B,A,B
629,2179,E,A,D,D
630,2180,E,B,D,C
631,2181,C,B,B,C
632,2182,C,B,E,D
633,2183,D,E,A,A
634,2184,B,C,C,A
635,2185,E,B,B,E
636,2186,B,B,B,B
637,2187,C,C,C,B
638,2188,A,A,A,A
639,2189,C,B,C,E
640,2190,D,A,E,A
641,2191,D,B,E,C
642,2192,C,A,A,A
643,2193,A,D,A,B
644,2194,D,A,D,D
645,2195,E,B,C,A
646,2196,A,C,A,B
647,2197,C,D,A,D
648,2198,B,A,A,A
649,2199,A,A,B,B
650,2200,A,E,E,B
651,2201,C,A,B,B
652,2202,E,D,C,E
653,2203,D,C,D,E
654,2204,D,E,A,C
655,2205,A,D,A,C
656,2206,B,C,D,D
657,2207,A,A,E,D
658,2208,C,E,E,E
659,2209,A,C,A,B
660,2210,B,C,E,A
661,2211,A,A,A,A
662,2212,E,A,B,D
663,2213,B,A,A,C
664,2214,D,A,D,C
665,2215,C,C,C,C
666,2216,D,B,D,D
667,2217,D,D,C,E
668,2218,C,D,B,B
669,2219,B,C,A,A
670,2220,A,E,A,A
671,2221,D,D,D,C
672,2222,C,A,E,C
673,2223,E,A,D,D
674,2224,B,B,C,C
675,2225,B,D,D,C
676,2226,C,D,C,B
677,2227,B,A,A,D
678,2228,C,C,D,A
679,2229,B,B,B,B
680,2230,E,A,C,E
681,2231,B,A,C,B
682,2232,C,A,C,B
683,2233,E,B,E,C
684,2234,C,B,E,E
685,2235,C,A,A,A
686,2236,E,B,E,D
687,2237,E,C,C,C
688,2238,C,B,C,B
689,2239,E,C,A,B
690,2240,D,C,A,E
691,2241,E,A,C,D
692,2242,E,A,E,D
693,2243,C,D,D,E
694,2244,D,E,E,E
695,2245,C,D,B,A
696,2246,B,C,B,C
697,2247,A,C,A,A
698,2248,A,A,E,A
699,2249,C,D,A,A
700,2250,E,B,B,D
701,2251,D,E,B,D
702,2252,E,A,C,C
703,2253,B,A,B,C
704,2254,D,B,C,D
705,2255,A,D,A,A
706,2256,A,B,A,A
707,2258,D,C,D,D
708,2259,A,C,A,A
709,2261,D,A,A,A
710,2262,D,A,E,C
711,2263,C,B,B,A
712,2264,B,B,A,A
713,2265,B,A,A,C
714,2266,D,C,B,A
715,2267,D,D,C,B
716,2268,E,A,B,A
717,2269,C,C,A,A
718,2270,C,C,C,A
719,2271,E,B,E,D
720,2272,A,C,B,C
721,2273,E,A,D,D
722,2274,C,C,D,B
723,2275,D,A,E,B
724,2276,D,B,B,C
725,2277,C,E,B,C
726,2278,A,B,B,B
727,2279,C,B,B,A
728,2280,A,C,A,A
729,2281,E,A,C,E
730,2282,B,D,B,C
731,2283,D,D,C,C
732,2284,B,D,A,B
733,2285,D,D,B,A
734,2286,C,C,B,B
735,2287,E,A,E,E
736,2288,C,B,B,D
737,2289,B,A,B,A
738,2290,A,C,A,A
739,2291,D,A,B,E
740,2292,D,B,A,A
741,2293,D,B,D,C
742,2294,E,A,D,B
743,2295,A,C,B,B
744,2296,B,B,B,A
745,2297,B,B,A,A
746,2298,C,D,C,D
747,2299,E,B,E,C
748,2300,C,C,E,C
749,2301,D,C,C,D
750,2302,D,D,C,D
751,2303,C,D,D,D
752,2304,E,A,E,C
753,2305,C,E,A,D
754,2306,B,A,A,A
755,2307,C,E,B,E
756,2308,D,B,A,A
757,2309,B,E,B,A
758,2310,D,E,A,C
759,2311,E,A,E,C
760,2312,D,C,A,E
761,2313,C,C,B,B
762,2314,C,E,C,E
763,2315,B,C,C,D
764,2316,A,C,A,B
765,2317,D,A,C,C
766,2318,D,B,E,D
767,2319,A,A,A,A
768,2320,E,A,C,C
769,2321,A,E,A,A
770,2322,C,B,D,C
771,2323,A,D,A,A
772,2324,D,B,C,B
773,2325,B,E,B,B
774,2326,D,B,D,C
775,2327,B,C,E,B
776,2328,B,D,C,B
777,2329,B,D,B,C
778,2330,B,A,A,C
779,2331,C,B,C,D
780,2332,D,B,E,C
781,2333,A,B,B,A
782,2334,B,C,A,A
783,2335,C,D,C,C
784,2336,A,D,A,B
785,2337,A,B,A,C
786,2338,C,A,B,C
787,2339,B,C,B,A
788,2340,E,C,C,C
789,2341,C,D,A,B
790,2342,B,C,A,B
791,2343,B,A,D,A
792,2344,C,D,B,A
793,2345,B,C,B,A
794,2346,C,B,C,D
795,2347,A,D,B,B
796,2348,A,B,A,A
797,2349,C,B,A,A
798,2350,B,C,B,A
799,2351,D,A,C,D
800,2352,E,A,E,E
801,2353,E,B,E,E
802,2354,B,E,A,A
803,2355,B,C,A,B
804,2356,A,D,E,A
805,2357,A,C,C,B
806,2358,C,C,A,A
807,2360,A,B,E,D
808,2361,B,C,C,C
809,2362,B,A,B,D
810,2363,B,C,B,B
811,2364,D,A,B,C
812,2365,B,B,C,B
813,2366,B,D,A,A
814,2367,C,C,D,C
815,2368,E,B,D,D
816,2369,C,B,B,D
817,2370,B,B,A,A
818,2371,E,A,C,E
819,2372,E,A,E,C
820,2373,E,B,D,E
821,2374,B,E,A,C
822,2375,E,E,C,C
823,2376,C,B,D,E
824,2377,A,E,C,B
825,2378,C,B,A,A
826,2379,B,B,E,E
827,2380,A,C,B,D
828,2381,B,B,E,D
829,2382,E,C,C,C
830,2383,C,C,A,A
831,2384,E,B,C,B
832,2385,E,C,B,C
833,2386,C,E,B,B
834,2387,E,D,A,B
835,2388,B,B,B,D
836,2389,D,C,B,B
837,2390,D,C,C,A
838,2391,B,D,D,E
839,2392,B,D,D,C
840,2393,C,C,B,E
841,2394,B,C,D,C
842,2395,C,A,B,B
843,2396,E,A,E,D
844,2397,B,C,B,B
845,2398,C,C,E,E
846,2399,E,A,E,D
847,2400,D,D,B,A
848,2401,C,C,D,E
849,2402,D,A,E,E
850,2403,B,D,B,D
851,2404,B,C,D,B
852,2405,E,A,B,B
853,2406,B,D,D,E
854,2407,C,C,A,D
855,2408,D,C,C,E
856,2409,D,B,C,C
857,2410,E,A,C,D
858,2411,D,C,B,D
859,2412,B,A,D,C
860,2413,D,B,B,B
861,2414,E,A,B,B
862,2415,E,A,E,E
863,2416,D,C,C,B
864,2417,A,A,D,E
865,2418,A,D,A,A
866,2419,D,C,E,B
867,2420,A,C,E,A
868,2421,D,C,A,A
869,2422,E,C,C,C
870,2423,C,E,C,E
871,2424,D,C,C,E
872,2425,D,C,B,C
873,2426,C,D,A,A
874,2427,B,D,D,A
875,2428,D,A,A,C
876,2429,E,C,D,D
877,2430,E,B,D,C
878,2431,C,E,A,B
879,2432,C,B,A,B
880,2433,B,D,B,B
881,2434,D,B,C,D
882,2435,C,C,A,A
883,2436,D,A,D,D
884,2437,D,B,A,A
885,2438,C,C,C,B
886,2439,E,A,E,E
887,2440,D,C,E,C
888,2441,B,D,C,B
889,2442,A,C,A,A
890,2443,B,C,D,B
891,2444,E,B,D,E
892,2445,A,D,A,A
893,2446,C,B,A,A
894,2447,B,A,A,A
895,2448,B,D,B,B
896,2449,D,B,D,C
897,2451,B,A,C,A
898,2452,B,C,C,E
899,2453,B,B,A,A
900,2454,B,D,B,B
901,2455,A,C,B,B
902,2456,E,B,B,C
903,2457,B,C,C,E
904,2458,D,A,E,E
905,2459,D,E,E,E
906,2460,E,A,B,C
907,2461,E,C,C,B
908,2462,B,E,E,E
909,2463,E,A,E,E
910,2464,B,B,A,A
911,2465,E,A,B,D
912,2466,E,C,A,C
913,2467,D,A,C,C
914,2468,E,A,E,D
915,2469,B,B,C,B
916,2470,C,E,A,A
917,2471,B,D,A,A
918,2472,B,E,B,B
919,2473,A,A,A,A
920,2474,B,B,B,D
921,2475,E,A,E,E
922,2476,B,A,A,A
923,2478,B,D,E,C
924,2479,C,D,C,E
925,2480,B,E,A,C
926,2481,E,A,C,D
927,2482,C,E,B,D
928,2483,B,D,B,E
929,2484,D,B,C,D
930,2485,B,C,C,D
931,2486,B,A,B,B
932,2487,C,C,D,E
933,2488,C,C,A,A
934,2489,D,B,D,B
935,2490,A,E,A,A
936,2491,C,C,A,A
937,2492,A,B,B,C
938,2493,E,E,C,E
939,2494,A,D,A,B
940,2495,A,B,B,B
941,2496,B,D,A,A
942,2497,D,B,B,D
943,2498,E,B,C,A
944,2499,A,C,A,A
945,2500,E,D,B,B
946,2501,A,C,E,A
947,2502,A,B,A,A
948,2503,C,D,B,D
949,2504,A,E,A,A
950,2505,D,C,A,A
951,2506,D,A,B,A
952,2507,E,A,E,D
953,2508,E,A,E,D
954,2509,A,D,A,A
955,2510,B,C,A,B
956,2511,E,A,E,D
957,2512,C,C,C,A
958,2513,A,C,A,A
959,2514,A,B,B,A
960,2515,C,A,B,A
961,2516,B,D,B,A
962,2517,D,B,A,A
963,2518,D,A,D,D
964,2519,C,B,C,A
965,2520,B,D,C,B
966,2521,B,D,B,B
967,2522,C,B,A,C
968,2523,B,B,B,B
969,2524,C,A,E,A
970,2526,C,B,D,C
971,2527,B,E,B,A
972,2528,C,C,A,E
973,2529,A,B,A,A
974,2530,D,A,A,A
975,2531,D,C,D,B
976,2532,B,B,D,B
977,2533,B,D,C,D
978,2534,C,D,D,D
979,2535,A,E,A,A
980,2536,B,D,B,C
981,2537,D,B,A,A
982,2538,B,D,C,D
983,2539,C,E,C,A
984,2540,C,C,C,A
985,2541,E,E,D,E
986,2542,C,D,C,C
987,2543,C,C,E,B
988,2544,D,C,B,C
989,2545,D,D,B,C
990,2546,B,C,B,B
991,2547,C,C,A,A
992,2548,C,C,D,B
993,2549,C,A,D,D
994,2550,C,B,D,A
995,2551,C,D,B,D
996,2552,B,A,C,A
997,2553,A,B,C,B
998,2554,A,D,C,C
999,2555,E,A,E,E
1000,2556,C,D,C,B
1001,2557,E,A,E,C
1002,2558,E,A,D,A
1003,2559,B,C,C,E
1004,2560,B,D,B,B
1005,2561,B,B,D,B
1006,2562,B,D,B,E
1007,2563,D,B,E,B
1008,2564,B,E,B,E
1009,2565,C,A,A,A
1010,2566,A,D,B,B
1011,2567,D,C,C,D
1012,2568,E,A,E,C
1013,2569,A,A,A,A
1014,2570,D,B,A,A
1015,2571,A,C,A,D
1016,2572,D,B,E,C
1017,2573,C,C,C,A
1018,2574,B,D,B,C
1019,2575,B,A,A,D
1020,2576,A,B,B,D
1021,2577,C,A,A,A
1022,2578,B,B,B,B
1023,2579,C,B,D,E
1024,2580,A,C,A,B
1025,2581,D,C,B,A
1026,2582,C,D,C,D
1027,2583,D,D,A,D
1028,2584,B,D,B,E
1029,2585,D,D,B,A
1030,2586,A,E,A,A
1031,2587,B,B,D,C
1032,2588,C,D,B,A
1033,2589,D,E,A,A
1034,2590,B,C,C,C
1035,2591,A,B,C,C
1036,2592,A,B,A,D
1037,2593,A,D,B,B
1038,2594,E,E,B,B
1039,2595,D,B,E,E
1040,2596,C,B,A,A
1041,2597,E,A,E,C
1042,2598,A,B,C,B
1043,2599,A,D,C,D
1044,2600,E,C,E,E
1045,2601,E,C,E,E
1046,2602,E,C,D,E
1047,2603,E,A,C,C
1048,2605,D,A,E,D
1049,2606,B,A,B,B
1050,2607,E,B,E,E
1051,2608,E,D,D,E
1052,2609,C,B,C,C
1053,2610,D,D,A,A
1054,2611,C,C,E,A
1055,2612,A,E,B,A
1056,2613,B,C,A,B
1057,2614,C,D,D,C
1058,2615,A,D,C,D
1059,2616,C,D,E,E
1060,2617,C,C,A,E
1061,2618,C,A,A,B
1062,2619,B,B,A,A
1063,2620,A,E,C,D
1064,2621,C,B,D,B
1065,2622,B,A,A,A
1066,2623,C,B,A,A
1067,2624,E,A,D,C
1068,2625,E,D,A,B
1069,2626,E,A,E,B
1070,2627,B,D,C,D
1071,2628,B,D,B,D
1072,2629,A,A,A,C
1073,2630,A,E,A,A
1074,2631,C,B,B,E
1075,2632,C,B,D,E
1076,2633,A,A,A,B
1077,2634,B,A,C,B
1078,2635,D,B,A,A
1079,2636,C,B,C,D
1080,2637,C,D,D,A
1081,2638,A,C,A,A
1082,2639,C,B,B,B
1083,2640,D,C,A,A
1084,2641,D,B,E,C
1085,2642,B,C,A,A
1086,2643,D,A,D,D
1087,2644,C,A,B,A
1088,2645,B,B,D,B
1089,2646,C,B,B,A
1090,2647,E,A,A,A
1091,2648,E,C,E,E
1092,2649,C,B,C,E
1093,2650,D,B,C,C
1094,2651,B,C,C,C
1095,2652,A,D,A,A
1096,2653,D,A,E,D
1097,2654,B,C,B,B
1098,2655,B,A,C,C
1099,2656,A,C,A,A
